 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
i	0.00013913587	0.00025904502	4.0171835e-05	0.00084251654	0.00017832342	0.015761487	0.008560479	0.035343353	0.6392713	0.22513182	0.07447241
c	0.00019286206	0.00020685671	7.4519034e-05	0.00020032212	0.0010116448	0.000957066	0.005292803	0.011130732	0.07802941	0.5633217	0.3395821
e	9.906142e-05	0.008906651	0.0009425762	0.001164427	0.0003870146	0.017170893	0.006939872	0.011386866	0.21276279	0.5991534	0.14108646
à	0.0004974999	0.00032700325	0.00028754477	0.00024099536	0.0030456607	0.0012832631	0.005804641	0.007104084	0.020135172	0.6722591	0.28901514
t	0.00047587423	0.0042077997	0.00066420576	0.00497124	0.0002417689	0.012410835	0.0046644663	0.030926403	0.43102768	0.30112466	0.2092851
t	0.00032062718	0.00086574623	5.5409157e-05	0.0014437116	7.208737e-05	0.009881835	0.0049585435	0.014621945	0.59978193	0.23266059	0.13533758
i	0.00030977293	0.010249562	0.0026082068	0.0018513952	0.0015118388	0.0075892718	0.008469375	0.014072578	0.10998807	0.39684102	0.44650894
m	0.0028787376	0.022415495	0.0015459678	0.005809658	0.00027930632	0.02552208	0.0036834525	0.012107403	0.70230836	0.17616022	0.047289293
à	0.00022508073	0.01848034	0.0013597863	0.0029509112	0.0005676179	0.02294732	0.008416503	0.0060584634	0.1763559	0.64742607	0.11521208
n	0.00016833437	0.004196461	0.0002224679	0.0009860446	0.0003033636	0.004494595	0.006060356	0.008994596	0.192492	0.55976963	0.22231211
a	0.0010362783	0.0010221571	0.0002275249	0.013696089	0.0010147905	0.012702892	0.0005609357	0.005862952	0.11343722	0.34212658	0.5083126
</S>	0.00020512132	0.010647366	0.00022049918	0.0005043165	0.000109700326	0.0009519149	0.0013523143	0.0042144293	0.041599378	0.4115923	0.5286026
