 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
i	0.00043412807	8.29153e-05	0.0009785485	0.04610598	0.11646987	0.66991055	0.08826567	0.026816381	0.018626451	0.008891541	0.015082308	0.008335744
è	0.0003032844	0.00015842113	0.0007129822	0.003929039	0.06310164	0.35328552	0.2568013	0.17956613	0.026171612	0.021539604	0.0373392	0.057091206
n	0.0004940823	7.607665e-05	0.00020910696	0.016456807	0.045129407	0.6412274	0.10273121	0.07528488	0.06538772	0.012455327	0.024747455	0.015800508
a	0.0001719363	0.00030050092	4.899731e-05	0.017171822	0.056481857	0.48994187	0.16912901	0.1001046	0.10877121	0.012905743	0.036395997	0.008576417
p	0.00025445476	6.8392335e-05	0.0002593627	0.0006916791	0.011003162	0.16778392	0.25762528	0.43967643	0.06269915	0.031394783	0.0110182585	0.017525135
u	0.0003227015	0.0004160495	6.759138e-05	0.00211718	0.017533941	0.053605095	0.4383031	0.2517917	0.126092	0.025071777	0.038108524	0.04657038
l	0.00023183515	6.4547596e-05	0.00022773926	0.00046882438	0.005753877	0.062087823	0.3254698	0.44540122	0.08886577	0.042592462	0.011121573	0.017714554
i	0.0010227177	0.0002276184	1.7824363e-05	0.0010620534	0.011117942	0.052574083	0.29621682	0.24871622	0.25878808	0.052609723	0.053387854	0.024259085
z	0.0014372105	0.00017696021	0.00028729503	0.00060072495	0.0033998385	0.020613037	0.16447265	0.45485258	0.14472651	0.12051062	0.037162986	0.05175959
z	0.0029186958	0.000524908	0.000109773326	0.0007208371	0.005454821	0.024527116	0.32172078	0.16355701	0.26570678	0.123638086	0.0651531	0.025968155
è	0.0005139629	0.0002727842	3.9365903e-05	0.00051193184	0.0018203089	0.013184619	0.16899097	0.35048345	0.192366	0.10167127	0.11648033	0.05366503
s	0.0015992614	0.00036879923	0.00012171124	0.0012788291	0.0058072493	0.03644322	0.047088433	0.11650326	0.2905277	0.18722893	0.2402629	0.07276971
s	0.0007226079	0.0002619647	4.1930743e-05	0.00046250346	0.0029873103	0.01766843	0.1912889	0.1187779	0.42743978	0.096045926	0.12623324	0.018069545
i	0.00092676864	0.00024039236	0.00013097232	0.0009982367	0.0042539467	0.043020386	0.11163261	0.1627875	0.4868178	0.092850395	0.066286005	0.030055016
o	0.005995054	0.00086104043	0.0005483717	0.0020782812	0.0034087838	0.009925978	0.12144187	0.18762851	0.25951704	0.26100796	0.07146309	0.07612396
s	0.0009770439	0.00039791354	0.00012136876	0.00064692914	0.0023313449	0.007475974	0.19234432	0.26978695	0.1903469	0.21534455	0.07675041	0.04347627
p	0.0036481433	0.00020023146	3.7837926e-05	0.0004235958	0.0020244329	0.008309716	0.2309092	0.11372292	0.23796973	0.22429772	0.11974391	0.058712527
ì	0.0024494624	0.002121186	0.00013190994	0.003470684	0.0036354284	0.034828667	0.06297726	0.10828615	0.10374219	0.08882967	0.4347813	0.1547461
t	0.0017962247	0.0005909987	0.00017389229	0.0009221765	0.0018506097	0.025586847	0.03514222	0.04569421	0.23807743	0.21093264	0.3108204	0.12841235
i	0.00089349307	0.00031178194	0.00016952107	0.00019971444	0.00051512505	0.0006211317	0.046779864	0.022911573	0.26049957	0.20957905	0.3971876	0.060331564
k	0.00095893926	0.0003916405	0.00029693014	0.00019953777	0.0003610014	0.0006535669	0.0065844175	0.022892982	0.05028567	0.13504484	0.3828141	0.39951634
a	0.0017335471	0.0001628023	2.8001547e-05	0.00015739076	0.0003866396	0.0016486862	0.024430882	0.013212245	0.0913724	0.25321132	0.55963355	0.054022525
m	0.0029662552	0.00051523425	0.0004501152	0.00029287365	0.00049597863	0.00043738578	0.004185339	0.013267654	0.028065145	0.10043196	0.21024317	0.6386489
è	0.0004759146	0.00018521656	9.194786e-05	0.00025627582	0.00048745272	0.0011042476	0.0076753735	0.0023038376	0.054074258	0.11923709	0.67616665	0.13794175
r	0.00037503018	0.0003398383	2.6488022e-05	0.00017923232	8.038646e-05	0.001045709	0.0027409485	0.00716194	0.026392376	0.048345644	0.76814604	0.14516644
i	0.0007310326	0.000662696	0.00025515837	6.42945e-05	0.00012865002	0.00010894078	0.0030423056	0.0021728168	0.045174398	0.20167814	0.2555923	0.4903893
</S>	0.00026558156	0.00053408794	2.090647e-05	0.00018736837	4.5166584e-05	0.00015582524	0.00033396672	0.0011250329	0.0058448543	0.05425086	0.3644146	0.57282174
