 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
s	0.00039335372	0.0008175105	0.0005970884	0.0036832872	0.06804797	0.24331477	0.35182577	0.15395011	0.06350512	0.027216528	0.024193699	0.062454797
s	0.0008440682	0.00032624055	0.00033237095	0.028514775	0.09698972	0.2734529	0.3935513	0.009180373	0.09926367	0.036717463	0.007911162	0.052915893
ì	0.00020687684	0.0001678423	6.4036656e-05	0.0015001366	0.026190232	0.41066208	0.44977415	0.017152341	0.045592073	0.019338857	0.009255481	0.020095868
c	0.00047737738	0.0006153923	0.0005310507	0.003457314	0.0076008886	0.19553392	0.17588569	0.30201077	0.20376378	0.06618308	0.027321909	0.016618824
h	0.001127946	0.00076725456	0.0003596761	0.054432966	0.02230408	0.13866836	0.27837533	0.047133196	0.31631103	0.050871085	0.034866203	0.054782864
r	0.00027894104	0.00056504336	0.00016519627	0.0022018796	0.021668945	0.29227102	0.38548586	0.06737823	0.16763474	0.040726703	0.009575562	0.012047855
a	0.00035371206	0.001367395	0.00013631511	0.010164178	0.015032215	0.12935151	0.28258193	0.15299934	0.31795573	0.047067154	0.014338041	0.028652437
c	0.00012403153	0.0003830623	0.00028709995	0.0013381821	0.007408885	0.04599748	0.19939952	0.279345	0.19263405	0.15784098	0.08581646	0.029425252
e	0.0051592393	0.0011322065	0.00018378989	0.00923092	0.010019601	0.027701762	0.13365838	0.012504379	0.44858608	0.22723669	0.03369457	0.09089247
e	0.0011321382	0.00017659043	0.00018404689	0.0006274425	0.0034990658	0.019364426	0.0411917	0.1481244	0.18011533	0.2810796	0.28373024	0.040775027
t	0.0035078167	0.00017805882	0.000117971635	0.00093849417	0.0026657446	0.009784398	0.051390644	0.03699808	0.19597186	0.4276502	0.20317337	0.06762337
è	0.0050455495	0.0018280507	0.00018072245	0.0007529115	0.0013740604	0.0029599753	0.02364601	0.038531106	0.11052386	0.5249497	0.17693916	0.1132689
l	0.0023724402	0.00053267693	7.318569e-05	0.001755461	0.00056729367	0.009125495	0.017292717	0.0022842563	0.10918889	0.15107505	0.5211634	0.18456909
i	0.0032237028	0.0026642068	0.00010840542	0.023948126	0.001000048	0.003971258	0.013747466	0.012271477	0.27679494	0.4170646	0.06919316	0.17601267
s	0.0012606733	0.00013733638	9.786341e-05	0.00021185358	0.00026893927	0.00044795606	0.00073127623	0.002119329	0.004692407	0.046183012	0.8748401	0.06900926
e	0.005000311	0.0016595494	8.134182e-05	0.00070174487	0.000699107	0.001482517	0.0054978016	0.0034950217	0.04904663	0.54638815	0.20471409	0.1812337
n	0.003723037	9.8695025e-05	0.0001693308	0.00032270816	0.0006298216	0.0010773622	0.0011995912	0.0009915528	0.0023652506	0.031114949	0.89336145	0.064946264
a	0.011985332	0.0036193323	0.00016597571	0.0028025357	0.0016915328	0.0030975789	0.0045073247	0.002911952	0.0384744	0.565087	0.1794994	0.18615763
r	0.006298073	0.00014864437	0.0002342875	0.00043318042	0.0010757591	0.001978354	0.0024906439	0.00032558353	0.0026516903	0.03205284	0.79886514	0.1534458
t	0.0028889496	0.003986361	0.0001754862	0.008122851	0.0013527129	0.0041878666	0.005532329	0.0040234006	0.11050719	0.2982454	0.11281373	0.4481638
i	0.017789548	0.008897237	0.00023135617	0.03208223	0.002735347	0.013524276	0.0103930235	0.0022907287	0.047049675	0.16706583	0.12758201	0.57035875
</S>	0.10947461	0.015884476	0.0010084712	0.013535385	0.0028824077	0.011555623	0.0080126105	0.00046004634	0.023520216	0.18797325	0.20657519	0.41911778
