 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a3	0.005354919	0.0051471237	0.013736434	0.09493104	0.11338069	0.09374193	0.058835607	0.03471228	0.05656553	0.022158246	0.014900262	0.055009242	0.43152666
a20	0.011090153	0.064446144	0.05215333	0.17769709	0.13646264	0.17037317	0.11896767	0.08094056	0.04326573	0.013171685	0.04049118	0.07214244	0.018798249
a39	0.005249556	0.0322038	0.020081159	0.24019933	0.14442739	0.22561325	0.079911284	0.044544928	0.017074049	0.0054054656	0.035884142	0.031247782	0.11815783
a20	0.005685965	0.023788111	0.037803203	0.20208699	0.15406789	0.19471781	0.11709234	0.045934387	0.034758702	0.0069246567	0.03340529	0.04597586	0.09775874
a31	0.003427978	0.015762089	0.020505058	0.24515809	0.13309465	0.2181672	0.07536706	0.022707753	0.016806807	0.0029136352	0.036539692	0.023188494	0.18636154
a24	0.006074779	0.0040862174	0.02155892	0.05500448	0.08920829	0.06313034	0.07394018	0.04079869	0.09604514	0.03780533	0.021988535	0.03729277	0.45306638
a46	0.009024657	0.04835256	0.044561237	0.22021933	0.1410316	0.20168887	0.10994335	0.050912663	0.045979463	0.005995323	0.05057482	0.050787486	0.020928627
a31	0.0040529505	0.023577418	0.013461488	0.29401213	0.1367684	0.2567876	0.059365775	0.026912032	0.010106389	0.0023555716	0.030443039	0.015347844	0.12680942
a18	0.0068820016	0.0061455965	0.022983868	0.10773681	0.14991331	0.113288	0.09925201	0.056525346	0.11782981	0.044963945	0.027668716	0.03917447	0.2076361
a31	0.0066687595	0.03850389	0.036614556	0.24097465	0.16527548	0.22161148	0.11503446	0.0545468	0.02434115	0.005590819	0.026813084	0.036031272	0.027993564
a20	0.004239927	0.0043530203	0.008609225	0.11657886	0.12202926	0.10247149	0.033742372	0.021023935	0.030907487	0.0133324675	0.00968403	0.026897864	0.50613004
a24	0.006560327	0.03762877	0.03678286	0.24927267	0.17203398	0.22769657	0.114812	0.053648498	0.021470565	0.0046781083	0.022666998	0.031853665	0.020894935
a31	0.0012921374	0.008102547	0.0058680475	0.46170142	0.093773775	0.3113978	0.029678207	0.0070077884	0.0042088637	0.00071519497	0.02176295	0.0042476202	0.05024365
a23	0.005754342	0.00444288	0.020946644	0.06476369	0.101291895	0.073732406	0.08392233	0.04628236	0.099979945	0.043523304	0.02399962	0.039809916	0.39155075
a20	0.0070586577	0.042219535	0.03810653	0.23581961	0.1626354	0.2172627	0.114646345	0.057179302	0.026649993	0.005846801	0.029201288	0.039347325	0.024026481
</S>	0.0031519034	0.018552206	0.012158199	0.3073788	0.1437213	0.26467854	0.059893113	0.022758959	0.008620831	0.0018318978	0.026813837	0.013391346	0.11704903
