 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
n	0.000565337	0.017144412	0.1457475	0.21701677	0.10773427	0.13594331	0.12599503	0.06071895	0.0434913	0.011902968	0.016326068	0.007253442	0.045991614	0.064169034
d	0.00013358775	0.003848817	0.023754025	0.060599104	0.03669172	0.5317779	0.03114176	0.10560904	0.04076339	0.011524645	0.0030840966	0.002546879	0.04070077	0.10782425
e	0.014016273	0.016899405	0.070725255	0.06217522	0.0185655	0.1729364	0.018030614	0.10675478	0.063122004	0.0024603913	0.100960486	0.08576057	0.17622554	0.0913676
m	0.00047456851	0.013558528	0.026286362	0.2312379	0.05746931	0.3566177	0.1711742	0.08794242	0.023299623	0.0023584985	0.0066978172	0.0018079373	0.009956409	0.011118687
i	0.028281756	0.023791334	0.08025824	0.02555526	0.033215504	0.19452462	0.035090465	0.12520216	0.109085545	0.004962166	0.03736807	0.016184626	0.14949822	0.13698202
n	0.0002750387	0.010671962	0.007214286	0.046707105	0.023900962	0.3604107	0.31330857	0.14209203	0.036242306	0.0056642243	0.014617577	0.0038119068	0.015885005	0.019198306
d	6.392917e-05	0.0014086466	0.0050790436	0.006289919	0.011606692	0.5776291	0.021729201	0.15478216	0.036189564	0.012646796	0.004486209	0.0030569837	0.08116091	0.08387082
è	0.022760525	0.007013841	0.011949952	0.006326828	0.016092323	0.23906857	0.018105907	0.1488733	0.060899116	0.0026567644	0.08679836	0.112601176	0.19210908	0.07474427
l	0.00012367668	0.0016854776	0.00044846197	0.0021197475	0.0010295485	0.47657698	0.08815574	0.2800563	0.06493059	0.0012587506	0.014004817	0.010124387	0.03863345	0.020852178
a	0.0043890784	0.00068194664	0.00038868378	0.00029004656	0.0018767552	0.10322818	0.013874698	0.0739556	0.05199701	0.0016936614	0.022176653	0.03982683	0.46389446	0.22172646
p	0.0002156142	0.00174952	0.0017180962	0.0048834006	0.0011034757	0.22972594	0.2448812	0.26562807	0.1803689	0.008051364	0.020108791	0.0075694514	0.02907505	0.004921139
l	0.049401682	0.02656528	0.048417576	0.002088722	0.0119034555	0.116262324	0.051199764	0.13047214	0.09864524	0.007750692	0.047094077	0.015721913	0.19476682	0.19971023
è	5.865539e-06	0.00036805312	8.712669e-05	0.00020690162	8.907893e-05	0.19458151	0.08425833	0.34006324	0.0933578	0.0029265294	0.03702316	0.02792076	0.18265258	0.036459077
o	1.143792e-05	0.0006782078	0.00014445593	0.00025943958	5.421816e-05	0.10435921	0.07004215	0.37803087	0.13078634	0.0024283407	0.0466438	0.029303858	0.2086793	0.028578311
k	3.1657826e-05	0.006238221	0.0017209018	0.0016897988	0.00030087182	0.06343524	0.14317073	0.32472616	0.16684215	0.007221372	0.03660697	0.010318334	0.17646916	0.06122848
a	0.025779562	0.019621225	0.07561241	0.0025076012	0.0033528158	0.048818573	0.03995628	0.080491215	0.05234248	0.0098089045	0.04236887	0.02368885	0.3297019	0.24594937
e	0.00011269458	0.01008296	0.0050056446	0.013780616	0.0003217076	0.029581888	0.07432341	0.069056295	0.40884078	0.01821807	0.023201272	0.019167354	0.2511872	0.077120155
m	3.799516e-05	0.007641462	0.0082573965	0.011685691	0.0012867389	0.03295797	0.059250623	0.08698719	0.1749964	0.07104496	0.0320837	0.013466307	0.4191535	0.081150055
è	0.009509096	0.009086588	0.08911429	0.004200881	0.008919595	0.1309267	0.026770081	0.10138287	0.036752075	0.013333423	0.017028924	0.011651355	0.35362518	0.18769898
c	1.9696123e-05	0.001010087	0.00023823426	0.0005876947	2.0144827e-05	0.013372222	0.007865144	0.037304636	0.1686328	0.0042850547	0.04136215	0.067453854	0.5958587	0.061989523
h	0.027215159	0.0074420837	0.015305854	0.0005425791	0.0003648176	0.001669509	0.007138168	0.010090055	0.015237578	0.0044689286	0.033700623	0.024278464	0.5768632	0.27568296
i	0.00034632662	0.00040996	8.409475e-05	8.920461e-05	1.5780935e-05	0.006361286	0.002831704	0.026965555	0.14504851	0.0051176758	0.031141765	0.09743076	0.585122	0.09903536
</S>	0.0003737	0.012569946	0.0024176475	0.011921478	0.00035508777	0.08527021	0.013621236	0.06656709	0.3589031	0.0045448244	0.006959834	0.017436022	0.26962528	0.14943446
