 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a20	0.107982196	0.6691953	0.07179246	0.016225506	0.0066383053	0.0015326076	0.0014089545	0.0050549507	0.00046534068	0.000715806	0.0057199798	0.010757209	0.10251138
a24	0.13153122	0.8304961	0.015429989	0.0049647186	0.0007066456	0.00034130114	0.00022639707	0.0034977794	0.00034490743	6.960767e-05	0.0025045644	0.00045270627	0.009434264
a18	0.2404434	0.69576585	0.012845395	0.013077601	0.0019058902	0.0035503278	0.00028478404	0.023204105	0.0023071193	0.00017293241	0.0052100313	0.00010301901	0.001129635
a23	0.16539638	0.71016574	0.041888084	0.015704647	0.0041063237	0.0044262246	0.00038466728	0.041411348	0.00534915	0.00040804376	0.010057874	2.0746838e-05	0.0006808065
a24	0.11992513	0.47944525	0.2740222	0.043623947	0.023239002	0.0041658217	0.0017701957	0.0035046935	0.00068421575	0.0005791039	0.0033855978	0.00715016	0.038504746
a31	0.1551889	0.79368085	0.012555561	0.007954641	0.0014726379	0.0003626754	0.00044379404	0.0022656452	0.00014333021	0.0001743225	0.0023970078	0.0025457426	0.020814912
a20	0.33878136	0.6226392	0.028265277	0.00058195996	0.00059127726	6.805823e-07	0.0001708564	3.6767044e-05	4.2998986e-06	0.00010609858	0.00013326704	0.0046222736	0.0040667653
a3	0.20573072	0.540169	0.06490193	0.029811023	0.059489563	0.00833269	0.0047066184	0.02815549	0.0019432735	0.009993443	0.02072722	0.0010389993	0.024999984
a31	0.25396976	0.7189843	0.018732222	0.0019575646	0.00046130436	3.3866156e-05	0.000102357	0.0014264679	0.00012085841	3.0255516e-05	0.0008104089	0.0010929768	0.0022776346
a13	0.19519076	0.7182165	0.067388326	0.0034943237	0.0077348864	8.553499e-07	0.0009856747	0.00015415385	1.4987977e-05	0.0023803415	0.0007701602	0.0013398363	0.0023292836
a31	0.17067651	0.5382242	0.07774216	0.02884609	0.047153976	0.013116815	0.0046187504	0.052202422	0.004487739	0.0092653865	0.033687655	0.0007216203	0.019256681
a3	0.36387762	0.605105	0.021932248	0.00043261913	0.0004677271	5.563016e-07	0.00016270102	1.7439323e-05	2.4456272e-06	9.070741e-05	8.7361674e-05	0.004048208	0.003775443
a20	0.21617003	0.7137287	0.026076077	0.014244177	0.015965065	0.00027936732	0.001514636	0.0010825674	6.6413486e-05	0.0021399774	0.0014608208	0.0003968055	0.0068753464
a39	0.174041	0.7742584	0.022462666	0.0035907067	0.0006431971	0.00094372017	0.0002960784	0.015731584	0.002508048	9.369777e-05	0.0031476456	0.0002846834	0.0019985302
a20	0.18245564	0.6574058	0.045072038	0.02243935	0.0112254275	0.009556968	0.0012061867	0.039705466	0.0037366368	0.0013734564	0.014746807	0.0003309539	0.010745294
a31	0.17855424	0.7252185	0.039704032	0.020972127	0.0039860927	0.0030358464	0.00054314145	0.012519303	0.0016222617	0.0002280701	0.0058761095	0.0002370091	0.0075032017
a24	0.37563455	0.5839996	0.022873592	0.001675168	0.0008380814	4.352282e-06	0.00022796336	0.00039991018	2.9458182e-05	0.00017330832	0.0006380885	0.0073550325	0.006150833
a46	0.17029765	0.75151384	0.03517288	0.013403086	0.013536424	0.00044257336	0.0014938832	0.0025403546	0.00013978401	0.002420909	0.003508191	0.00023843505	0.0052919816
a31	0.068275034	0.76311654	0.14012264	0.013087422	0.0038282974	0.0031249023	0.00082647946	0.0037944561	0.0009251801	0.00030589773	0.0008679244	0.0002829023	0.0014423243
a18	0.27163875	0.62403643	0.033983435	0.0012956794	0.00057786296	3.4603763e-06	0.00058537594	0.00035021547	5.0073584e-05	0.00040407063	0.0012907794	0.03298038	0.032803424
a31	0.18328011	0.6247663	0.03752134	0.019275857	0.022904417	0.0108118225	0.0029613094	0.038817737	0.0029631245	0.00431385	0.024617758	0.00047095894	0.02729548
a20	0.37008476	0.60383016	0.016347297	0.00032142183	0.0002773935	6.6578457e-07	0.00010868205	2.1623728e-05	2.4748674e-06	6.125598e-05	8.2879495e-05	0.005171063	0.0036903126
a24	0.16151704	0.66664934	0.04623295	0.017006861	0.026179163	0.0044852085	0.0035647552	0.01438754	0.0010009691	0.0052851047	0.015778681	0.00089094025	0.037021488
a31	0.12040407	0.8723506	0.0037967823	0.001118813	9.1999755e-05	5.937102e-05	3.906225e-05	0.0005515549	4.8437254e-05	8.314977e-06	0.0005078592	8.766321e-05	0.0009355113
a23	0.26248232	0.7148799	0.017402506	0.00043855578	0.00034730736	3.8406313e-07	9.491678e-05	2.2113527e-05	1.6785863e-06	7.690407e-05	9.567354e-05	0.0020070756	0.002150575
a20	0.11406191	0.55066097	0.18276127	0.021469811	0.039200954	0.013381805	0.0059877294	0.021160226	0.0031646793	0.0068277423	0.0077110347	0.00877274	0.024839178
</S>	0.09798482	0.8209714	0.029293673	0.01186957	0.0015967401	0.00019973256	0.0015115701	0.00039729028	9.1639e-05	9.031916e-05	0.00077378284	0.0020573216	0.033162083
