 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a20	0.06658325	0.061456468	0.06923007	0.052418523	0.088950336	0.057474814	0.036535796	0.037880436	0.12556863	0.1182399	0.23297623	0.05268555
a7	0.07571709	0.028642928	0.07700135	0.06354614	0.25624636	0.19746308	0.049892593	0.030455945	0.039702196	0.05409719	0.05464037	0.072594814
a11	0.075901374	0.06541335	0.098119184	0.086352706	0.1756931	0.106961556	0.068037935	0.06183014	0.061857153	0.064352795	0.06777178	0.06770886
a18	0.08363271	0.07830475	0.084180206	0.08193177	0.113165416	0.093319505	0.07952832	0.07664782	0.076281905	0.07664022	0.077580474	0.07878701
a27	0.08473087	0.078328125	0.08254957	0.080877595	0.1104532	0.09473873	0.08081052	0.07719706	0.0764801	0.07664307	0.07756486	0.079626285
a31	0.08409087	0.07921273	0.0817428	0.080704525	0.10000448	0.09388067	0.083250806	0.079210915	0.07816126	0.0780732	0.079262	0.08240576
a39	0.07095031	0.06821896	0.080386184	0.068035744	0.094045706	0.07654135	0.05750423	0.05558267	0.10384428	0.09915186	0.1566682	0.06907052
a31	0.07872459	0.029131798	0.08627426	0.07146769	0.2534378	0.21304429	0.05689246	0.029804384	0.033564597	0.041655734	0.043886762	0.06211566
a24	0.031585533	0.03056439	0.055336516	0.04429518	0.065940745	0.041644823	0.029335631	0.058563624	0.08918158	0.107573114	0.1972265	0.24875242
a28	0.07357243	0.06327949	0.07967892	0.07556349	0.20404555	0.11983031	0.070053756	0.06262808	0.061929855	0.062225394	0.06262832	0.06456437
a21	0.0790098	0.076133855	0.09099039	0.0859597	0.11685581	0.092214085	0.07754932	0.0749012	0.074803405	0.075600766	0.07787155	0.07811016
a31	0.083204985	0.08036573	0.08502215	0.08327945	0.098152824	0.08805279	0.080953725	0.07952434	0.07943944	0.07951008	0.08066642	0.081828035
a39	0.05004384	0.047426485	0.06347866	0.057336926	0.09714055	0.068182595	0.04975906	0.06575943	0.08040695	0.089573234	0.13315555	0.19773667
</S>	0.06654657	0.04875788	0.07914457	0.07147485	0.2830149	0.15206623	0.06109266	0.04766876	0.046281792	0.04702596	0.047277775	0.049648
