 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a31	0.106327735	0.05262259	0.043536138	0.046574816	0.077135764	0.15438493	0.2630292	0.12579711	0.07095651	0.059635237
a11	0.09029473	0.17095429	0.21064909	0.12738408	0.041854218	0.02577934	0.051862683	0.07239696	0.16891815	0.039906505
a18	0.121253945	0.074038394	0.06261997	0.062066086	0.11258841	0.186861	0.1982043	0.08053886	0.059863385	0.04196559
a6	0.120170966	0.07123562	0.06172165	0.060696747	0.09949838	0.13729505	0.24891622	0.0994187	0.06007571	0.040971044
a8	0.09100682	0.06361607	0.0599578	0.060989294	0.10863501	0.1404528	0.24115984	0.09886576	0.07208163	0.06323487
a31	0.08957204	0.06567208	0.06311238	0.06427534	0.10991942	0.13748015	0.22655709	0.097588114	0.07546118	0.07036225
a24	0.07871172	0.12341945	0.1318558	0.09295033	0.054468904	0.044033933	0.066770814	0.09839782	0.24360338	0.065787815
a37	0.111450635	0.088904	0.07768482	0.0736322	0.07495354	0.1472013	0.20306127	0.1012384	0.069438204	0.052435603
a38	0.10468026	0.10258842	0.105217524	0.09680067	0.095328644	0.10279878	0.14473413	0.09240732	0.081461184	0.07398305
a31	0.101462774	0.0888631	0.0868672	0.08569352	0.11046585	0.11839642	0.1554559	0.08953239	0.08415202	0.07911083
a11	0.10939701	0.12254969	0.12800886	0.113163024	0.07979633	0.07178044	0.077992916	0.093863405	0.10710811	0.09634018
a31	0.11258975	0.11560253	0.10777252	0.09989787	0.06463007	0.09269986	0.15795358	0.11790237	0.07167868	0.059272826
a8	0.048180398	0.05090699	0.042100787	0.037589334	0.028715828	0.030048732	0.076559044	0.21595138	0.24594074	0.22400679
a10	0.10856277	0.111447595	0.10841791	0.10533749	0.08932122	0.09282855	0.1085019	0.101583414	0.08873488	0.085264236
a18	0.10904607	0.11188398	0.1113647	0.108055376	0.09611524	0.092783034	0.09413098	0.09263767	0.09236527	0.09161764
a31	0.103472434	0.101284504	0.100448005	0.09922758	0.10172592	0.102486625	0.111698925	0.0948557	0.09329288	0.09150746
a11	0.054830074	0.05684877	0.042860985	0.038748864	0.027473442	0.028117446	0.07836388	0.21374771	0.23536344	0.22364536
a10	0.11228497	0.11482699	0.11188306	0.108908825	0.0933788	0.09174016	0.09833614	0.093760185	0.08821909	0.08666175
a1	0.10718779	0.1092179	0.10893807	0.10614411	0.09719897	0.09480133	0.09702634	0.09373458	0.09326342	0.09248752
a41	0.103653856	0.10348673	0.10446941	0.101549596	0.10059572	0.100023665	0.10702315	0.0935351	0.093750685	0.09191213
a31	0.09812697	0.08468646	0.08404378	0.08329008	0.116030745	0.12370907	0.1576753	0.088829055	0.085204765	0.078403786
a8	0.06905876	0.075425535	0.07501792	0.06672589	0.05115768	0.04900606	0.07177551	0.1648627	0.19722602	0.1797439
a31	0.111841775	0.11373029	0.11085929	0.10789004	0.0939848	0.09283511	0.10107956	0.0936675	0.08795204	0.08615964
a37	0.04666643	0.04574837	0.027826123	0.02574954	0.020998051	0.025433825	0.09908231	0.22842751	0.24422424	0.23584361
a8	0.11039796	0.112530924	0.11030682	0.107913636	0.09548463	0.093062155	0.096364856	0.09356049	0.09066257	0.089715935
a39	0.101137675	0.100957476	0.10055103	0.10020182	0.09937313	0.09989592	0.10295241	0.09942603	0.097919114	0.09758537
a31	0.10025778	0.09668509	0.09611107	0.09592683	0.10403329	0.106097914	0.11674199	0.09615967	0.094744526	0.093241856
a39	0.05555429	0.056829866	0.05066444	0.047988262	0.041030332	0.041459464	0.07361404	0.196844	0.22399911	0.21201621
a35	0.1172778	0.120539665	0.116807655	0.112859845	0.09290435	0.0889304	0.09446499	0.08894194	0.08438153	0.08289178
a31	0.10143701	0.099354446	0.098706566	0.09820124	0.101780236	0.10311954	0.111471586	0.0969077	0.09511167	0.09391003
a41	0.049368348	0.049407437	0.040856432	0.03924421	0.034150045	0.03560925	0.07574062	0.21294394	0.23658666	0.226093
a13	0.111670226	0.11407729	0.111575276	0.10895406	0.09503359	0.09222293	0.0955392	0.09267964	0.089587785	0.08865999
a35	0.10425149	0.104976006	0.10447185	0.10319407	0.098803155	0.097549126	0.099296816	0.09626417	0.09577298	0.09542035
a31	0.09908168	0.09315073	0.09254066	0.092541896	0.1072236	0.11064518	0.12626705	0.0946346	0.093170986	0.09074366
a20	0.07463559	0.077266365	0.07517076	0.071446076	0.0625345	0.061440066	0.07957778	0.15499005	0.1761521	0.16678667
</S>	0.11070676	0.112557225	0.10993935	0.10731869	0.09434458	0.09323511	0.10015439	0.09451136	0.089339495	0.08789304
