 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a43	0.0817429	0.0877379	0.0903404	0.0915549	0.0923829	0.0927905	0.0825684	0.0724093	0.0636097	0.0520463	0.0447516	0.0724028	0.0756625
a31	0.0760576	0.0810628	0.0848557	0.0858075	0.087011	0.0879409	0.0817661	0.075082	0.0686513	0.0592137	0.053587	0.0758775	0.0830872
a20	0.0869801	0.092626	0.094289	0.0953928	0.0958285	0.0959772	0.0875827	0.0783649	0.069342	0.0545071	0.0424523	0.0616453	0.0450122
a24	0.0806624	0.0873627	0.0904906	0.091754	0.0926635	0.0931894	0.0845129	0.0754391	0.0670998	0.0551283	0.0471346	0.0713425	0.0632204
a49	0.0831706	0.0937841	0.09741	0.0995613	0.10058	0.100907	0.0855796	0.0718161	0.0609261	0.0473835	0.0384695	0.0657959	0.0546158
a39	0.0846583	0.093237	0.096425	0.0982332	0.0992309	0.0996151	0.0847097	0.0712818	0.0606252	0.0473933	0.0385953	0.0663557	0.0596393
a19	0.0771978	0.0819893	0.0851787	0.0860615	0.0870459	0.0877677	0.0820258	0.0756892	0.0694765	0.0600751	0.0540852	0.07544	0.0779673
a18	0.0844583	0.092692	0.0950036	0.0968427	0.0976465	0.0977439	0.0810244	0.0669834	0.0566049	0.0449399	0.0384674	0.0687813	0.0788116
a31	0.0838871	0.0919108	0.0947638	0.0965298	0.0974991	0.0978109	0.0820844	0.0684878	0.0581506	0.0461606	0.0390151	0.0688433	0.0748566
a17	0.0905281	0.0973848	0.0992916	0.100748	0.101299	0.101434	0.0884288	0.0755139	0.064141	0.0475038	0.0355173	0.0564813	0.0417281
a20	0.0753403	0.0818467	0.0869634	0.0882263	0.0898646	0.091168	0.0835928	0.0756774	0.0682824	0.0576326	0.0509496	0.0741294	0.0763266
a31	0.0784097	0.0831255	0.0858864	0.0867459	0.0875825	0.0881565	0.0824551	0.0761032	0.0698179	0.0600803	0.0535993	0.0744341	0.0736036
a37	0.0906772	0.0985327	0.101157	0.102795	0.103526	0.10384	0.0900292	0.0763292	0.0642117	0.0462042	0.0339272	0.0518825	0.0368892
a31	0.0789937	0.0868731	0.0919914	0.0934887	0.095036	0.0962014	0.0871955	0.0778003	0.0690212	0.0557393	0.0471363	0.0674846	0.0530385
a20	0.0900175	0.0991101	0.102953	0.104782	0.105785	0.106459	0.0926779	0.07866	0.0657963	0.0456464	0.0324205	0.0449485	0.0307445
a31	0.0705387	0.0800661	0.0891099	0.0909696	0.0938949	0.0965508	0.0899041	0.0828683	0.0757109	0.0630866	0.0545746	0.0658721	0.0468534
a24	0.0866195	0.0982412	0.104356	0.106661	0.108291	0.109633	0.0952621	0.0807634	0.0672686	0.0455568	0.0310599	0.0394221	0.0268649
a20	0.0730673	0.0887575	0.0997638	0.102857	0.105977	0.108647	0.0961586	0.0834073	0.0714168	0.0519204	0.0413386	0.0494164	0.027272
a24	0.0618348	0.0741868	0.088411	0.09125	0.0965299	0.10161	0.093022	0.0847503	0.0766913	0.063203	0.0528062	0.0652624	0.0504419
a8	0.0750228	0.0876908	0.0962009	0.0986895	0.10135	0.103376	0.0904617	0.0780637	0.0672474	0.0518449	0.0420571	0.0620738	0.0459206
a31	0.047096	0.0596031	0.0798494	0.0840423	0.093745	0.104461	0.0937593	0.0850738	0.0773415	0.0660624	0.0557643	0.0708161	0.0823861
a29	0.0773159	0.0906162	0.0983652	0.100846	0.103149	0.104929	0.0949616	0.0845074	0.0738775	0.0544998	0.0396897	0.0457749	0.0314683
a31	0.0595878	0.0754478	0.0903382	0.0938299	0.0993248	0.104079	0.0918114	0.0807169	0.0709619	0.057215	0.0466039	0.0666583	0.0634253
a28	0.0667494	0.0876963	0.10284	0.107338	0.112497	0.116591	0.100587	0.0854992	0.0714544	0.0487449	0.0318166	0.0390172	0.0291691
a24	0.0451421	0.063051	0.0862835	0.0916062	0.10222	0.113112	0.100586	0.090376	0.0808912	0.0655093	0.0510795	0.0599734	0.0501699
a46	0.0528832	0.0739476	0.0955088	0.100983	0.109724	0.11764	0.0991993	0.0839265	0.0712845	0.0538067	0.0404558	0.0559724	0.0446689
a31	0.0300708	0.042038	0.0672648	0.0740069	0.0933546	0.122401	0.106661	0.0985143	0.0917828	0.0805358	0.060703	0.0600566	0.0726107
a33	0.0433562	0.0705869	0.0960496	0.103704	0.114347	0.123011	0.108085	0.0956112	0.0829959	0.0596635	0.0361453	0.0359018	0.0305426
a17	0.0231994	0.0315299	0.050904	0.0574045	0.0816764	0.145216	0.117253	0.111375	0.108837	0.101552	0.0635808	0.0468643	0.0606071
</S>	0.0287985	0.0450618	0.0703923	0.0767419	0.091077	0.107248	0.0990373	0.0955564	0.0923811	0.0862453	0.0683771	0.0632001	0.0758831
