 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
m	0.0014733919	0.00080260244	0.0009977724	0.0003604198	0.041741744	0.61978453	0.2320405	0.095047764	0.0063278065	0.0009487895	0.00033649252	4.073575e-05	9.7465716e-05
m	0.0055923676	0.014340483	0.025037833	0.0010012287	0.035081804	0.47741404	0.22348627	0.07252991	0.025576038	0.013741606	0.00199277	0.03552202	0.068683565
u	0.19425926	0.034149613	0.051582184	0.004107647	0.010541064	0.025770536	0.4760435	0.061262544	0.05205322	0.0069874995	0.0019582952	0.004548362	0.076736234
è	0.0009267495	0.00074362836	0.0010483507	0.0023074297	0.027185522	0.08357144	0.53182906	0.2649823	0.0694153	0.008514041	0.0072287233	0.00014479474	0.0021026314
n	0.00027096723	0.00027814973	0.0007386024	0.0005416281	0.015608428	0.035129048	0.2792098	0.4291745	0.14989772	0.046623453	0.029920077	0.003276841	0.009330731
a	0.0017402743	0.008159361	0.006751313	0.0016012774	0.018953586	0.13578115	0.31261802	0.34625152	0.07363906	0.021640288	0.024178546	0.017860977	0.030824617
è	0.00054702227	0.00051017577	0.0011577203	0.00012806091	0.0050487737	0.012790628	0.09868389	0.45431143	0.22235873	0.14898705	0.05090228	0.0032565638	0.001317574
n	0.0018470967	0.0017166075	0.0015996681	0.00091800437	0.0024042393	0.007082266	0.03578965	0.16496667	0.12562802	0.110859685	0.5106841	0.027253358	0.009250601
a	0.0025284614	0.0078088106	0.0066898884	0.0004180909	0.0044574165	0.008741317	0.048834447	0.32020596	0.2502154	0.14919773	0.10617293	0.07754099	0.017188502
s	0.00032553505	0.0004816993	0.0007971366	0.000118022974	0.0019544596	0.0022647926	0.0082298145	0.09278111	0.15805162	0.39496574	0.295183	0.034493823	0.0103533
t	0.0050259396	0.021052992	0.012158895	0.0017951893	0.010810396	0.011243092	0.026255425	0.13402155	0.19509822	0.14821725	0.22851402	0.10879147	0.097015515
u	0.019462636	0.021125391	0.049182083	0.0010375167	0.0015818944	0.0013855268	0.020588197	0.07365573	0.2710771	0.12997779	0.14739992	0.033616506	0.22990969
d	0.00038557663	0.00034544084	0.00096316467	9.171428e-05	0.0017600177	0.002677188	0.00746443	0.047784768	0.12447695	0.5120916	0.2268653	0.042845264	0.032248657
i	0.0047946568	0.017678395	0.010303882	0.002017152	0.0064138253	0.004099838	0.0062827175	0.03127246	0.08959509	0.12849763	0.3544947	0.12369134	0.22085828
è	0.00067419297	0.00063598645	0.0016267129	0.00013895056	0.0024855414	0.0030054925	0.006153159	0.034176998	0.07459477	0.5279983	0.22036035	0.09105899	0.03709054
t	0.00064121047	0.0005867732	0.00063359266	0.00027273633	0.00068106235	0.00063719443	0.0011062917	0.005180233	0.021701027	0.18841444	0.6071256	0.1440061	0.029013744
s	0.0017205002	0.0052567734	0.002558421	0.00031309278	0.0015856401	0.0005940069	0.0011725315	0.009288616	0.03600797	0.2756004	0.35836598	0.28625673	0.021279337
i	0.02689647	0.028312303	0.0634753	0.0010062363	0.002785132	0.0010498456	0.0040049944	0.011821322	0.10788147	0.22533458	0.18780568	0.07028602	0.2693406
m	0.00063655426	0.0005439016	0.0012735263	0.0001535162	0.0023672627	0.0029188474	0.0051199673	0.018802134	0.032589514	0.19487843	0.11359984	0.2788974	0.34821904
e	0.0077072512	0.022124698	0.016494732	0.0018163233	0.004291016	0.001595445	0.0015415656	0.005686687	0.030262748	0.122258626	0.39380485	0.17657872	0.21583727
d	0.001099402	0.00083901326	0.0023463797	0.00017800565	0.0029250863	0.0035236368	0.007045624	0.023219237	0.034518886	0.21681373	0.081055395	0.36421973	0.2622158
i	0.0040148012	0.0077263727	0.010370007	0.0012964814	0.007001097	0.0025806022	0.0016064137	0.0045791543	0.010131708	0.08033662	0.3534751	0.2303333	0.28654838
c	0.0010056451	0.0012265838	0.003044072	0.00023747659	0.002738786	0.0016673808	0.0019386535	0.007247208	0.010267308	0.15976143	0.11999792	0.49705508	0.1938125
ì	0.016922504	0.018659592	0.033012364	0.0018120558	0.009453957	0.002180435	0.000798548	0.0027447944	0.0038574035	0.03435595	0.33289358	0.45208675	0.091222145
n	0.00454282	0.002830645	0.0048802737	0.00047586125	0.004132535	0.0038447788	0.0074421894	0.016101182	0.03517539	0.1992472	0.20125028	0.3620937	0.15798318
a	0.005616689	0.032374382	0.01900887	0.00086671836	0.0027466086	0.0009413102	0.0017064534	0.0048459745	0.022070799	0.16599277	0.23004115	0.35151225	0.1622761
</S>	0.00085821963	0.0005591866	0.0015194225	0.00013447371	0.0020884273	0.0031001687	0.0070373397	0.015424532	0.01811486	0.049217254	0.0167479	0.18893693	0.69626135
