 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
i	0.0015970736	0.000121755	0.004612163	0.48080495	0.43187088	0.07893996	0.0014868188	0.0005262626	2.0030795e-05	3.1561422e-06	1.6922259e-05
k	0.0009310128	0.01221063	0.0096680755	0.14225177	0.79883546	0.02451031	0.00036219702	0.004070076	6.6211695e-05	0.0050963024	0.0019978706
i	0.003100235	0.028353948	0.011428875	0.035818864	0.86561793	0.009640733	0.00055914	0.0033180926	0.00010348131	0.008415675	0.033642966
a	0.002283569	0.001485244	0.0023729946	0.011729711	0.88405174	0.09472997	0.000641519	0.00218834	5.6287277e-05	0.00011423187	0.00034637577
t	0.00029685226	0.004183672	0.0026344538	0.0067810942	0.8641655	0.064809255	0.0023250347	0.033108275	0.00034433758	0.015817888	0.005533576
è	0.00054183864	0.0053050537	0.0034006864	0.008256381	0.8660251	0.036194596	0.0016515763	0.017839601	0.00025470692	0.0028717355	0.057658818
r	0.0035519053	0.0025907198	0.003940982	0.006031327	0.6747214	0.1587302	0.008406426	0.13333829	0.0027658455	0.0011432415	0.0047796383
a	0.0024186694	0.016177041	0.0038328213	0.0043569924	0.81610185	0.06711326	0.0115829455	0.03566909	0.002131655	0.0020211053	0.038594484
i	0.0005969724	0.00019193436	0.0008966631	0.005806862	0.16018826	0.09699892	0.34148538	0.37378857	0.018433943	0.00070396776	0.00090854306
n	0.0003753076	0.006409323	0.0036177083	0.002450426	0.026277343	0.003660824	0.00974801	0.7899549	0.01540637	0.08952672	0.052573055
ì	0.0012138984	0.022639422	0.009108764	0.004951074	0.028820027	0.0033183463	0.007095238	0.7261233	0.016260365	0.033399023	0.14707054
c	0.0035109778	0.004313357	0.004128851	0.0047058756	0.011061176	0.004991452	0.033029877	0.66514856	0.20372605	0.016491104	0.04889271
h	0.034090832	0.05036365	0.020588638	0.028877271	0.030063631	0.0018279111	0.013417445	0.72563815	0.042478386	0.0019530882	0.050701037
a	0.009925168	0.00012956055	0.000117494434	0.00025034207	0.0111211585	0.010894061	0.8960689	0.050577845	0.010496757	0.002270867	0.008147773
p	0.0025664903	0.00042305194	0.0013399718	0.0035833349	0.043584988	0.007334919	0.063770264	0.54309815	0.31752256	0.0016298725	0.015146375
à	0.0019714194	0.021582652	0.0058008344	0.0050709182	0.0036120433	0.0012967127	0.0037257976	0.40637314	0.08216854	0.002030924	0.46636698
r	0.0010111455	0.0034077964	0.0024506305	0.0020935303	0.0011790121	0.0014720522	0.0059049297	0.17020687	0.4509055	0.025853634	0.33551493
o	0.001491224	0.011137465	0.0077083427	0.0032647518	0.007614601	0.0018103147	0.012776329	0.6844986	0.2443268	0.0022039977	0.023167575
n	0.002190092	0.00032102148	0.0014235207	0.002441965	0.026916893	0.01217506	0.027451158	0.051269572	0.8287125	0.00082236336	0.046275813
t	0.0059286314	0.046711747	0.02113555	0.0047958484	0.0019583432	0.0010099249	0.003605945	0.3619451	0.4727777	0.0051626973	0.074968554
a	0.032993585	0.0005158078	0.00039464454	0.0023237066	0.013353244	0.0065930714	0.6629882	0.029632518	0.23851681	0.0016557081	0.01103275
s	0.003599781	0.0007054121	0.0021182203	0.0070531294	0.07825761	0.016269375	0.032093987	0.082956836	0.7096612	0.0012729822	0.06601154
t	0.00690223	0.059822787	0.02018689	0.0048466553	0.0013206031	0.00048062997	0.0014886723	0.07527548	0.53687257	0.029448096	0.26335537
i	0.03860258	0.001990268	0.0047999667	0.008083318	0.01516779	0.0035763038	0.052125733	0.056409568	0.8165595	0.00041114553	0.0022737596
n	0.0013474709	0.002274571	0.002651055	0.0069157006	0.019249195	0.005057989	0.007555474	0.06764373	0.35836363	0.010613933	0.51832724
a	0.011569105	0.10309681	0.036558505	0.0060129697	0.0015050406	0.0008344393	0.0015958429	0.04272981	0.6014493	0.08078205	0.11386621
g	0.008222306	0.005047354	0.006799225	0.010414249	0.02081568	0.0057079527	0.008489076	0.030234806	0.5795071	0.021057032	0.3037053
l	0.0019026552	0.030180302	0.0070581506	0.0048189936	0.0012994263	0.0006660026	0.00092150504	0.019154169	0.16612373	0.043019272	0.72485584
i	0.02003235	0.026620235	0.018716523	0.02669167	0.030117825	0.011319611	0.018353762	0.17731117	0.66736495	0.0005781924	0.0028936572
s	0.0058913585	0.002854281	0.004598456	0.012089954	0.059124514	0.009217388	0.016468858	0.0698749	0.50576675	0.007007359	0.3071061
ì	0.008446129	0.09811712	0.023057811	0.005986647	0.0026994923	0.0013167836	0.001606576	0.08815417	0.45013645	0.09973556	0.22074333
a	0.0060319523	0.0023389992	0.004328771	0.0051593236	0.0095775295	0.0038845653	0.005247097	0.016555147	0.59089977	0.0037097407	0.3522671
</S>	0.00014891157	0.0027013577	0.0015235724	0.002260261	0.00046916085	0.00032060972	0.00052690826	0.010714954	0.0706796	0.05430398	0.85635066
