 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
t	0.0103154655566	0.00281272758843	0.0134687785557	0.124552647873	0.551475142275	0.222097729147	0.0329626604254	0.0113250968159	0.0225726899134	0.008417068983
e	0.006640167049	0.00268517216674	0.00734735061057	0.0729319047703	0.509470664758	0.292268741716	0.0535867136331	0.0154426331193	0.0296703264721	0.00995632346651
l	0.0048906822526	0.00219045739005	0.00388044728886	0.0630249408094	0.444566446253	0.359755664839	0.0693921562777	0.0193506784504	0.0202300069896	0.012718497918
ì	0.0123326019654	0.00198600950088	0.00237294367762	0.0601070698718	0.397360672084	0.34254120588	0.106058126159	0.0433553028301	0.0204087296732	0.0134773274039
s	0.0129970934041	0.00208334189003	0.00156655478254	0.0368354997033	0.406998272961	0.329117366627	0.133141030986	0.0505053138234	0.0158622702833	0.0108932617854
o	0.00652624108803	0.00568365897374	0.00256565764925	0.0278103240918	0.315479014087	0.312689183876	0.219939988795	0.0798239211945	0.0176799925313	0.0118020215675
n	0.00531862039001	0.00711820116118	0.00304881400495	0.0205063922679	0.193454446062	0.323157158959	0.308272160065	0.100102301905	0.0272923444371	0.0117295574452
t	0.008862696354	0.00376566938941	0.00319218001778	0.0189216700006	0.180702991774	0.323172325186	0.352222130488	0.060522417855	0.0281133279257	0.0205245802408
a	0.008998927754	0.00240252558155	0.00305153922773	0.00796726930053	0.131509722911	0.258342242729	0.426927872829	0.112879034905	0.0270555523419	0.0208653197633
à	0.00472840664333	0.00186179609852	0.00184285661431	0.00342336677651	0.0719005336503	0.241174776176	0.370542993916	0.240052261302	0.046406013194	0.0180670103878
l	0.00348570170226	0.00192088928735	0.0013357796671	0.00240395162284	0.0542209615568	0.257213333125	0.262605054945	0.307963281101	0.0819528760847	0.0268981729596
a	0.0024831641879	0.0055240591743	0.00243401886077	0.00181513741468	0.0366204331389	0.185046671144	0.226812222782	0.366077547034	0.121102603762	0.0520841503569
t	0.0037524112037	0.00663467570757	0.00289593199001	0.00159379392179	0.018374519377	0.096916748284	0.212378843461	0.392955263678	0.188041597054	0.0764562318523
ù	0.00359290438177	0.00339662438899	0.00146672542996	0.00145980066009	0.0103919461315	0.0635287400367	0.16711883978	0.387141245226	0.266159476751	0.0957437097841
c	0.00465224260861	0.0049539825005	0.00179493518881	0.00400232000086	0.0073642125765	0.0361694320269	0.11811561658	0.373653077075	0.33239298625	0.116901203695
h	0.0162676513403	0.00596407346164	0.00600615556443	0.00563575245339	0.00885378868237	0.0320885460136	0.110100929087	0.305083273825	0.372569665417	0.137430164185
a	0.017120492459	0.00326078751152	0.00641378212568	0.00308631881473	0.00796489380972	0.0246558913423	0.0940803392763	0.257244990688	0.359037079939	0.227135426282
v	0.007557715057	0.00184106362444	0.00269976887294	0.00214326483257	0.00527076430207	0.0132632608752	0.0522452584928	0.182547616643	0.42567656278	0.306754730627
à	0.00435555747953	0.00220967267955	0.00166623537243	0.0018284251693	0.00418685574948	0.00775357342224	0.0330143963296	0.127100053581	0.557114727593	0.260770501482
l	0.00232244034747	0.00318134972035	0.00194640001834	0.00342009459454	0.0107562263206	0.00726988357865	0.0269199473712	0.122644478654	0.598149739198	0.223389434947
o	0.00179608177558	0.00447988941648	0.00296139801258	0.00525239209263	0.0167060708894	0.0103901631394	0.0235440910437	0.111425614129	0.505523650399	0.317920646029
n	0.00193022909519	0.00486351960976	0.00299841494276	0.00431445795198	0.0120891178719	0.00930227361293	0.0181576088359	0.0801353073403	0.532323734133	0.333885338343
t	0.0137626290062	0.00366047109259	0.00433045508549	0.00379487313909	0.00643255461397	0.00419463396258	0.0147307831506	0.0482687236401	0.628581954711	0.272242939314
a	0.0173723648953	0.00316062839593	0.00477270872743	0.00341916273398	0.00639449379579	0.00531047138168	0.0224553401532	0.0521495878094	0.492184454237	0.392780809371
</S>	0.00967038874085	0.00330541268796	0.00343982029612	0.00288251043322	0.00753525853579	0.00744932746867	0.0262333468491	0.0572286119287	0.373133862119	0.509121471286
