 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
p	0.00267817794476	0.00281546211516	0.00198165914291	0.00258088893599	0.0173774817497	0.0230425162874	0.133786299636	0.490202251011	0.213283840717	0.0445795685301	0.067671867166
à	0.00260563347739	0.00315286250608	0.00219406407364	0.00206251943513	0.0120728176612	0.0142910689225	0.122444434232	0.42746571967	0.214359066639	0.09544722391	0.103904602262
r	0.0016145908138	0.00260840949603	0.00157951251348	0.00142044268131	0.0076087256604	0.0149590274275	0.117426606791	0.406255783223	0.23408444088	0.127560169083	0.0848822964407
o	0.00137103816993	0.00399793383334	0.00249033390343	0.00249565862804	0.00853088830013	0.0202268440558	0.0680733338903	0.327187282521	0.28858061536	0.173836270965	0.10320979288
n	0.00222845956078	0.00675641584377	0.00394074695964	0.0032250485051	0.00901830266371	0.0171105106593	0.0318266409368	0.228727351287	0.351180060853	0.227205087699	0.118781361893
t	0.00414698024086	0.00594621133274	0.00320993774993	0.00267875982187	0.0075901946499	0.0110862627298	0.0607426164589	0.212223360229	0.362616728951	0.211202003593	0.118556947798
a	0.00453467349835	0.00402489714707	0.00220713128567	0.00470878324038	0.015237599272	0.012647034055	0.0760125805343	0.134535871776	0.340842436984	0.225858171218	0.179390835166
s	0.00372056762641	0.00704694254309	0.00319559627889	0.0051604021015	0.0158903386387	0.0119535597241	0.0356758949928	0.0930694918253	0.325538127661	0.281345141619	0.217403933989
t	0.0052385517913	0.00681697458828	0.00293583909125	0.00341090102085	0.0076414989151	0.00545092698537	0.0175192048309	0.0692078855151	0.385846357887	0.294111344642	0.201820505236
i	0.00520502327391	0.00437711499434	0.0024860856048	0.00425462457712	0.00997337262497	0.0101082170887	0.015512380749	0.045967098445	0.335061665162	0.303383504783	0.263670906052
n	0.0043166416143	0.0105258841223	0.00465928492219	0.00524441685033	0.00992801458319	0.0126033478496	0.0110137929923	0.037272982335	0.243308594254	0.338055694461	0.323071348551
a	0.00424656581863	0.0128282685512	0.00496763993503	0.00467346028168	0.00646229906086	0.00757179767307	0.00638040305543	0.026829830665	0.213481224951	0.446715340287	0.265843178264
g	0.00337175472388	0.00889603319383	0.0030840177392	0.00535511577175	0.00550135839049	0.00619259902982	0.00465318418114	0.018390170135	0.15644784945	0.533520896362	0.254587029835
l	0.00363248380388	0.00765700629015	0.00318645385153	0.00697912305432	0.00695789055416	0.00569226536974	0.00449500053625	0.0273172455117	0.16004402135	0.509490757081	0.264547758425
i	0.00398044557247	0.0069246931462	0.00308292138234	0.00615953393876	0.0112074069931	0.00690630213218	0.00590308010948	0.0307505484046	0.17310919305	0.45892863512	0.293047230355
s	0.00343831193824	0.0113065914439	0.0032435766485	0.00421751306797	0.00942918697303	0.00614833865039	0.00455879184469	0.0272731276355	0.152148883417	0.47924327764	0.298992398718
ì	0.00290880949255	0.0118344122424	0.00312431395924	0.0048423862278	0.0100826177713	0.00742959056233	0.00353872336836	0.0322168297805	0.142863354312	0.520673266593	0.260485695773
a	0.0100528815853	0.0094795579294	0.00222818815699	0.00693101363625	0.0166206152357	0.0172633308535	0.00902198678072	0.0348013160032	0.115683026251	0.399822419844	0.378095648058
</S>	0.0173990540352	0.0110418143667	0.00224446554399	0.0076297696255	0.0186034568568	0.0232224616691	0.0142332621141	0.0344220805931	0.0900769281855	0.289587749322	0.491538939229
