 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
à	0.00483949421621	0.0021284131147	0.00905750193923	0.0130247434893	0.208394401458	0.511355035434	0.144976141407	0.0697715850139	0.0364526940192
r	0.00525041915787	0.0019885638979	0.00523950639574	0.00858371363643	0.230892874506	0.462304248478	0.145374048402	0.100417199405	0.0399494219837
o	0.00355427257142	0.00340941112163	0.00633253621725	0.0128007345721	0.167373363782	0.362331448539	0.243108052467	0.136175138882	0.0649150465426
n	0.00327584320787	0.00450650466458	0.00666609207555	0.01502640304	0.080786367364	0.297997478626	0.317378054822	0.193989305107	0.0803739604475
t	0.00220655910018	0.00358543367318	0.00799912142505	0.0113935826373	0.04570087863	0.285943835942	0.348309362274	0.210372483256	0.0844887494225
a	0.00232267248689	0.00285739498268	0.0123720152137	0.0097282362051	0.036970198406	0.183278700437	0.400068963891	0.22227844881	0.130123361481
s	0.0023177151169	0.00337631666341	0.0102247105278	0.00849498500503	0.029189920226	0.118810207376	0.39357505843	0.265109494175	0.168901582494
t	0.00248900104927	0.0033591075195	0.00636342844475	0.00510797135301	0.0137301805893	0.0912391719987	0.41810745681	0.290312499992	0.169291185198
i	0.0036705644964	0.00353917773376	0.00857684618624	0.00727051084767	0.0196071605295	0.0660367688509	0.365403433803	0.307816071957	0.218079473099
n	0.00506550926417	0.00556288724629	0.00814182208315	0.0111541057758	0.0217019988322	0.045948640193	0.278937113068	0.349000771812	0.274487152033
a	0.0063353504665	0.00595547308405	0.00570882581188	0.00908392930387	0.0133438060051	0.0297077358153	0.235176762356	0.462729684604	0.231958426584
g	0.00653563320877	0.00455906401238	0.00471698389647	0.00739169546369	0.00991252514737	0.0198836156914	0.170436132519	0.544715932201	0.231848419101
l	0.00578520199483	0.00590258314562	0.00641764531717	0.00758040754883	0.011227374293	0.0330294223571	0.151746063973	0.521523257507	0.25678804934
i	0.00773198735645	0.00624424444113	0.00917342997146	0.00841439715704	0.0182199424551	0.0416956977104	0.153541518751	0.470772104042	0.28420668922
s	0.00779741571252	0.00554704414687	0.0072169788888	0.00709623715711	0.0160388227549	0.0316143271215	0.13596507081	0.494308559447	0.294415559873
ì	0.00798907778721	0.0063557526078	0.00485987821461	0.0044173873621	0.0144989643339	0.0241051765895	0.132371419337	0.538928899549	0.266473459291
a	0.0138803146713	0.0073566080482	0.00961771993394	0.013177457313	0.0202495365773	0.0195600186	0.126384606613	0.41359393445	0.37617980243
</S>	0.0174066017056	0.0080750547573	0.014454217395	0.0218577890482	0.0228822230568	0.0194079714718	0.111378405357	0.301937627525	0.482600090215
