 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
e	0.0137542409209	0.044174850761	0.491083989911	0.374995555025	0.0407518585751	0.0169503841456	0.00763245208258	0.00807957322208	0.00121759747243	0.00135947087192
p	0.0106993753653	0.019183443347	0.362996709704	0.498351322342	0.0643464359917	0.0260497115619	0.00952268879419	0.00722330265883	0.000676334716957	0.000950673118
p	0.0137762532892	0.022534096775	0.307389249101	0.539273642114	0.0759559782439	0.0265256371673	0.00862919426473	0.00416691703928	0.000634875257826	0.00111415070667
ò	0.0206763293555	0.0248793921683	0.231538853767	0.513152112038	0.130038233461	0.0640480817891	0.00942437072824	0.00455831729743	0.000557041340182	0.00112724497549
r	0.0196052949252	0.0125998530034	0.214890375522	0.393900634679	0.237416809154	0.0908613071297	0.0194268507294	0.00503554087314	0.00198784773779	0.0042754619251
k	0.0311548467284	0.0109543975045	0.186336513107	0.356831772093	0.279771136318	0.0769692370432	0.0255879249765	0.00544746945638	0.0113838654686	0.0155628324586
e	0.0369532565381	0.00984287270217	0.0868888310257	0.309261357231	0.356482991373	0.119065163814	0.0419617929255	0.0103555974108	0.0131485491582	0.0160395803209
t	0.0182437663961	0.00464907510239	0.0388966444386	0.227565871344	0.404936891124	0.182192610805	0.0953390054418	0.0125377541436	0.00642326951807	0.00921509491877
e	0.0085020646841	0.00290550723513	0.0216358345457	0.161823688715	0.366428329041	0.232089740468	0.174387446481	0.0203027609412	0.00438153728229	0.00754308389012
e	0.00579337080803	0.00302315122124	0.0104745950694	0.075470494865	0.27322203908	0.308558754556	0.264388160427	0.0490136060537	0.00320817410903	0.00684765080169
t	0.00450865488084	0.00228623523715	0.00508952628787	0.0523098317417	0.157781268427	0.323610498119	0.374818049742	0.0659413246179	0.00485524176168	0.00879936879388
è	0.00264581047645	0.00158618924272	0.00307678907489	0.0310501961672	0.106692267309	0.29797673624	0.481108833914	0.062782157206	0.00612505767056	0.00695596989163
l	0.00152218953815	0.00105487666987	0.0021612750925	0.0156285761824	0.0873536466697	0.243987904747	0.537900345305	0.0865829234687	0.0132860865935	0.0105221946013
i	0.00178059937605	0.00170977025112	0.0021692966615	0.0108201755841	0.0706868991566	0.157576019382	0.483026935102	0.236143084756	0.0197737129912	0.0163135207182
n	0.00282997021708	0.00214483109857	0.0020858044119	0.00794180784203	0.0429573126922	0.125441070347	0.447194075034	0.322089096452	0.0258218123237	0.0214942395614
a	0.00287119214209	0.00201050983039	0.00216818555937	0.00606421511801	0.0295004392641	0.0953493709957	0.431477388345	0.368805840417	0.0370472381279	0.0247056346518
d	0.00435691918096	0.00234040409413	0.00237841199722	0.00408247308134	0.019096897584	0.0603185665252	0.365957410115	0.417625832806	0.0786530940626	0.0451899872706
i	0.00555148559459	0.00322601160351	0.00272140336697	0.00344408967845	0.0152725096353	0.0408259643711	0.313143520905	0.446392947869	0.111243018621	0.0581790524569
v	0.00514351548586	0.00311777494717	0.00242998748999	0.00239182279115	0.0110105049578	0.0255627926197	0.229551661502	0.458122787956	0.191514542607	0.0711546115856
e	0.00522709213209	0.00452660197999	0.0038479335282	0.00266171148298	0.00879427077993	0.0185485979719	0.172142465634	0.419891837985	0.267653839736	0.0967056569819
n	0.00422299718456	0.00512045018853	0.00442975386337	0.00278566193362	0.00654029965364	0.013095984886	0.127228595785	0.389464035862	0.347947720379	0.0991645169406
t	0.00462520238324	0.00347277355501	0.00364154096011	0.00201306713677	0.00791884708715	0.00850222358683	0.0994420548283	0.286393307887	0.477010762593	0.106980220607
è	0.00395540780113	0.00317313909822	0.00381550977474	0.00150982620302	0.00720218705785	0.00858539606138	0.0876244396894	0.213997730762	0.555351443531	0.114784907502
s	0.00242551767856	0.00193397693975	0.00226519614023	0.00152056482368	0.00351723807582	0.00837509039006	0.0686593478365	0.183812288321	0.60478741251	0.122703364324
s	0.00383208487024	0.00558827618021	0.0084927336629	0.00307788371061	0.00284292859216	0.00664307525842	0.0625031807055	0.149389547367	0.61803117417	0.139599109365
i	0.00389245349435	0.0086106130492	0.0121302386616	0.00538595277827	0.00326289266014	0.00830144108854	0.0492892477372	0.131555196931	0.556056600723	0.221515348455
m	0.00423274186217	0.00523233682405	0.00603682546493	0.00463656602612	0.00302541250602	0.00780420379371	0.0319602655544	0.109922490392	0.544139179574	0.283009967952
e	0.00651855019178	0.0052222786253	0.00593940962797	0.00432872058016	0.00510781585395	0.0056177556683	0.020861010747	0.078898223284	0.587933385858	0.279572844211
s	0.00647121219721	0.00516567730845	0.00590821232355	0.00403134619972	0.0055308015031	0.0046265189963	0.0144455299899	0.0940272309813	0.624233647953	0.235559824697
s	0.00432406404126	0.00241167536463	0.00260624411755	0.00180414828288	0.00254455289202	0.00216836821205	0.00967189518197	0.10965821366	0.704320276651	0.160490555699
è	0.0029464170657	0.00235701900986	0.00465994211606	0.00311733441987	0.00197447928974	0.00368190894863	0.00838943672839	0.0857395887933	0.73857717555	0.148556683633
r	0.00293836702811	0.00222015920144	0.00515062676613	0.00405269865811	0.00179817737165	0.00426079438308	0.00724710754786	0.0561528228978	0.764707315183	0.151471930731
a	0.0063121127082	0.00841077722554	0.0145432974788	0.0130590704678	0.0070339251937	0.0137149239407	0.0190744653756	0.0507158272603	0.602184904061	0.26495070523
</S>	0.0096500245291	0.0153252863325	0.0262517201719	0.0231342102449	0.012496817442	0.0247123010286	0.0311653118812	0.0586852258817	0.41252050053	0.386058604315
