 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
n	7.9457254e-07	8.4120705e-07	0.000409417	0.07019904	0.89206207	0.02513283	0.0085512595	0.0014964915	0.0015505676	7.816349e-05	8.6978995e-05	0.00043150896
a	6.360773e-09	2.7920755e-06	0.0007546035	0.22851294	0.6464739	0.064240865	0.0435223	0.007558463	0.0067004836	0.00032374842	0.0012032854	0.00070665084
p	1.904296e-07	1.4780541e-06	0.0003414062	0.060158506	0.8391315	0.08507976	0.0073876465	0.0026853576	0.0020342532	0.0006026591	0.0012542522	0.0013229086
u	3.1408646e-08	1.582847e-06	0.000107098946	0.0436336	0.67875993	0.1268973	0.09791099	0.025365474	0.022033114	0.00073205534	0.0025275343	0.0020312893
l	2.5418478e-07	1.6333311e-06	0.00024250007	0.016970374	0.8288608	0.12503298	0.01590133	0.004448991	0.0038177606	0.0009725856	0.002357575	0.0013931433
i	3.5175486e-08	5.8219007e-06	0.00033202322	0.01719958	0.6559422	0.19552949	0.10345586	0.013157252	0.00861328	0.0004258557	0.003915842	0.0014228112
z	4.1711178e-07	1.4796587e-06	0.00011089977	0.0030336387	0.61886466	0.32341522	0.02861421	0.011368353	0.0027808887	0.0011241873	0.005033282	0.0056527336
z	2.6615552e-09	1.2090863e-06	0.00019855324	0.009322642	0.5984904	0.12959121	0.1500666	0.050656877	0.02711369	0.0036871885	0.009985381	0.02088628
è	6.745212e-05	0.0006331428	0.011575173	0.08365044	0.70388997	0.06303263	0.050538465	0.011643184	0.006338258	0.0016316692	0.0060303896	0.060969226
s	5.438685e-09	1.3176923e-06	0.000558418	0.0008105864	0.18440303	0.76468587	0.038807333	0.007764487	0.0006886643	8.7638306e-05	0.00028077868	0.0019118696
s	5.321102e-10	1.3016447e-07	5.6426994e-05	0.0008950443	0.279229	0.39981076	0.24183515	0.04350976	0.027678225	0.0013670019	0.002625536	0.002992871
i	1.708842e-07	0.00025412271	0.028647583	0.031023463	0.47773847	0.115736045	0.12919813	0.04488231	0.011730401	0.005183938	0.024870304	0.13073504
è	1.5467496e-08	6.952014e-09	1.0861736e-06	3.8277635e-06	0.022470012	0.78648144	0.1425575	0.042685144	0.0016498269	0.00024627295	0.000645126	0.0032597082
n	1.1380437e-09	1.3750908e-09	3.9405845e-06	3.615732e-06	0.002840516	0.80519867	0.15455317	0.031104265	0.0049503655	0.00025214138	0.0005338971	0.00055941584
a	2.6614852e-10	4.128273e-09	5.472514e-06	4.8902024e-05	0.054607745	0.42933318	0.48652327	0.02138315	0.007858744	3.3593526e-05	0.0001376867	6.826629e-05
p	5.684466e-10	8.403906e-09	9.440476e-06	7.4516115e-06	0.0063820677	0.09839665	0.48453918	0.36835477	0.03212487	0.005317639	0.001560631	0.0033073376
u	7.823311e-10	1.2176181e-08	8.6816334e-07	6.1764968e-06	0.00437431	0.03752736	0.7068452	0.18352354	0.06256055	0.0011081028	0.0027750472	0.001278846
l	1.1954315e-09	6.2588335e-08	1.4535914e-05	7.9818365e-06	0.0027723727	0.03313939	0.46199802	0.3984089	0.08300106	0.011452305	0.0053337305	0.0038716607
i	3.96929e-09	3.8836863e-08	2.6806879e-06	7.2292696e-06	0.00097361667	0.012185452	0.45887902	0.25341466	0.21112008	0.010584401	0.03536525	0.017467577
z	7.2405236e-08	4.63985e-07	4.271657e-06	3.4891057e-06	0.001183537	0.03183786	0.4080951	0.4761433	0.03594243	0.006394584	0.008889362	0.031505518
z	2.5012752e-09	1.4483181e-08	6.1692276e-07	1.0124255e-06	0.00013831237	0.0034055552	0.36441693	0.33425218	0.18143433	0.019797998	0.033261627	0.06329139
è	2.017635e-07	2.3870789e-05	0.0007404317	0.0012923707	0.04211103	0.046899866	0.53140587	0.10992776	0.07213055	0.0070244046	0.035600346	0.1528433
s	3.2821048e-09	1.1184219e-08	7.5345647e-06	7.771913e-06	0.0040354035	0.18543808	0.2545136	0.23441996	0.21193331	0.012397864	0.016229048	0.081017464
s	2.508126e-10	1.4580137e-09	3.65824e-08	5.701233e-07	7.9067926e-05	0.01415753	0.20332874	0.3167639	0.41245934	0.023228036	0.014385828	0.015597035
i	1.6197943e-10	1.9037024e-07	0.00024262557	0.00047772826	0.0186845	0.08591994	0.28915548	0.15274146	0.057811797	0.01272613	0.021601187	0.36063904
o	3.375431e-08	2.5989799e-08	6.28126e-07	9.749639e-08	1.4621683e-05	0.0013326603	0.034311943	0.31951776	0.26976442	0.120802335	0.046974022	0.20728143
s	1.654507e-08	2.0677962e-08	5.3260837e-06	3.9569957e-07	3.6511865e-05	0.0009054057	0.011609558	0.085198045	0.15941457	0.5374596	0.1336078	0.07176283
p	4.053386e-09	1.1288338e-08	4.7014052e-07	1.892195e-07	9.481738e-06	0.00017176948	0.019799247	0.07702588	0.7524477	0.06560572	0.07468082	0.010258654
ì	4.389559e-09	7.072562e-08	1.8479942e-06	3.289916e-06	0.00017496991	0.0018034776	0.025110943	0.054988645	0.12661092	0.057871476	0.09781718	0.6356172
t	7.019976e-09	1.0368477e-09	5.0033076e-08	1.2485708e-08	1.4410013e-05	0.01498461	0.023837565	0.08957679	0.30805373	0.039634384	0.07120751	0.45269093
i	3.5871559e-10	7.457874e-10	5.7494747e-09	3.719066e-08	4.300558e-06	0.00065192144	0.005829456	0.030075064	0.5829723	0.16720444	0.11731699	0.09594549
k	2.6694449e-09	2.8312974e-09	2.6468962e-07	3.2854672e-08	4.164937e-06	0.00033794917	0.0017094048	0.020332923	0.11824588	0.4104425	0.12929133	0.31963557
a	2.3428242e-09	4.183392e-09	4.392094e-08	2.854095e-08	9.145773e-07	2.1914318e-05	0.0011835041	0.008150642	0.2832721	0.28656638	0.27884367	0.1419608
m	5.248563e-10	7.8248465e-09	9.361133e-07	2.054594e-07	3.0367597e-05	0.0011483538	0.0015678288	0.009520937	0.060321376	0.4004538	0.23886023	0.28809598
è	3.58099e-08	1.3210797e-07	2.3805426e-06	7.683991e-07	4.369332e-06	2.5584995e-05	0.00024668325	0.0011764009	0.057622243	0.3954015	0.38845548	0.1570643
r	7.821531e-10	6.648387e-10	1.2834872e-08	1.9937163e-09	6.4478303e-07	0.0009636825	0.0005205883	0.004377149	0.022119349	0.060409524	0.8290581	0.0825509
i	7.0679054e-09	7.3901814e-09	8.554385e-09	1.4417755e-08	6.5040786e-07	6.934731e-05	0.00015571008	0.00069560355	0.029133644	0.044230063	0.9151472	0.010567861
</S>	1.0941993e-09	1.4525566e-09	1.6084472e-07	3.9174044e-08	5.0657914e-06	0.0003272412	0.00053275813	0.0026904142	0.02595358	0.06160931	0.082040444	0.82684094
