 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
ì	0.030445881	0.03148658	0.059536688	0.24982186	0.2386186	0.287901	0.10162068	0.00050042314	5.8567188e-05	9.764335e-06
s	0.028394023	0.029092794	0.046306644	0.17473999	0.35485843	0.35761815	0.008927559	5.2181214e-05	3.08269e-07	1.0017283e-05
e	0.040624674	0.03861003	0.061026193	0.2505526	0.37363687	0.22909772	0.0057695378	0.0005880981	1.6192568e-06	9.263744e-05
l	0.06777633	0.06718325	0.070880115	0.099685565	0.18364857	0.46128967	0.03846313	0.010317327	0.00030723048	0.0004487262
i	0.07285013	0.059939515	0.057361446	0.1668559	0.18070601	0.34317574	0.11154808	0.006548546	0.00069234334	0.00032227335
p	0.07391851	0.07191831	0.072881624	0.09060901	0.14142011	0.34476566	0.15399335	0.047025915	0.0027001752	0.0007672602
a	0.06750839	0.042368587	0.032093436	0.07999493	0.15561742	0.29487905	0.28764105	0.017070461	0.016548943	0.0062776967
r	0.053167198	0.05265348	0.054369666	0.06958901	0.11661383	0.33077148	0.2381578	0.07286947	0.01026338	0.0015446756
ò	0.024229473	0.019957704	0.019321956	0.04787868	0.1275843	0.25707814	0.33188474	0.041295167	0.03739684	0.093373
n	0.026970183	0.02703285	0.02854432	0.038844798	0.073379494	0.2532288	0.39914724	0.09212899	0.057121675	0.0036016195
g	0.025491625	0.02592548	0.027009005	0.0364589	0.06577079	0.22853889	0.25939444	0.29257256	0.03446096	0.0043774233
h	0.027843352	0.033611126	0.019171802	0.04143421	0.21589927	0.15512793	0.32282388	0.14097321	0.01808302	0.025032151
ì	0.0020903286	0.067021266	0.02560375	0.0667829	0.20984882	0.3348287	0.21911275	0.019922948	0.017859416	0.036929056
z	0.022868177	0.022909252	0.023777582	0.02955445	0.048503466	0.16361511	0.39065555	0.10727619	0.18274654	0.00809368
i	0.02063599	0.018853413	0.018450795	0.024024159	0.041599687	0.11580033	0.22709408	0.34660804	0.15978259	0.02715088
n	0.043424346	0.043828882	0.04387907	0.045213394	0.048908975	0.069775306	0.18407175	0.28863308	0.12193218	0.110333
a	0.019514725	0.019370247	0.019415434	0.020849595	0.024923557	0.04981633	0.17562956	0.27032802	0.3187236	0.081428945
f	0.024119409	0.022797044	0.022081366	0.0234061	0.026137581	0.032700233	0.09383566	0.18191813	0.46398595	0.10901848
à	0.041026037	0.030162668	0.024272243	0.03092558	0.039810356	0.04971974	0.18539596	0.13499355	0.32730317	0.13639072
i	0.0166268	0.016605323	0.01666134	0.017135674	0.018523024	0.02683565	0.076408476	0.15428132	0.38376993	0.27315247
a	0.020492276	0.02050166	0.020547446	0.020883476	0.021865332	0.027661594	0.06215903	0.11859637	0.40766683	0.27962598
l	0.026858106	0.026791304	0.02678771	0.027131734	0.028062057	0.03298778	0.062499486	0.11501505	0.5021392	0.15172753
ì	0.027289923	0.020835275	0.017703727	0.02101183	0.026354216	0.021011604	0.056898434	0.09056026	0.48315963	0.23517516
o	0.020992035	0.02093302	0.02091792	0.021100998	0.02157606	0.023928192	0.037856884	0.066327654	0.38427344	0.38209373
</S>	0.023574613	0.023568679	0.023588613	0.023767596	0.0242812	0.027182162	0.04366804	0.07211439	0.39041346	0.34784123
