 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
i	0.026970347	0.8749588	0.0103838295	0.008555715	0.03290649	0.044175845	0.0011784	0.00077984406	5.9860384e-05	3.0634226e-05	1.8237816e-07	9.6288645e-08
è	0.041139252	0.04138764	0.041840374	0.050559394	0.07727536	0.23540476	0.38651404	0.09485935	0.027150754	0.0037791978	8.038806e-05	9.488704e-06
n	0.01805238	0.018132385	0.018939126	0.031410843	0.06594627	0.21774593	0.1836452	0.2688348	0.1762123	0.0010512958	2.424983e-06	2.7082364e-05
a	0.08903171	0.08853751	0.08754353	0.054859806	0.06811441	0.24454159	0.19982946	0.08558151	0.07498023	0.006901921	4.739531e-05	3.0915366e-05
p	0.036393035	0.036602817	0.036263425	0.035871368	0.04071282	0.06168241	0.08956201	0.1857322	0.31473246	0.16144624	0.00014556834	0.00085561303
u	0.067626216	0.07872898	0.06389877	0.059104007	0.13064784	0.20549338	0.058921482	0.17741038	0.13970645	0.017292324	0.0003705073	0.0007997125
l	0.025036294	0.025415001	0.025057506	0.026119258	0.032771636	0.07198619	0.13249159	0.23859812	0.26150393	0.15715268	0.0030313164	0.0008364794
i	0.045246486	0.058800768	0.038796324	0.028646536	0.069943875	0.15201645	0.061984148	0.302022	0.1918164	0.009638958	0.0068670427	0.03422097
z	0.026330162	0.026556076	0.02640359	0.027748097	0.03349537	0.06921659	0.12571792	0.22991273	0.26122147	0.1680492	0.0040016426	0.0013471898
z	0.020019706	0.022094931	0.01937944	0.01827025	0.03382844	0.09995227	0.10855296	0.27080318	0.30318248	0.022654576	0.02573839	0.055523355
è	0.0038329405	0.09497189	0.0026861776	5.1857158e-05	0.0033250991	0.061718527	0.111397065	0.10311399	0.556997	0.060124017	0.00053714094	0.0012442651
s	0.018051358	0.018065631	0.018185526	0.019910907	0.024315158	0.055939086	0.10412055	0.20984845	0.3230971	0.19658047	0.008750283	0.0031353957
s	0.015352273	0.018048812	0.0145387435	0.010770205	0.02046194	0.053854622	0.10127089	0.2087258	0.29662162	0.121599786	0.116857536	0.021897795
i	0.017920664	0.4930583	0.011062481	0.0037312864	0.008647185	0.0531967	0.04705795	0.093997486	0.1609941	0.10867042	0.00012382485	0.0015396482
o	0.041418586	0.041630786	0.04145273	0.04140134	0.043615382	0.05282351	0.06732714	0.10846821	0.20097537	0.33130637	0.009659193	0.019921465
s	0.02457043	0.024530193	0.024597207	0.024947649	0.025883399	0.031721957	0.040536683	0.07065381	0.15368809	0.2979679	0.25933644	0.021566285
p	0.034009095	0.053611364	0.028695833	0.013200485	0.033853512	0.052687827	0.069862895	0.2029208	0.38270426	0.046843432	0.0676331	0.013977445
ì	0.023646398	0.52122426	0.010880232	0.0131004825	0.05149326	0.019616043	0.014495669	0.041365206	0.08949086	0.14701669	0.045641672	0.022029249
t	0.02179641	0.021806488	0.021821406	0.022151481	0.023033297	0.028588481	0.037344318	0.06590867	0.14417079	0.3001904	0.13155213	0.18163623
i	0.01222115	0.01910456	0.010464268	0.0046773334	0.0116989305	0.017859902	0.03425175	0.06976076	0.16767456	0.24215183	0.31627017	0.093864776
k	0.045253314	0.045474127	0.045193627	0.044793032	0.04603446	0.049630266	0.055154245	0.071317405	0.11872085	0.27623186	0.035351474	0.16684535
a	0.024423948	0.03098818	0.022254722	0.013184339	0.023601234	0.028287653	0.038163777	0.062073756	0.12809934	0.16707252	0.3289034	0.13294719
m	0.04418837	0.044583764	0.044100534	0.043071978	0.044647556	0.04653157	0.049448393	0.05742779	0.08071955	0.16780432	0.045252696	0.33222347
è	0.019730315	0.037872106	0.015879128	0.005918334	0.016949654	0.020019475	0.03179496	0.04343801	0.08354938	0.1207259	0.472439	0.13168374
r	0.020643601	0.02065173	0.020649493	0.020738726	0.021027455	0.022698868	0.025217922	0.033103496	0.057063125	0.14097981	0.2464905	0.37073532
i	0.013572263	0.015077919	0.0130322175	0.010020836	0.013643214	0.016330356	0.021487506	0.034477435	0.07467539	0.17327742	0.32635897	0.2880464
</S>	0.030170295	0.030258307	0.030154508	0.029944923	0.030360699	0.031133281	0.032293852	0.035635915	0.045303278	0.08251043	0.17791411	0.44432044
