 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
o	0.06785394	0.014028702	0.0021090182	0.06449435	0.12842253	0.6894824	0.009885231	0.009872701	0.008461748	0.0052638613	0.00012550365
n	0.06564366	0.065591894	0.066262364	0.06860413	0.08631554	0.20714775	0.1899352	0.15295877	0.09142161	0.000987426	0.005131717
c	0.028891873	0.028097427	0.02917278	0.032246217	0.050432816	0.1550118	0.19949578	0.45286378	0.019102627	0.003771082	0.0009138647
i	0.04639627	0.017427543	0.003237006	0.044597484	0.09315104	0.35939392	0.08358456	0.3109645	0.032495905	0.002667837	0.006083953
ù	0.02654359	0.026552096	0.027855158	0.02863616	0.041332163	0.12861477	0.17272344	0.44432133	0.038244445	0.0024978884	0.06267896
r	0.015915735	0.015971301	0.020073315	0.020884573	0.053853087	0.20813246	0.24902138	0.33379766	0.07136095	0.0065968307	0.004392667
i	0.020810053	0.019267216	0.013007839	0.020913124	0.029915877	0.09665395	0.11185244	0.32458308	0.10314538	0.22950175	0.030349305
c	0.03806212	0.03809367	0.037995275	0.038543947	0.041083	0.058639564	0.06483137	0.18914935	0.3406534	0.03548235	0.11746593
e	0.036101148	0.035947397	0.035215825	0.036703635	0.03996905	0.06306953	0.070948325	0.24733189	0.19785866	0.047711667	0.18914293
à	0.042827968	0.041430872	0.033471465	0.041971862	0.045291778	0.06388509	0.07150611	0.23021007	0.08185367	0.04543561	0.30211547
t	0.02494276	0.024950605	0.025522616	0.025636038	0.029598396	0.05917051	0.07150309	0.26511386	0.43227422	0.008378293	0.032909583
t	0.023340432	0.021603275	0.0135508925	0.022075161	0.025003327	0.04229529	0.0458502	0.17020345	0.2458704	0.29943192	0.09077559
i	0.056927454	0.04095541	0.0033239007	0.06363424	0.0724989	0.37346858	0.009065735	0.05935383	0.22122996	0.09211098	0.007430963
m	0.025884708	0.026805753	0.025723597	0.02692426	0.027293226	0.029454472	0.030043015	0.044544358	0.10699161	0.16915746	0.4871776
à	0.061669588	0.028887374	0.0035428791	0.03010341	0.04129467	0.07022026	0.028418737	0.08997729	0.16844428	0.22349249	0.25394905
n	0.023159172	0.02315567	0.023170732	0.023220137	0.023582168	0.025995087	0.02688044	0.04558306	0.11808491	0.1414098	0.52575886
a	0.037277382	0.037070908	0.03587388	0.03794128	0.038612813	0.04285045	0.041905373	0.07617352	0.19990258	0.33212653	0.12026531
</S>	0.03024592	0.0305772	0.030225024	0.030621653	0.030766416	0.031631313	0.031917952	0.037939433	0.05881763	0.12550867	0.56174886
