 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
d	9.9085e-05	1.577051e-05	0.00017343527	0.0043455064	0.13447851	0.12497008	0.43464538	0.25421667	0.038506694	0.008228478	0.00032035596
i	0.0027771096	0.0016581614	0.0025082817	0.010394553	0.078245245	0.3134552	0.32675606	0.22285946	0.02848741	0.011690254	0.0011683012
m	9.74579e-05	6.913879e-05	0.00034357305	0.0007259963	0.014733568	0.25373766	0.38002285	0.24205759	0.08145279	0.025652504	0.0011069403
è	0.015623305	0.0071021966	0.005142934	0.039641783	0.14697422	0.2790347	0.2903287	0.20060134	0.0131138535	0.001978707	0.00045829333
n	0.00013011106	7.217612e-05	0.00032945123	0.0022158066	0.047633428	0.23976588	0.43414825	0.21531285	0.034467272	0.012388115	0.013536638
i	0.0044157775	0.0023155485	0.0022466846	0.014285162	0.05891309	0.17313956	0.30550924	0.37012103	0.054056183	0.0099979425	0.004999751
à	0.0002827388	0.0002149536	0.00017952999	0.00045279515	0.0021776252	0.08292774	0.107816465	0.22373334	0.44121796	0.13203186	0.008965049
t	6.801946e-05	1.101517e-05	0.0004340655	0.0008760127	0.008644262	0.020208314	0.21751283	0.23267327	0.38658503	0.13258265	0.00040453626
t	0.01045515	0.0018022342	0.0015892258	0.059618946	0.041504037	0.027034663	0.09828185	0.3955368	0.31351537	0.030436033	0.020225745
o	0.00029048685	0.00018170965	0.00014573633	0.0015789513	0.006323218	0.057782494	0.12685484	0.43248457	0.22303756	0.032081675	0.11923875
n	0.00010298495	7.649084e-05	3.175309e-05	9.613747e-05	0.00036369235	0.03709207	0.028175721	0.10232607	0.42734736	0.3821854	0.022202352
c	2.6573558e-05	2.463931e-06	1.9145125e-05	0.00026968657	0.0008710397	0.0020979089	0.02423891	0.11277848	0.51957405	0.3341173	0.006004456
i	0.004221071	0.0022428138	0.0020019563	0.0061813914	0.009444961	0.029717425	0.0636829	0.15833482	0.25344217	0.34958753	0.12114298
ù	2.213594e-05	1.6954904e-05	3.095916e-05	3.4012075e-05	0.00019320656	0.005652247	0.01203088	0.032663412	0.15133315	0.7111891	0.086834
r	7.5677362e-06	1.1993096e-06	8.94116e-05	5.2308736e-05	0.00072084897	0.0013530718	0.019024689	0.02792404	0.21114035	0.7269224	0.012764049
i	0.0037556572	0.0013812121	0.0014233906	0.009726938	0.012595326	0.013306043	0.0410718	0.1305643	0.21763673	0.2411686	0.32737002
c	2.2863185e-05	1.693604e-05	2.1764876e-05	2.5062855e-05	6.752144e-05	0.0011204421	0.0021715253	0.0073193177	0.061204847	0.745729	0.18230075
e	0.0075444616	0.0022736003	0.0028406375	0.009721662	0.0117989825	0.015644932	0.03717278	0.076496474	0.12798361	0.60145164	0.10707127
à	0.00010832049	6.874535e-05	9.8905926e-05	9.05674e-05	0.00016431858	0.0015111277	0.0029229762	0.007528059	0.050784245	0.57467663	0.36204606
t	0.00011915787	4.952311e-05	0.0012430337	0.00021752589	0.0010839555	0.0017148755	0.008424888	0.008857988	0.058460433	0.8967606	0.023068026
t	0.006509829	0.0014856214	0.0011103513	0.02055695	0.011040344	0.0062550995	0.014779302	0.064985074	0.090066455	0.14192505	0.64128596
i	8.833947e-05	5.8369395e-05	6.7747074e-05	0.00013800424	0.00022724253	0.0008967843	0.0018241272	0.0062345597	0.01454645	0.07603438	0.899884
m	0.00043981138	0.00035872127	0.00014367685	0.00017003101	0.00016472899	0.0026313984	0.0015734622	0.0049156933	0.041559037	0.5746743	0.3733691
à	0.0026468455	0.0010790596	0.0011511439	0.0029124261	0.0024455346	0.004250016	0.006429143	0.015747435	0.03896127	0.51468426	0.40969288
n	4.076959e-06	1.9500017e-06	5.0784274e-06	6.844324e-06	1.9441628e-05	0.00012072739	0.0005092114	0.001495042	0.008691891	0.20638525	0.78276056
a	0.0018321001	0.0009841706	0.0006860881	0.0021313056	0.001538682	0.0022585196	0.0027125985	0.007285422	0.0130887665	0.06539344	0.90208894
</S>	0.00039790155	0.00032195775	0.00016933506	0.00017450418	0.00016079927	0.0015121469	0.0010596389	0.002670161	0.019069232	0.26413327	0.7103311
