 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
k	0.0018444199	0.004039143	0.63411105	0.2694952	0.08952771	0.00089000503	8.7810266e-05	4.5990423e-06	6.292221e-08	2.4862008e-08	1.0056613e-10	1.791793e-11
a	0.0006251944	0.017528748	0.037762947	0.86654127	0.07643454	0.000585391	0.00042944236	7.017029e-05	7.778681e-06	6.2069056e-08	8.024646e-08	1.4407164e-05
p	0.0017031715	0.0028414414	0.37982225	0.3263408	0.2801797	0.008278243	0.0008101328	2.2521972e-05	1.129744e-06	5.326983e-07	1.5127812e-08	5.8275873e-09
à	0.0035919938	0.06569712	0.015820758	0.7774443	0.1293453	0.00068628485	0.003533386	0.0007850374	9.827919e-05	2.8196812e-06	1.6158554e-05	0.002978501
c	0.0010441317	0.004722134	0.077270746	0.56594974	0.34203938	0.007777965	0.00116749	2.5587122e-05	2.5710415e-06	2.51759e-07	3.099563e-09	1.0955337e-08
e	0.0048510134	0.042727612	0.038983095	0.6352162	0.25838673	0.0068660784	0.010506285	0.0015411644	0.00028371732	3.0193055e-06	6.048037e-06	0.00062905654
n	0.0004163718	0.00017599095	0.012428663	0.03188005	0.7394422	0.18683018	0.028619928	0.00019201814	1.2449915e-05	1.911993e-06	4.1765787e-08	1.08975485e-07
a	0.0010262453	0.004703127	0.0088358475	0.23228332	0.6154684	0.030563202	0.09991993	0.0065703853	0.00056098565	1.8405926e-05	1.8427749e-06	4.8379705e-05
p	0.0005744103	0.00021072812	0.0033898533	0.009072912	0.4349152	0.32994613	0.21475394	0.0068789395	0.00022751748	3.0263278e-05	6.555425e-08	2.0597648e-09
u	0.0022740262	0.017193168	0.012969095	0.19422042	0.35284314	0.05961057	0.3278957	0.024743857	0.0062762434	8.3414365e-05	5.5971053e-05	0.0018343417
l	9.5430834e-05	0.00010701729	0.0013368644	0.00837747	0.31503907	0.33129016	0.33333886	0.009299628	0.00088513235	0.00021971458	9.744086e-06	8.8088973e-07
i	0.0036397385	0.030163847	0.01264706	0.24200605	0.3091352	0.0140100755	0.30762428	0.035883486	0.0060493066	0.000595397	0.0033280978	0.034917362
z	0.00011570837	6.647159e-05	0.0009583239	0.0033384894	0.1873753	0.35192367	0.43945518	0.014712929	0.0014271871	0.0005511464	3.6669e-05	3.8859525e-05
z	0.00043631473	0.004482142	0.0032231715	0.068349496	0.17490803	0.025051203	0.6156373	0.06702198	0.016529242	0.0016603535	0.0046528475	0.018047882
è	0.0006436582	0.0011044629	0.004705758	0.01955019	0.18419723	0.30978048	0.42895925	0.027375571	0.019279039	0.0019292106	0.0021212818	0.00035386975
s	0.00024255061	0.00043039722	0.0029002624	0.01887812	0.29769152	0.42394307	0.24607164	0.006360295	0.0030996937	0.00018377989	8.301534e-05	0.000115658484
s	0.005339538	0.02206893	0.022464158	0.1286125	0.21421915	0.13981262	0.387419	0.04526393	0.032417417	0.00034622833	0.00011291228	0.0019235723
i	0.00022832215	0.00037874174	0.0019204471	0.013510098	0.1968709	0.37073365	0.38703308	0.018298684	0.008997779	0.0007025005	0.00011979511	0.0012060464
è	0.0005114735	0.000115121984	0.0009871027	0.0008876705	0.04361457	0.24237448	0.4627347	0.19895396	0.035666697	0.013682227	0.00012196782	0.00035000718
n	0.00016682301	0.00017368452	0.00033094635	0.0021971175	0.043499116	0.105972074	0.47338587	0.29931512	0.06825301	0.0065754023	0.00011916193	1.1559659e-05
a	0.005938619	0.005887585	0.0066510392	0.01351218	0.03739025	0.074882105	0.16747548	0.36566645	0.31338504	0.008501989	0.0004073389	0.00030194767
p	4.141769e-05	1.47323435e-05	8.051818e-05	0.00012752779	0.0060844426	0.05279122	0.24408825	0.4654701	0.114754274	0.11375144	0.0022250586	0.00057108165
u	0.0004697645	0.00082785496	0.0012353174	0.0033092338	0.0152373845	0.046349723	0.28024927	0.29438555	0.32253098	0.027469097	0.0068185194	0.0011172579
l	4.8889728e-05	3.3465185e-05	0.00013189933	0.0002676209	0.007759599	0.0657729	0.34456635	0.3438417	0.12374424	0.09801622	0.009201256	0.0066158446
i	0.0015505721	0.004019323	0.004185577	0.015263451	0.046484727	0.04171503	0.57261723	0.19756255	0.091361776	0.01217321	0.0094776945	0.0035889505
z	9.27632e-05	5.550026e-05	0.00019634505	0.00026928497	0.005444127	0.04271682	0.2330749	0.32856864	0.1445589	0.17694314	0.030628856	0.037450705
z	0.00041884143	0.0014827794	0.0017473777	0.006065701	0.017503347	0.023726482	0.42407173	0.19966505	0.18445778	0.047765046	0.08336695	0.009728896
è	0.0008571885	0.0010879274	0.00241299	0.0030117994	0.013865414	0.06697207	0.23459913	0.18120621	0.23333442	0.08213668	0.15615709	0.024358997
s	0.00016896384	0.00020866957	0.00050236454	0.0009668523	0.008835599	0.060249098	0.20179516	0.18453915	0.2512921	0.07384457	0.08708169	0.1305158
s	0.0048028403	0.0106205	0.013506009	0.02480632	0.036823735	0.070117384	0.20318726	0.16055204	0.40340662	0.03139284	0.03146545	0.009319055
i	0.00024517748	0.0002953997	0.00060874264	0.0013015914	0.010273748	0.0687363	0.26465863	0.18682607	0.20107712	0.042918753	0.019326549	0.20373194
o	0.00034198104	9.268761e-05	0.00034439858	0.00017872344	0.0020923913	0.00965898	0.0360557	0.15471789	0.08300552	0.40373266	0.047498595	0.26228046
s	1.6608652e-05	8.269194e-06	1.5603517e-05	2.062951e-05	0.00021726596	0.0013022663	0.00966937	0.14329429	0.13527113	0.5548306	0.14853325	0.0068206484
p	0.0004174887	0.0007071061	0.00058338145	0.0016506087	0.0030809285	0.005816158	0.036553383	0.23734094	0.5616969	0.113253236	0.027419979	0.011479893
ì	0.00046932534	0.00045776358	0.00071556336	0.0009634396	0.0034721205	0.016428458	0.051558416	0.20712334	0.33799034	0.19768491	0.036124818	0.14701152
t	8.534124e-06	1.03673e-05	2.207436e-05	6.728022e-05	0.00095684273	0.009699864	0.06606644	0.19287542	0.2527481	0.17719808	0.08694657	0.2134005
i	0.00896481	0.0088683795	0.011267141	0.012929703	0.020588905	0.051960815	0.062907144	0.2136977	0.47690293	0.07969956	0.0240409	0.028172003
k	6.7847766e-05	1.7121718e-05	6.345881e-05	3.4166336e-05	0.00045103245	0.0023880342	0.012366702	0.087997936	0.044455543	0.42155936	0.078239925	0.35235885
a	9.2650116e-05	0.00013658564	0.0001812604	0.0002712289	0.00062432495	0.0017962886	0.008121417	0.0405988	0.14550494	0.17053707	0.5939467	0.038188733
m	2.1598464e-05	1.3819445e-05	3.2142816e-05	3.2343825e-05	0.00025599313	0.0014846453	0.008616659	0.051857453	0.052893996	0.27980503	0.24227701	0.36270937
è	0.00030982087	0.0007461233	0.0017182151	0.0013520577	0.0021121893	0.0065393336	0.016595889	0.039715413	0.15796588	0.1466067	0.6196016	0.0067367842
r	3.805753e-05	4.461924e-05	9.543513e-05	8.287966e-05	0.00028408872	0.001286881	0.0040152897	0.013660195	0.032388445	0.076097414	0.6309683	0.24103844
i	0.00059639936	0.0009910887	0.0025165975	0.0012395647	0.0015297876	0.0043062465	0.003512937	0.007697843	0.0364542	0.04258112	0.8030358	0.0955384
</S>	0.0007379029	0.00020799985	0.00063246477	0.00018775616	0.00066566514	0.0010279692	0.0015006677	0.004019008	0.0023128467	0.029227413	0.14119148	0.81828886
