 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
o	0.014402843	0.021956472	0.0072124214	0.051981743	0.042116236	0.008122754	0.816599	0.00215222	0.035456266
n	0.0008055587	0.00034375273	0.00088078144	0.0031218256	0.0018527965	0.009159569	0.4919832	0.33480996	0.15704246
t	0.000305685	0.0004007534	0.0001700104	0.0034864927	0.055653166	0.055607036	0.8657154	0.0008528014	0.017808698
a	0.002531186	0.0028742077	0.0022804313	0.0111497855	0.05238004	0.05365207	0.816476	0.020506745	0.038149487
s	0.00023080187	0.00012485524	0.00024864858	0.0010229155	0.00145609	0.012408503	0.48968217	0.40031403	0.09451199
t	0.00025604528	0.00041015053	8.847427e-05	0.0030660643	0.009996545	0.011580149	0.67144454	0.00042762025	0.30273044
i	6.719163e-05	8.642753e-05	0.00010749814	0.0016865648	0.013163442	0.0042896923	0.53196263	0.09846634	0.35017017
n	5.5696222e-05	3.1753458e-05	6.7962275e-05	0.00035897223	0.0007490977	0.0040530614	0.31772026	0.48174414	0.19521901
a	7.354763e-06	1.1685697e-05	3.3624744e-06	0.0002133411	0.027416227	0.049611885	0.7053853	0.004655785	0.21269503
g	1.1729565e-05	9.600867e-06	7.688205e-06	9.585639e-05	0.0050919605	0.11216393	0.33915746	0.23398218	0.30947956
l	0.001077427	0.0020345119	0.00078903144	0.0040389877	0.022399502	0.02501103	0.85986984	0.05747274	0.027306903
i	3.5796325e-05	6.887694e-05	3.3625005e-05	0.00013064391	0.00088400074	0.0059439996	0.11038866	0.85520333	0.027311074
s	9.302641e-06	9.434711e-06	9.0145195e-06	3.0850642e-05	0.00013837365	0.0057908297	0.033369154	0.8830749	0.07756811
ì	0.002005566	0.004082275	0.0014747548	0.007687266	0.30956468	0.5491039	0.11955225	0.0012736056	0.0052556456
a	1.5541023e-05	1.6405893e-05	1.2584425e-05	4.671607e-05	0.0013885794	0.077227555	0.061412502	0.2421342	0.6177459
</S>	0.0002460959	0.00018514217	0.00013829187	0.00040154753	0.0027825928	0.01185635	0.08393352	0.28622496	0.6142315
