 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a18	0.10967754	0.2521466	0.18462047	0.1350331	0.110601224	0.04577284	0.040785115	0.0408326	0.04039616	0.04013435
a31	0.0768742	0.12924467	0.18879093	0.22719474	0.19542946	0.05040514	0.035317022	0.03415569	0.0314768	0.03111127
a11	0.13957159	0.18467358	0.110344104	0.087827794	0.07637659	0.07249391	0.0818144	0.08361268	0.083386526	0.0798989
a10	0.032050863	0.029699586	0.11294844	0.32101476	0.30942428	0.06440201	0.03262061	0.033643067	0.032628946	0.031567443
a1	0.18159688	0.14053236	0.13342415	0.1819356	0.15921003	0.050439753	0.039908055	0.0392129	0.037384752	0.036355484
a41	0.19194357	0.13181186	0.12939732	0.19099624	0.16914521	0.04893695	0.03670175	0.035507683	0.033069286	0.032490093
a31	0.14257966	0.17393719	0.1605165	0.15883537	0.13615638	0.05327528	0.045178454	0.044368047	0.04277451	0.04237854
a8	0.103258416	0.120498635	0.11278529	0.09957785	0.0926809	0.089183755	0.09480243	0.09589213	0.09606952	0.095251024
a31	0.039564975	0.10028682	0.21965194	0.26358634	0.24158213	0.052333266	0.024317183	0.02228765	0.018247742	0.018142035
a37	0.08371535	0.12974821	0.13420585	0.11437229	0.1037189	0.08173243	0.08533914	0.08757996	0.090075254	0.08951264
a8	0.051585406	0.12147783	0.22798434	0.24849728	0.21581748	0.04612889	0.02456194	0.02334811	0.020412533	0.020186113
a39	0.15015203	0.11772268	0.1417306	0.23487225	0.21864708	0.04950601	0.025586128	0.023391228	0.01934738	0.019044666
a31	0.06330549	0.15280248	0.22776103	0.18274534	0.15437353	0.052628946	0.04336064	0.042500403	0.040463306	0.040058844
a39	0.05464557	0.0906405	0.11721992	0.103877835	0.09645797	0.09839178	0.108539596	0.110228874	0.11033047	0.10966749
a35	0.049686972	0.051135883	0.1773399	0.24441722	0.2296788	0.06417927	0.04793923	0.047240853	0.044729214	0.043652747
a31	0.10053314	0.18196909	0.19663583	0.17357817	0.14615716	0.048921984	0.039733708	0.03883675	0.036970746	0.03666345
a41	0.0913965	0.122756116	0.10808072	0.09248867	0.08448136	0.090682305	0.10172686	0.10322305	0.10295367	0.10221075
a13	0.05296247	0.09964045	0.22336726	0.22505733	0.19401117	0.05334997	0.039475046	0.038890038	0.03688684	0.036359463
a35	0.16639066	0.24372368	0.16670991	0.13832684	0.1138562	0.040674727	0.033858065	0.03318806	0.031717774	0.03155407
a31	0.20808579	0.14595217	0.11646646	0.14748345	0.13084117	0.05711515	0.04987757	0.04918612	0.047634102	0.04735798
a20	0.11520367	0.11763394	0.104178146	0.092789896	0.08674925	0.090514824	0.097860895	0.098772824	0.09844012	0.097856425
</S>	0.06652211	0.11757631	0.21391429	0.20730911	0.17732123	0.05415041	0.042178016	0.041663896	0.039919484	0.039445076
