 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
a31	0.0061275875	0.0014013639	0.051239062	0.1851207	0.19413032	0.2013341	0.021804469	0.18389918	0.15494314
a17	0.115779564	0.07512253	0.028338064	0.043595165	0.0379224	0.03623975	0.01787815	0.28045723	0.36466715
a31	0.103042796	0.02915956	0.11361677	0.14512362	0.14741996	0.10230918	0.043064967	0.17224558	0.1440176
a37	0.17062813	0.117621236	0.028884148	0.056323454	0.08680923	0.058865804	0.019050118	0.27530882	0.18650903
a31	0.12822622	0.04336412	0.066193685	0.1516229	0.22049353	0.09024887	0.014365989	0.14942634	0.13605838
a30	0.2587243	0.20176236	0.038260885	0.0734376	0.113102034	0.05333867	0.0141306715	0.173806	0.07343747
a21	0.08662575	0.017413108	0.050830718	0.1637072	0.34023005	0.12358281	0.01811333	0.11036745	0.08912957
a10	0.049347766	0.00846561	0.03690609	0.22804382	0.46314386	0.09069503	0.029297369	0.06387196	0.03022852
a39	0.21896853	0.08494823	0.0970315	0.21033391	0.29300165	0.033795096	0.006965212	0.031721044	0.023234894
a38	0.115098946	0.01859274	0.07929495	0.2245333	0.37615237	0.06638293	0.028167017	0.0512161	0.040561587
a41	0.22530451	0.14338417	0.10252581	0.16941445	0.25482085	0.036595073	0.011036184	0.029626947	0.027291955
a18	0.23979573	0.18350041	0.10322342	0.16611591	0.22335523	0.02767099	0.00707697	0.024749627	0.024511727
a31	0.23852757	0.18503098	0.10512427	0.16870382	0.22284585	0.02686116	0.006741463	0.023019606	0.023145257
a21	0.2685191	0.34819877	0.052843094	0.06430412	0.07592964	0.03903896	0.010836635	0.07042464	0.06990498
a20	0.12939785	0.047828875	0.09347933	0.12507008	0.24807912	0.11503659	0.06385993	0.08974982	0.08749837
a31	0.24033266	0.19793487	0.097204536	0.1376035	0.20992155	0.036440022	0.0130987195	0.03378325	0.033680756
a28	0.24300592	0.35609934	0.053116843	0.061062176	0.07599137	0.049326353	0.016873023	0.0737114	0.07081351
a31	0.17296688	0.09953798	0.093039215	0.124571964	0.25394943	0.08341619	0.044890705	0.06434493	0.06328274
a17	0.26626018	0.38989183	0.06417409	0.055620525	0.06476457	0.042209715	0.020355185	0.051781867	0.04494204
a20	0.09194196	0.013896762	0.08087567	0.2016803	0.38663188	0.08369351	0.04751281	0.049192995	0.04457409
a31	0.29180628	0.27979144	0.13647656	0.09836283	0.097604625	0.026647002	0.020656584	0.02452712	0.024127526
a37	0.26386982	0.42418113	0.08326679	0.05362947	0.051573582	0.032774724	0.021171166	0.0358885	0.03364481
</S>	0.22988424	0.17232153	0.11831778	0.15949604	0.22212191	0.03470786	0.01985997	0.021857804	0.02143287
