 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a35	0.00014075413	9.4707475e-06	0.0038754668	1.50150045e-05	0.003533266	0.032876253	0.12713791	0.010960825	0.013957237	0.025933597	0.07646013	0.613045	0.09205507
a24	0.0014065437	8.873291e-05	0.05602897	1.7627393e-05	0.008557158	0.12950622	0.15368101	0.016533472	0.010366037	0.028689647	0.10437803	0.37960896	0.111137606
a18	0.01750982	0.010738628	0.018022412	0.0021643927	0.029091015	0.09730178	0.06675952	0.026979867	0.025970992	0.1440646	0.38409975	0.09242425	0.084872976
a17	0.00325588	0.0005948201	0.021049116	0.0051798797	0.022548446	0.022954658	0.028161671	0.023941793	0.022545565	0.107793406	0.39908963	0.23375733	0.10912773
a43	0.009771072	0.0012241413	0.037549626	0.012007718	0.029027117	0.038552724	0.070232265	0.042830866	0.02652251	0.07812219	0.28051865	0.24829641	0.12534471
a31	0.012229014	0.0003656062	0.16978118	0.012120779	0.01268501	0.07189138	0.085557826	0.04524768	0.043384653	0.1005086	0.2829596	0.13086958	0.032399103
a20	0.05915812	0.050584797	0.0038474794	0.21946605	0.3035742	0.05694001	0.021154117	0.007993684	0.023187077	0.05972283	0.09238258	0.04857312	0.053415965
a24	0.007740416	0.004089062	0.039418917	0.011373238	0.05026643	0.047402687	0.09917289	0.13837929	0.036454313	0.12882116	0.2669723	0.10411146	0.065797806
a49	0.05527128	0.040039696	0.010890662	0.113885105	0.27337545	0.20648652	0.10822334	0.021733942	0.028011028	0.040998828	0.05313988	0.024604449	0.02333972
a39	0.037801985	0.015863638	0.01980141	0.1723698	0.18594335	0.16417864	0.12639932	0.03385382	0.034833252	0.059993345	0.08832633	0.029760893	0.030874211
a19	0.019185005	0.011356771	0.028251465	0.16531579	0.25237763	0.047987565	0.09366826	0.057871025	0.022816503	0.060488198	0.115450196	0.06792536	0.057306223
a18	0.014806283	0.0027533853	0.16576408	0.03591689	0.036242183	0.0912377	0.122084185	0.09414737	0.028114222	0.09109668	0.22362995	0.05187682	0.04233021
a31	0.042394992	0.03270718	0.0077777845	0.10299848	0.27330232	0.23159501	0.115006596	0.021409795	0.029846758	0.041715752	0.05142432	0.024033282	0.025787733
a17	0.0971711	0.08697943	0.0044941446	0.1465292	0.21400866	0.063972615	0.035818845	0.018001437	0.05252436	0.06966142	0.07678661	0.062460896	0.07159128
a20	0.03229878	0.028407019	0.017968783	0.055037517	0.18422052	0.24258925	0.18882783	0.054780405	0.033875633	0.046640653	0.05325361	0.03320781	0.028892254
a31	0.09491864	0.08492871	0.017536528	0.15289223	0.28120595	0.15293308	0.08517708	0.021428987	0.020463642	0.024802035	0.029048827	0.017220711	0.017443655
a37	0.1617337	0.13334185	0.009321442	0.16280863	0.16340189	0.052426692	0.033913452	0.01983867	0.045040768	0.054507334	0.05862972	0.05036712	0.054668818
a31	0.055542853	0.06285192	0.015495286	0.079845436	0.23430578	0.22368917	0.144345	0.03637465	0.02833547	0.03434542	0.039833024	0.022945143	0.022090808
a20	0.20404896	0.1840885	0.0136055015	0.15138692	0.15443902	0.047122717	0.033574916	0.021764932	0.03528783	0.039392106	0.041170366	0.037456743	0.03666143
a31	0.06355786	0.0648024	0.047488194	0.10481878	0.1773101	0.16557534	0.16191173	0.059719842	0.027027112	0.035639673	0.045764517	0.02407085	0.022313632
a24	0.24777834	0.2647698	0.020544317	0.13466004	0.13055308	0.036841117	0.028362922	0.020686777	0.023211349	0.02420763	0.02467421	0.0233785	0.02033198
a20	0.09548351	0.08613392	0.06943917	0.14339925	0.1733411	0.14010894	0.13171837	0.047614783	0.020501764	0.026282191	0.033840075	0.016463328	0.015673531
a24	0.1910597	0.16913073	0.03056503	0.20316875	0.2058206	0.06206694	0.040441684	0.01943395	0.0154323345	0.016448673	0.017553125	0.0145868445	0.014291646
a8	0.18501903	0.18730034	0.024693	0.1645788	0.20453	0.0509062	0.03645145	0.025937289	0.02052008	0.024612077	0.026579231	0.024591852	0.024280606
a31	0.12121932	0.066914305	0.09734433	0.16447054	0.13874741	0.16449878	0.1214716	0.037800707	0.017205678	0.02125108	0.027009383	0.011091904	0.010974981
a29	0.14676756	0.31745026	0.018084034	0.07163133	0.112194754	0.051506598	0.044947397	0.038195938	0.039834935	0.040189195	0.039978188	0.039814122	0.039405704
a31	0.10828363	0.1798889	0.02347674	0.11496563	0.24936308	0.1316394	0.0806401	0.026034905	0.017345069	0.018990988	0.021047626	0.014338322	0.013985647
a28	0.21961652	0.32673308	0.023812868	0.10013189	0.09822477	0.036737602	0.031301007	0.026182817	0.027308932	0.02773613	0.027978735	0.027226185	0.027009519
a24	0.10871291	0.11346759	0.052964155	0.15217708	0.20882586	0.13986304	0.106443204	0.033610184	0.01643196	0.019651629	0.024054728	0.012034449	0.011763118
a46	0.1816918	0.30527928	0.016958544	0.107490845	0.14946558	0.04622665	0.036061622	0.02698095	0.026110811	0.02635629	0.026483528	0.02558684	0.025307273
a31	0.13549984	0.1328826	0.031366978	0.1647652	0.2277577	0.112166315	0.0697737	0.026946833	0.019715214	0.021236712	0.023046914	0.017536812	0.017305218
a33	0.11483535	0.2827905	0.01982451	0.058670845	0.10098103	0.060782697	0.05527797	0.04865134	0.051870245	0.052024517	0.05141694	0.051749293	0.05112474
a17	0.04231204	0.024307031	0.06524768	0.09653306	0.10946559	0.2498896	0.19100554	0.059734106	0.03201736	0.037296966	0.04420187	0.024267793	0.023721281
</S>	0.091824576	0.18299642	0.008865038	0.07645862	0.2592177	0.10896995	0.06934192	0.03471309	0.034820314	0.03501018	0.03401241	0.03280113	0.030968651
