 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a39	0.020099452	0.023420691	0.14002009	0.026721671	0.14179334	0.022729054	0.02002915	0.027857462	0.009575802	0.031223048	0.02111231	0.27210394	0.24331392
a20	0.054826956	0.12228188	0.04444928	0.004135003	0.13708065	0.10410283	0.047466334	0.033272184	0.018290829	0.09307613	0.051397897	0.15514974	0.13447031
a24	0.026713092	0.10399827	0.031138696	0.0030101824	0.10010978	0.10301453	0.10029134	0.0843448	0.054322958	0.10568438	0.055783927	0.122672275	0.108915694
a18	0.020147284	0.11869245	0.035770867	0.0034755575	0.08446209	0.08544646	0.09469739	0.08973109	0.06400926	0.11016143	0.06487727	0.12412602	0.10440284
a23	0.02352056	0.12129565	0.050787985	0.004454766	0.0728411	0.06077077	0.07480352	0.08461618	0.060380254	0.12345301	0.06467843	0.1421841	0.11621363
a24	0.009327413	0.027749589	0.11469615	0.016059402	0.06847579	0.015034334	0.009308237	0.017786585	0.012894055	0.08522259	0.05814037	0.3142925	0.25101304
a31	0.02442291	0.084909566	0.012075583	0.0022409146	0.0850668	0.09578576	0.101792604	0.09636887	0.0955542	0.10304045	0.09384982	0.10718681	0.09770571
a20	0.01359771	0.04735849	0.005005935	0.0034087156	0.0964057	0.10665176	0.09503969	0.07842394	0.08910629	0.1163243	0.12348057	0.12476729	0.1004296
a3	0.037579868	0.082784474	0.03352101	0.003462401	0.08831712	0.08315003	0.09611633	0.10174219	0.067385636	0.11029233	0.061766285	0.12167218	0.1122101
a31	0.046472177	0.121885195	0.079785906	0.0056627817	0.062752366	0.048114277	0.05930791	0.07371955	0.080903344	0.11119406	0.08804148	0.116996504	0.10516443
a13	0.022525212	0.10424058	0.0064060097	0.0033951595	0.08866041	0.09621225	0.093933135	0.08502272	0.09179044	0.10340373	0.10685372	0.10706181	0.09049482
a31	0.050265685	0.097533226	0.0625779	0.0046336674	0.08414291	0.07624025	0.08813494	0.095491454	0.065241225	0.101769045	0.05867873	0.11051035	0.104780674
a3	0.038762454	0.13488199	0.009285066	0.0037645155	0.08635247	0.08987341	0.08935175	0.08510066	0.08929961	0.09562158	0.097193554	0.0971765	0.08333647
a20	0.053159967	0.058225214	0.2320192	0.014313543	0.057546325	0.041048136	0.054508086	0.07376787	0.04771504	0.09985095	0.045259956	0.11431189	0.10827375
a39	0.07928483	0.31349626	0.112191916	0.0064408057	0.0520424	0.04927482	0.052828483	0.054824382	0.056506466	0.05696008	0.05296398	0.05721051	0.055975053
a20	0.08263234	0.2429515	0.1606945	0.012281217	0.049700003	0.043367967	0.0487035	0.054023188	0.05929078	0.06245857	0.058747858	0.06304084	0.062107768
a31	0.08385835	0.3957731	0.0798447	0.004490924	0.047288828	0.046720784	0.048436757	0.048382834	0.051299725	0.04883332	0.048028477	0.048753563	0.048288614
a24	0.067728594	0.15788302	0.013928391	0.0046167667	0.08059063	0.083102085	0.08442057	0.08357975	0.08470702	0.08482667	0.08538588	0.08536878	0.08386192
a46	0.07197563	0.15129857	0.13661884	0.011873834	0.06897382	0.06788971	0.07088895	0.071764804	0.06964777	0.07149892	0.06451645	0.07205791	0.070994765
a31	0.076513536	0.15809058	0.20387195	0.0317372	0.045262706	0.03570781	0.043561775	0.054778945	0.06587041	0.07162778	0.06889336	0.07239405	0.07168997
a18	0.053742368	0.12156715	0.017842997	0.005795127	0.08605289	0.088223375	0.08946411	0.08891752	0.0897795	0.08960124	0.090067126	0.09001887	0.08892771
a31	0.07293282	0.1575167	0.16274637	0.016405871	0.06485579	0.06389366	0.0662199	0.06673978	0.06690228	0.06664184	0.062354192	0.066846415	0.06594438
a20	0.10290035	0.17177893	0.031966846	0.009663897	0.07479487	0.075401194	0.076009244	0.07590074	0.076544344	0.07656099	0.076726764	0.07668346	0.07506843
a24	0.072767094	0.20275499	0.2684249	0.027675644	0.045927342	0.041762322	0.046244316	0.04982828	0.046899866	0.051340424	0.04252984	0.05208043	0.05176451
a31	0.10902069	0.33936483	0.09831012	0.020220608	0.04767478	0.04712762	0.04796043	0.04827615	0.049050048	0.04848461	0.0477853	0.04846769	0.048257094
a23	0.14123134	0.17380601	0.037078135	0.012312279	0.06979946	0.07015583	0.07062588	0.07060877	0.07107629	0.071012735	0.071120635	0.07108605	0.07008655
a20	0.039099257	0.116558835	0.41744912	0.03662353	0.040200144	0.033441707	0.03690282	0.042221904	0.045620468	0.04970337	0.043501142	0.049104355	0.049573377
</S>	0.08436587	0.217094	0.09856787	0.023298595	0.063576505	0.06377678	0.06427736	0.064102404	0.06540912	0.06401809	0.0640065	0.06394951	0.06355735
