 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
r	0.0018546327	0.0017402336	0.0001481535	0.00031666088	0.0011315797	0.0030657437	0.010347665	0.03281627	0.005672465	0.55868924	0.1983348	0.040389497	0.1454931
o	4.920283e-05	0.00021328183	0.0005712793	0.0005468483	0.00026874224	0.00040209165	0.024463637	0.23368502	0.090396725	0.22175255	0.08642678	0.24435575	0.09686801
n	0.0005974863	0.0028016027	0.0012213923	0.0011665281	0.0018873758	0.0037640266	0.010133276	0.014868767	0.00407609	0.32773772	0.24728374	0.10697857	0.27748343
t	3.558421e-05	7.8471985e-06	2.880366e-06	1.4136876e-06	2.9896387e-06	2.1382873e-05	0.00063034234	0.0013426479	0.021982118	0.10913912	0.3250217	0.35955906	0.18225287
a	6.265196e-06	1.6121812e-06	4.329091e-07	9.90814e-07	2.6322564e-06	6.458997e-06	0.00017408328	0.00060670014	0.013916811	0.03432383	0.34700376	0.36131302	0.24264349
s	6.420251e-05	0.00043116295	0.00014630266	0.0005209505	0.0016494499	0.003591615	0.012234694	0.011945762	0.005793033	0.2513924	0.2916848	0.12855525	0.2919904
i	2.4617566e-05	5.6018366e-06	1.7503936e-06	1.3847283e-06	2.4926844e-06	7.641046e-06	0.00021320836	0.00039692412	0.008203915	0.036068495	0.30706912	0.4145281	0.23347668
n	0.00019337791	0.0013210546	0.00032455387	0.0013905138	0.0031334397	0.0014136131	0.0022774725	0.0037691821	0.0043510473	0.019916529	0.2308663	0.3585582	0.37248474
a	2.3094117e-05	4.1003086e-06	1.2682603e-06	9.456603e-07	2.0378532e-06	9.196724e-06	0.0002546156	0.0004191357	0.00804762	0.048511334	0.2939317	0.40336555	0.24542943
g	0.0002252639	0.001102863	0.00026970895	0.0013842396	0.003118766	0.00109871	0.0012939081	0.0024889263	0.0030757773	0.007401819	0.15451223	0.5416986	0.28232917
l	8.582846e-05	1.1974376e-05	4.1553335e-06	1.6371395e-06	2.5550414e-06	1.8173687e-05	0.0005258674	0.00047347046	0.0009874542	0.033000242	0.1381954	0.50407183	0.32262138
i	1.7050536e-06	7.261219e-07	4.0641262e-07	2.067803e-06	1.7111142e-05	4.8603804e-05	0.00019508552	0.00041965744	6.2083454e-05	0.0056808493	0.03596439	0.4547662	0.50284106
s	0.00061073474	0.0021056177	0.00028999677	0.0007638226	0.0019139751	0.006075099	0.0131085925	0.014934378	0.00064731744	0.040172357	0.043003067	0.1654158	0.71095926
ì	2.7746648e-06	5.6969765e-07	3.6643374e-07	1.2003447e-06	1.3439436e-05	3.9898838e-05	0.00057794305	0.0010085322	0.00021230255	0.009878307	0.05546465	0.4419863	0.49081376
a	0.0012804263	0.006476894	0.001654197	0.008139728	0.036618248	0.081031285	0.05444065	0.10260991	0.0020950893	0.07741769	0.04233555	0.15336555	0.4325348
</S>	0.0003819998	0.003992322	0.0010502746	0.004719113	0.010418891	0.012831451	0.029929543	0.023474766	0.0048097847	0.036373552	0.042389914	0.16636652	0.66326183
