 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a	4.2168833e-07	3.8280373e-06	5.5009673e-06	8.816283e-05	0.0074498146	0.034649532	0.36154604	0.2703538	0.10212112	0.08653734	0.042736467	0.064514816	0.029993106
è	0.000121163335	0.0001586937	2.5242867e-05	4.2869513e-05	0.00011901352	0.0036980195	0.12612693	0.54816675	0.26321426	0.049447913	0.004906589	0.0006983968	0.0032741958
n	6.2786195e-05	0.00019938688	2.9401208e-05	3.313545e-05	7.978339e-05	0.0010571644	0.06295435	0.5173703	0.28968146	0.098276444	0.014974818	0.0038891963	0.0113918055
a	1.1404508e-06	7.1840986e-06	4.047948e-06	2.3055201e-05	0.00061367394	0.0051683653	0.22230326	0.28746185	0.16531365	0.12452684	0.066500194	0.08665794	0.04141881
s	8.987534e-05	0.0003435313	8.448001e-05	0.00014011427	0.00018802649	0.0017987503	0.032795217	0.29249972	0.4823756	0.1411014	0.02492945	0.0050221207	0.018631665
t	3.566692e-05	1.3110269e-05	3.4471504e-06	6.2842596e-06	8.8355635e-05	0.0025408717	0.226676	0.1811574	0.3277985	0.0988093	0.05458975	0.052306145	0.055975195
u	8.879906e-07	8.262975e-07	6.375932e-07	2.0666491e-06	8.181524e-06	0.00032788375	0.0247016	0.103980765	0.30788422	0.19130097	0.13134676	0.0982626	0.1421826
d	4.6886442e-05	0.00029524538	0.00011851454	0.00031492312	0.00053681614	0.002946391	0.036071256	0.17865364	0.4994893	0.20942175	0.040819626	0.006733315	0.024552383
i	5.6398094e-05	1.3690601e-05	3.7091238e-06	1.3773026e-05	8.5772226e-05	0.00044094556	0.029718956	0.041354917	0.32502547	0.16282447	0.1372674	0.14283681	0.16035761
è	0.00043605387	0.0014272671	0.00041921454	0.00040072598	0.000306373	0.004418561	0.0033994534	0.06099333	0.1343562	0.5144607	0.18190569	0.029663358	0.06781313
t	8.760125e-05	0.0008254973	0.00022837783	0.00022255791	0.00020262698	0.0014380612	0.008906474	0.21923238	0.38314342	0.26714072	0.06279005	0.018210944	0.03757125
s	2.8724903e-06	1.1290885e-05	3.8534627e-06	1.7285896e-06	1.0756097e-05	5.980259e-05	0.006666762	0.0521865	0.11196163	0.19691862	0.17627513	0.3171691	0.13873202
i	2.8274517e-06	2.4873864e-06	1.7676266e-06	2.2842175e-06	2.1558747e-06	7.2103416e-05	0.00033095974	0.0037007965	0.0649742	0.16629256	0.25920102	0.24159409	0.26382273
m	0.00046713033	0.003986034	0.0010842952	0.0011314526	0.0010127005	0.0025407528	0.0080087865	0.05477848	0.40973637	0.25720486	0.12530239	0.035784002	0.098962724
e	0.0006320348	0.00031319156	9.521008e-05	0.00013989733	0.00036157962	0.0008115456	0.011602244	0.004292744	0.15164286	0.11359129	0.15098743	0.22649433	0.33903557
d	0.0015941663	0.008561099	0.003703848	0.0032843768	0.0018352172	0.006125511	0.0010573718	0.004988533	0.011443307	0.068693765	0.32156062	0.18751171	0.37964043
i	0.00014949073	4.515231e-05	1.235804e-05	3.695183e-05	8.140206e-05	0.00029106974	0.0035574175	0.0021099607	0.081277296	0.097629726	0.18141098	0.27229172	0.36110654
c	0.0017856931	0.009549931	0.0043749884	0.0041087377	0.0024294574	0.0051836977	0.0014525005	0.007762144	0.021303099	0.040510774	0.24389409	0.18100071	0.4766442
ì	0.00025751285	8.304071e-05	2.0112877e-05	4.2391694e-05	9.496e-05	0.00026186812	0.00292971	0.0013041837	0.04355037	0.067053065	0.15845908	0.26941073	0.456533
n	0.0030023537	0.024277948	0.010676232	0.023446769	0.019965392	0.005472641	0.009686783	0.012641203	0.043251816	0.00698605	0.07403668	0.18185745	0.5846986
a	6.8343793e-06	4.239e-06	1.6230505e-06	7.55943e-06	1.3908508e-05	5.089986e-05	0.00025056943	0.0002073185	0.016490912	0.03524223	0.18392108	0.49549136	0.26831147
</S>	0.0013999004	0.023376063	0.0140676135	0.014484825	0.007230718	0.0068220003	0.0017399127	0.011247448	0.012683239	0.008641467	0.06736766	0.18846759	0.64247155
