 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
t	7.688341e-06	1.1814681e-05	1.1278681e-05	0.0023065344	0.19531241	0.3688177	0.20429756	0.08653985	0.047602795	0.09509239
u	4.2511502e-07	6.0283116e-07	2.0506945e-06	9.724606e-05	0.009935065	0.26759535	0.22336775	0.17521772	0.12408029	0.19970343
d	4.9611364e-05	1.5914193e-05	4.7394784e-05	0.000529145	0.014046175	0.3267885	0.51471686	0.09403507	0.012753112	0.03701818
i	1.6854663e-05	1.1524834e-05	1.35191785e-05	0.00030410395	0.0069285193	0.06778436	0.31641522	0.21426761	0.15709017	0.23716809
è	0.00071523996	8.4248975e-05	0.00012731641	0.00025053657	0.00097186666	0.07507591	0.42994976	0.33820862	0.062277045	0.09233948
t	6.7912275e-05	1.8004952e-05	8.671479e-05	0.0001305316	0.00039546393	0.03836592	0.7898086	0.10729064	0.015420845	0.048415422
s	1.8731281e-06	8.743546e-07	4.0381406e-07	2.8000916e-06	0.00010984209	0.0076029757	0.8173592	0.09584852	0.015448041	0.06362544
i	1.106245e-06	9.284368e-07	1.9026103e-06	4.0562277e-06	2.2968527e-05	0.0044295425	0.07388875	0.33485565	0.34345162	0.24334355
j	0.0007975643	0.00025458983	0.00042111654	0.0006692967	0.0025372321	0.053775042	0.5189511	0.2394187	0.061028857	0.1221465
a	0.00028085778	0.00011171665	6.794308e-05	0.00015936633	0.00092117296	0.0024434426	0.08300031	0.123482004	0.22445846	0.56507474
m	0.0017624011	0.00071403425	0.0018148255	0.0018922668	0.00103867	0.009530503	0.015920699	0.1547574	0.57537305	0.23719613
è	0.000188456	5.3247473e-05	2.8692497e-05	0.00011221542	0.0010291659	0.005127313	0.127942	0.14262484	0.20013829	0.5227558
d	0.028729128	0.007657327	0.029070273	0.0508308	0.057532083	0.068825245	0.018346284	0.02913394	0.5114758	0.19839913
i	0.00014892884	4.2664593e-05	0.0003021718	0.00025529225	0.00016780359	0.00022830364	0.06615964	0.10487806	0.336146	0.49167103
k	0.02131417	0.014311157	0.05041574	0.05360426	0.04309442	0.14682856	0.04124879	0.0480698	0.39056346	0.19054958
o	0.00016987624	6.499387e-05	1.3111347e-05	2.8594804e-05	8.81777e-05	0.00028737524	0.0021354908	0.022847077	0.5950424	0.3793229
</S>	0.017229596	0.010679201	0.02329813	0.02436924	0.014455105	0.07293248	0.017131452	0.06312298	0.57849187	0.17828993
