 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
i	0.004350933	0.003430585	0.014016375	0.22864243	0.5534976	0.13642113	0.046533465	0.0076356875	0.0019718837	0.0023344366	0.0011654804
a	0.40937647	0.031226771	0.00050840527	0.14469418	0.3533712	0.051924217	0.0069761714	0.0018481717	5.190127e-05	4.5562156e-06	1.7952223e-05
t	0.0044037886	0.003322487	0.000395015	0.030100117	0.44519573	0.35932708	0.10307398	0.05128139	0.0022903013	7.9965364e-05	0.0005301444
è	0.00065304694	2.5534973e-05	1.9083416e-05	0.008682366	0.582487	0.20163989	0.16423315	0.026677089	0.008183365	0.003982735	0.0034167455
r	0.21000108	0.0015966306	4.6755642e-05	0.0045445184	0.3137128	0.20948981	0.21518767	0.040366683	0.0036981078	0.00045484878	0.00090109976
a	2.4060257e-05	7.748842e-05	0.00038586976	0.062128726	0.5380782	0.21853322	0.13378008	0.029149072	0.0059754113	0.008606151	0.0032618074
i	0.0031534736	0.0016163762	2.2883663e-05	0.0011895405	0.09979321	0.6595353	0.12101331	0.10682668	0.004943079	0.00032030157	0.0015858506
n	0.0011949018	0.00044912178	3.1849613e-05	0.00018176818	0.019066317	0.19834355	0.39996213	0.3482223	0.024372358	0.0010380121	0.0071376194
ì	4.9749895e-05	2.1556584e-06	2.4308986e-06	8.647516e-05	0.043714847	0.15207428	0.4984726	0.15981872	0.08051026	0.037506364	0.027762163
c	0.025121385	0.00059159106	1.156406e-05	0.00017441562	0.008994388	0.078320414	0.5321721	0.27883598	0.05040943	0.0067720283	0.018596662
h	1.9115168e-06	1.0826052e-05	6.9584717e-06	0.0010473445	0.04792994	0.2780733	0.3133728	0.21992248	0.078965105	0.04050102	0.020168321
a	4.2914417e-06	3.8675425e-05	5.609321e-06	4.66431e-05	0.0059799105	0.16428642	0.13594647	0.30133155	0.17618535	0.10631474	0.10986039
p	0.00020565535	0.0001405672	7.3337587e-06	0.00018739353	0.0036284996	0.031756833	0.02907952	0.7763866	0.098646626	0.008230746	0.051730208
à	0.0036373113	0.0006949747	5.5061995e-05	0.00018078255	0.016768884	0.027523993	0.1318414	0.2993264	0.1505722	0.17553984	0.19385919
r	0.007078693	0.0010825587	3.732675e-05	0.0004122054	0.0027545893	0.008299225	0.004781742	0.5317926	0.2639548	0.036712587	0.14309372
o	4.199896e-05	0.0010859849	0.000121401514	0.00032272568	0.0075324806	0.1026678	0.058175225	0.34946504	0.1178476	0.25758404	0.10515563
n	0.00057914143	0.0015021843	0.0003113924	0.0015593959	0.0029563138	0.0052128644	0.0030740565	0.22959441	0.31504843	0.11597392	0.32418787
t	2.8768252e-05	7.0960878e-06	1.6248924e-06	1.5545163e-06	0.00019783928	0.00022065097	0.0073059252	0.068650395	0.3335757	0.3972	0.19281042
a	5.323067e-06	1.0182374e-06	2.0665139e-07	8.634354e-07	5.1849845e-05	0.00016344471	0.0039317105	0.01508844	0.32422993	0.3888956	0.26763168
s	9.8442804e-05	0.0002390369	4.705874e-05	0.0007283643	0.003552516	0.007191324	0.0038234962	0.13426358	0.31975558	0.14457308	0.38572752
t	2.2349897e-05	4.500649e-06	1.0595141e-06	1.0576001e-06	6.561237e-05	0.00010373511	0.0020706838	0.011346114	0.26096758	0.4724431	0.25297415
i	4.7532394e-06	9.467087e-07	1.8049721e-07	7.071423e-07	2.6131303e-05	6.407616e-05	0.0007770333	0.0029430946	0.1924653	0.5175889	0.28612885
n	7.410266e-05	0.00024717595	4.7118512e-05	0.00075188285	0.0029079108	0.006218713	0.0030656774	0.038402095	0.16676083	0.2136727	0.5678518
a	1.1242567e-05	2.1951491e-06	4.5311907e-07	6.1142003e-07	3.1062573e-05	4.6076108e-05	0.00053672766	0.0028791183	0.15322955	0.5529344	0.2903286
g	0.00032398748	0.00059311464	8.636135e-05	0.001613028	0.0012849197	0.0046817167	0.0026613416	0.0038860945	0.07170921	0.5557646	0.3573956
l	7.286524e-05	1.3954374e-05	2.5741704e-06	1.6892579e-06	0.0001145636	8.2195045e-05	0.00023188259	0.0039318907	0.062954545	0.5623356	0.3702582
i	1.6760268e-06	1.2864766e-06	2.958521e-07	1.1585835e-05	4.9725073e-05	9.369159e-05	4.1207808e-05	0.0017413393	0.014155619	0.436624	0.54727954
s	0.0013344842	0.001194031	8.1447695e-05	0.0008725859	0.0054484373	0.006411752	0.0011937304	0.023423798	0.02949299	0.14287315	0.7876736
ì	2.5269176e-06	1.9501492e-06	1.7365436e-07	6.655966e-06	0.0002037459	0.00041829873	8.308457e-05	0.0022834623	0.017532783	0.42530012	0.5541672
a	0.004817425	0.009723246	0.0008235576	0.029810136	0.083626285	0.070370175	0.009416187	0.17001325	0.089007825	0.12565602	0.4067359
</S>	0.0010592242	0.003747534	0.00054494664	0.007329133	0.017043347	0.031199995	0.0144115705	0.076417364	0.08709942	0.13319382	0.6279537
