 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
t	1.0007781e-05	4.943262e-06	3.0998876e-06	5.8817454e-06	5.6891415e-05	0.0024510757	0.06516152	0.26458535	0.3177023	0.3500189
è	1.7225088e-06	1.4687048e-06	5.362839e-06	8.151907e-06	1.2908436e-05	0.00058588403	0.00679958	0.15913577	0.4486202	0.38482898
s	0.0009433636	0.00034239105	0.0015969296	0.0020436263	0.0012979058	0.023591155	0.016525952	0.15991288	0.46080062	0.33294523
s	6.4324418e-06	1.5640734e-06	1.084595e-06	5.0812937e-06	3.83432e-05	0.00039944018	0.016184974	0.39708897	0.30809632	0.27817783
i	1.211224e-06	1.3222049e-06	3.1611025e-06	4.287974e-06	5.0282993e-06	0.00016069497	0.0013579504	0.06041146	0.6575089	0.28054595
m	0.002897532	0.0015338449	0.0045655314	0.0051621883	0.0040417444	0.04017704	0.018377068	0.08301196	0.4823998	0.35783327
e	0.0004021871	0.00018473342	6.717633e-05	5.3306725e-05	0.0001736754	0.001029539	0.005063154	0.025916066	0.36326042	0.6038497
s	0.014560534	0.007321426	0.014088564	0.0144637115	0.0043080444	0.011509458	0.0034546126	0.053424023	0.6873379	0.18953182
s	2.63687e-05	1.1092742e-05	3.9788615e-06	4.123685e-06	1.0075237e-05	0.00035828596	0.004219686	0.09804727	0.5219784	0.3753407
è	1.634221e-05	1.2009837e-05	2.5008505e-05	2.1770744e-05	9.848732e-06	0.00014703714	0.0003528112	0.01385747	0.7006496	0.2849081
r	0.010494174	0.007816479	0.033338208	0.029164864	0.007501866	0.034369588	0.006631128	0.07537022	0.593994	0.20131953
a	0.00016180545	6.2905965e-05	3.6369427e-05	6.237859e-05	0.00010717231	0.00020866262	0.0010656433	0.021796761	0.661953	0.31454533
</S>	0.049381442	0.037437953	0.12857379	0.110576555	0.02913536	0.122177124	0.015610538	0.08409846	0.34518564	0.07782318
