 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
i	1.9480362e-06	2.4200874e-06	6.546693e-08	1.2066989e-06	0.00037424348	2.1992499e-05	0.086969465	0.053760324	0.64833045	0.1121068	0.011729036	0.086702086
o	3.962561e-09	3.637964e-09	4.578678e-09	1.7722921e-07	8.695113e-07	2.596264e-05	0.0035815188	0.07957257	0.23190433	0.21493408	0.15177512	0.31820533
s	3.5330245e-07	1.3951778e-07	8.1598813e-07	1.6374592e-05	2.2604167e-06	0.000393205	0.004121123	0.16169114	0.36068404	0.2611171	0.12442839	0.08754505
p	0.00030437898	2.0684301e-06	1.7936442e-07	3.043839e-06	7.66029e-05	0.0008751492	0.010859019	0.34060025	0.32884982	0.2943852	0.014231384	0.009812923
ì	0.439918	0.08525669	0.0011310955	0.023534523	0.09085617	0.002067293	0.03706414	0.06528473	0.17069925	0.07147141	0.004374179	0.008342432
t	1.1884996e-06	2.138517e-05	9.738129e-06	0.00015148263	0.00027880433	0.0007976102	0.03139241	0.24876717	0.2809385	0.37428063	0.014140716	0.049220342
i	4.082108e-07	1.05136984e-07	1.12600596e-08	1.8339152e-07	3.880903e-05	2.6803718e-05	0.039794292	0.079538986	0.43491635	0.2061852	0.0010595563	0.23843929
k	1.8841595e-09	1.7862765e-09	2.0836501e-09	7.1023976e-08	1.6767478e-07	2.4506942e-06	0.0003073959	0.009807092	0.059836067	0.1457843	0.2150539	0.56920856
a	3.4853838e-05	4.3576352e-07	7.682544e-09	4.6901786e-08	4.0966388e-05	0.0004848836	0.014895785	0.10224034	0.6266056	0.19835573	0.041048743	0.01629267
m	4.6379647e-09	1.3673427e-08	1.3350773e-08	8.4199866e-07	2.2454657e-05	5.9944563e-05	0.0017676423	0.037831757	0.05555613	0.21265455	0.16353033	0.5285763
è	0.00044516948	2.0261063e-05	2.8935688e-07	4.3405475e-07	0.00012935554	0.00010310339	0.00924672	0.088629	0.4295928	0.44115558	0.025309859	0.005367565
r	2.8650732e-07	5.876352e-06	5.3300064e-06	3.7107755e-05	0.000109718094	0.0001858487	0.0030015076	0.035363197	0.07851739	0.4765785	0.2518177	0.15437756
i	4.041784e-06	1.7004776e-06	1.7114161e-07	1.9457595e-07	2.1476677e-05	6.445738e-06	0.0058468087	0.013509663	0.33080375	0.27022135	0.31787005	0.061714325
</S>	7.762156e-10	1.7757689e-09	8.7922525e-10	1.867024e-08	5.2588314e-07	7.9174134e-07	9.1997375e-05	0.0013601421	0.0092196185	0.06100522	0.15514347	0.77317816
