 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
i	0.0052247024	0.0020497774	0.0042819455	0.06826543	0.6770627	0.0141860405	0.12662706	0.048148252	0.041230783	0.012037288	0.00088597863
à	8.162448e-05	0.00014413809	0.010483216	0.064498104	0.09558499	0.046176102	0.28843528	0.35304984	0.08500917	0.030410876	0.026126672
t	2.9713708e-06	1.8345573e-07	0.019865384	0.08246191	0.17701076	0.09218487	0.23447527	0.13964313	0.2081532	0.031631052	0.014571176
t	0.030178707	0.00054263783	0.0094234245	0.07962314	0.76526797	0.014658412	0.04530381	0.01493057	0.026726043	0.011144941	0.0022004475
o	0.010714196	0.002031591	0.002373848	0.009915888	0.030285144	0.13625723	0.4652741	0.051634274	0.24466957	0.031419832	0.015424381
n	3.5658682e-06	7.992283e-06	0.00070449064	0.0044837203	0.013676821	0.005149894	0.07961705	0.55656403	0.17940316	0.101262644	0.059126664
c	0.0007285556	0.0006213812	0.0007856471	0.013111866	0.13076271	0.007236561	0.15967983	0.29893705	0.22407913	0.15692098	0.0071363295
i	2.9280505e-05	8.141311e-07	0.0089417985	0.0025729449	0.07665172	0.36920115	0.19806595	0.10730577	0.038188472	0.04270277	0.15633939
ù	5.2236913e-07	2.0205881e-07	0.0004397498	0.0008691839	0.010411906	0.021425432	0.11017154	0.5365556	0.12644622	0.113872215	0.079807445
r	1.062767e-05	3.496091e-08	0.0017043155	0.0053473213	0.015152932	0.05772471	0.09922272	0.07779851	0.4046858	0.2136084	0.124744676
i	0.051613502	0.0011156775	0.0075850496	0.041693393	0.31651148	0.039811138	0.2795958	0.069961555	0.1358899	0.05457915	0.0016433033
c	6.069046e-06	5.62696e-06	0.0009993863	0.0031822403	0.0025622281	0.0015683161	0.018560769	0.07833809	0.2043175	0.33159032	0.35886946
e	1.3371877e-06	9.373009e-08	0.0004967428	0.00012506943	0.0043554264	0.038910754	0.029776294	0.11917065	0.022106407	0.31306785	0.4719894
à	3.114997e-07	5.942904e-08	0.000109458626	0.0001708318	0.0011213764	0.0032020167	0.024598928	0.2817751	0.1553008	0.3098778	0.22384329
t	3.1394316e-05	5.4459278e-08	0.00033864722	0.00087483024	0.0008933945	0.0044751624	0.008543913	0.017967355	0.2784675	0.3533308	0.33507693
t	0.044296253	0.0013565534	0.0066535817	0.04006792	0.08486407	0.015848089	0.17607033	0.048943836	0.4095472	0.16864349	0.0037087046
i	0.014353348	0.0035956567	0.0041869325	0.0077456855	0.008142786	0.017825725	0.06565417	0.01849931	0.4005666	0.19705746	0.26237231
m	1.6553681e-06	6.0775056e-07	6.5157554e-05	0.00014043917	0.00023280738	3.852961e-05	0.0009635183	0.01575586	0.0584903	0.36338764	0.5609235
à	2.1626362e-07	5.8416433e-08	4.2412077e-05	1.9486897e-05	0.00030571196	0.0019228852	0.0058543016	0.111843556	0.022303844	0.64901775	0.20868976
n	3.6732134e-05	5.622849e-07	3.627588e-05	4.3571883e-05	5.626524e-05	5.138573e-05	0.00039633457	0.0028408088	0.06592806	0.35663912	0.57397085
a	0.0063254265	0.00030307297	0.0044477102	0.0066645765	0.011370424	0.012165818	0.063008815	0.028092712	0.13009332	0.6682894	0.069238685
</S>	9.4009255e-07	2.0706836e-06	0.00023097523	0.00079884555	0.00054386654	6.449963e-05	0.00090219855	0.006370207	0.019408427	0.1139847	0.85769325
