 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
i	0.0112326685	0.0036397264	0.030766595	0.1357243	0.64009696	0.14261077	0.02829304	0.0036095066	0.0027273032	0.0010886654	2.2216154e-06	0.00020824956
z	2.3254996e-05	3.1258598e-05	0.0005572336	0.017443389	0.84131104	0.060414556	0.06862726	0.0075936303	0.00054142217	0.0022425547	8.671271e-06	0.0012057195
z	0.025615202	0.008836128	0.04969438	0.06146986	0.6202188	0.17785461	0.04322672	0.005490387	0.004785187	0.002041221	9.367037e-06	0.00075818395
è	0.85436076	0.02301338	0.020586962	0.00078012527	0.084379815	0.005853951	0.0056128833	0.0012984957	0.0023890757	0.0008808054	4.9486323e-05	0.0007942345
s	2.7553047e-05	1.1256141e-06	3.0473018e-06	0.0064006117	0.05808167	0.643373	0.22373529	0.048710335	0.0031555656	0.0034412437	0.00015890835	0.012911694
s	0.0007377558	0.0006146919	0.001650573	0.04332888	0.15465361	0.5306285	0.15570247	0.04867388	0.0025900567	0.054835163	8.086451e-05	0.0065035447
i	0.31596062	0.035706606	0.008223909	0.00124227	0.22871888	0.11800263	0.14530197	0.021208268	0.014289598	0.061599135	0.0005989449	0.049147215
è	7.885142e-06	2.53905e-06	3.0262863e-05	0.0030019197	0.15396442	0.451229	0.26648435	0.054527905	0.0021281622	0.022619564	0.00022504288	0.045778997
n	2.5123984e-06	3.0517302e-07	8.006811e-06	0.024507342	0.18169166	0.3575727	0.21432701	0.07964824	0.12861225	0.011563298	0.00030835482	0.0017582746
a	5.2795054e-05	0.0005455119	0.0023423978	0.066660285	0.2406278	0.45675808	0.14131619	0.053577654	0.020439377	0.016848987	0.0001075899	0.00072323775
p	4.2143843e-06	3.883665e-06	0.00011003907	0.007992388	0.3302676	0.13368005	0.36107084	0.08527235	0.031124648	0.04293255	0.00015857478	0.0073828474
u	0.0041274587	0.0020884096	0.018440852	0.09760426	0.45337495	0.21144396	0.12635918	0.045545746	0.02363027	0.016979616	2.0502846e-05	0.00038470677
l	5.9054137e-06	1.2209201e-05	0.00036650663	0.007968828	0.29984105	0.09838007	0.3685935	0.120308936	0.012622966	0.07453825	0.0002645114	0.017097235
i	0.01644844	0.004731821	0.044304665	0.04700464	0.19512513	0.22820273	0.23346551	0.10182486	0.05033616	0.07711718	0.000112994225	0.0013259368
z	9.127644e-06	2.3414794e-05	0.0006526476	0.00967797	0.2519224	0.068749905	0.38130057	0.14971085	0.0142810475	0.10020103	0.00048695583	0.022984086
z	0.016102068	0.0035807814	0.033563055	0.030468907	0.108226694	0.18608102	0.3049055	0.13633564	0.044872586	0.13423975	0.00019180136	0.0014321774
è	0.6592431	0.041763168	0.045082957	0.0019857301	0.08413714	0.014901793	0.090878546	0.013676489	0.0071731145	0.025427891	0.00039729945	0.015332794
s	8.860079e-05	1.5406841e-06	2.3525474e-06	0.00037902675	0.008644112	0.16243167	0.30848002	0.27572063	0.046027385	0.028849764	0.029828269	0.13954666
s	6.856858e-05	0.000110011104	0.00077693386	0.0051133772	0.00932631	0.13500303	0.15522556	0.15414278	0.016564256	0.51544756	0.0013997131	0.0068218913
i	0.2287772	0.03478395	0.007804836	0.0026907648	0.024724754	0.02190964	0.23027936	0.053079642	0.010690607	0.25237894	0.00061274355	0.13226756
o	1.0374302e-05	1.27007e-06	7.3113215e-06	0.00017133745	0.0032030924	0.04952883	0.23123473	0.213441	0.015262947	0.18762386	0.0075286175	0.29198664
s	1.0952222e-07	5.732335e-07	5.5870958e-05	0.0016567649	0.0022524449	0.013954394	0.034671374	0.10049216	0.24327192	0.45961797	0.09339981	0.05062666
p	0.005313227	0.0011781731	0.007761515	0.031079588	0.021528427	0.050829016	0.12109244	0.25824976	0.25335032	0.2419579	0.006059483	0.0016001452
ì	0.08052785	0.049352475	0.08076387	0.007868682	0.11361766	0.052468542	0.3747427	0.07406483	0.0342293	0.12023024	0.0010234856	0.011110341
t	4.6612226e-05	1.4266931e-06	3.010931e-06	0.0001445351	0.00095381803	0.024107145	0.13020785	0.24229915	0.114175014	0.073704764	0.18988231	0.22447428
i	1.4026718e-06	9.852728e-06	0.00015921982	0.0009569621	0.0009190069	0.013302326	0.029020507	0.061448965	0.01048419	0.8652473	0.0064726816	0.011977529
k	8.388258e-06	3.730597e-06	9.8095e-05	0.002635452	0.010745646	0.01778554	0.1898179	0.16103572	0.04366484	0.3274788	0.014585814	0.23213999
a	3.5368282e-06	1.2210491e-05	0.00026293806	0.0016925419	0.0019680713	0.013645087	0.043869503	0.09991885	0.036932018	0.78899187	0.008450435	0.0042528994
m	3.4360087e-06	4.8124093e-06	0.00013941493	0.0025394831	0.007822938	0.0117787905	0.13666612	0.17707326	0.059278287	0.4343334	0.018973228	0.15138684
è	4.294175e-05	0.00023877298	0.00036023758	0.016736751	0.0019356582	0.018981427	0.022708863	0.25784868	0.12527744	0.28913957	0.1674789	0.09925069
r	8.0304584e-05	9.932618e-07	2.7193284e-06	0.00015655454	0.00036694188	0.006635603	0.040611073	0.09564045	0.13610332	0.024098013	0.28525865	0.4110454
i	9.339222e-06	6.2177637e-06	7.305514e-05	0.0028235542	0.0017082919	0.0071539073	0.042980596	0.15594691	0.027510788	0.6933967	0.063227475	0.005163221
</S>	7.922062e-06	4.4662174e-06	0.00013294548	0.0036587392	0.006848282	0.008744884	0.06917938	0.08414647	0.060771223	0.26408777	0.02626656	0.47615132
