 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a31	0.07339264	0.16580853	0.089142814	0.0426359	0.0465457	0.044332966	0.0501935	0.11261208	0.1440575	0.23127839
a37	0.10857949	0.22402765	0.13161795	0.07447053	0.07835543	0.07151905	0.0739567	0.079827584	0.07308323	0.084562436
a8	0.062149458	0.11852165	0.073670134	0.04505031	0.04633732	0.04495083	0.051753197	0.1205356	0.16329226	0.27373916
a39	0.08372747	0.123387896	0.0971289	0.08257259	0.08154058	0.088918746	0.0807802	0.102669604	0.112126954	0.1471471
a31	0.08311154	0.19081949	0.09850557	0.081561245	0.09064517	0.12794384	0.075064115	0.081827074	0.08151832	0.08900357
a39	0.10114721	0.14421506	0.10917301	0.08972828	0.091372445	0.09061556	0.08948473	0.093228824	0.09238024	0.09865462
a35	0.07951618	0.119195916	0.08820511	0.06969737	0.07041572	0.07102068	0.07256966	0.1070591	0.12861581	0.19370449
a31	0.08963396	0.14752822	0.10124073	0.085377574	0.08855405	0.101946466	0.0819155	0.09245543	0.09678718	0.11456095
a41	0.10237941	0.15431152	0.11216268	0.08796868	0.08972989	0.08746809	0.0876304	0.09147748	0.08989914	0.096972674
a13	0.067256324	0.10518526	0.07478096	0.05639232	0.05720176	0.057114765	0.06164763	0.1152382	0.1518631	0.2533197
a35	0.08841938	0.1429342	0.099968754	0.08506664	0.08772042	0.100523055	0.08108172	0.09330455	0.09944577	0.1215355
a31	0.092103355	0.19612826	0.107741356	0.07345655	0.07858897	0.088431105	0.07060597	0.08544513	0.091846876	0.11565246
a20	0.10141045	0.15745421	0.111667514	0.087094896	0.089573815	0.08888963	0.08496707	0.08928759	0.09094623	0.098708585
</S>	0.05937617	0.098088205	0.0657015	0.046914726	0.047993306	0.048093554	0.054154575	0.12263493	0.1691573	0.2878857
