 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a8	0.078217715	0.010312159	0.031967413	0.012191502	0.008713422	0.019895563	0.021839628	0.010607972	0.025753058	0.61655277	0.07922899	0.0847198
a28	0.012573754	0.00083864084	0.028349258	0.0107086	0.0048687225	0.006605864	0.019076167	0.004729876	0.12980382	0.65404767	0.11227704	0.016120527
a31	0.007674039	0.0003706514	0.007868321	0.008077544	0.0047273426	0.0016022	0.015743643	0.008247234	0.49569535	0.18405333	0.2598731	0.0060672783
a39	0.18582074	0.011257874	0.043775037	0.026185626	0.011675297	0.022819567	0.02158816	0.01285871	0.016139576	0.39008752	0.07518112	0.18261078
a33	0.041910723	0.009567033	0.073443316	0.024793988	0.020681923	0.057154633	0.07313425	0.023419691	0.03762353	0.54161996	0.06434286	0.032308113
a31	0.11707466	0.0062619997	0.13033944	0.041940905	0.014717028	0.024946183	0.04260723	0.015887002	0.07067934	0.43399897	0.07202958	0.029517613
a24	0.2356224	0.053165287	0.11345876	0.07276348	0.05411697	0.06550665	0.060353424	0.04794873	0.020550635	0.07213914	0.056521013	0.14785342
a37	0.05625362	0.025373295	0.11712638	0.050353426	0.044289768	0.11019429	0.10927859	0.032492455	0.014676143	0.32979548	0.060389437	0.049777143
a14	0.061956383	0.011858958	0.16527058	0.04318971	0.025387157	0.059787206	0.077730425	0.02384739	0.029844027	0.3967805	0.063450076	0.04089759
a20	0.028553072	0.0039991643	0.19023396	0.08023747	0.034217253	0.033833772	0.08177227	0.026151195	0.11270409	0.34747165	0.053215712	0.0076103304
a28	0.06435606	0.004481148	0.19916937	0.11353601	0.02818047	0.018392673	0.049273107	0.015851	0.15735877	0.27223486	0.07169167	0.005474857
a5	0.022817878	0.0022857636	0.097013764	0.07462397	0.03007643	0.011356783	0.08254018	0.02267834	0.27724954	0.30227897	0.0739185	0.0031598543
a17	0.12057377	0.0068507427	0.07988607	0.031198803	0.0116213765	0.0068270024	0.03611639	0.01129055	0.2141094	0.3759289	0.09497469	0.01062226
a21	0.008688763	0.00057223736	0.022453805	0.03637969	0.01442306	0.0031596688	0.018131677	0.0060851146	0.13739349	0.60872686	0.14027956	0.0037060564
a8	0.02390966	0.0006027741	0.007496221	0.0129717775	0.0052332105	0.0032332786	0.0076674125	0.0070809927	0.055504795	0.6186527	0.25023174	0.0074153696
a31	0.014346881	0.0006563981	0.00790807	0.015693933	0.009385327	0.0052145026	0.020631628	0.016284702	0.08425378	0.6350509	0.18482761	0.0057461974
a20	0.011225725	0.0027196582	0.030179862	0.05334218	0.072773956	0.02686099	0.19169141	0.05785282	0.13945197	0.32434684	0.08257087	0.006983718
a3	0.0146087045	0.016762545	0.06620441	0.05647672	0.09312467	0.08915116	0.37251788	0.07732804	0.04560436	0.09481516	0.03692548	0.03648081
a20	0.008521081	0.0046397997	0.05970211	0.071385615	0.10749106	0.037585665	0.25962368	0.0540829	0.11467074	0.20747621	0.06299651	0.01182462
a10	0.009147318	0.0045511886	0.0660373	0.07219578	0.10850176	0.054383207	0.40442103	0.07640921	0.07957965	0.081150144	0.034672935	0.008950483
a31	0.009978659	0.00523328	0.11938491	0.091342084	0.13234557	0.059804056	0.32959175	0.052878458	0.08658889	0.06900703	0.035234995	0.008610367
a20	0.0071665347	0.008557283	0.06902108	0.0950704	0.22793114	0.118103966	0.33217028	0.05692733	0.05159029	0.0129011525	0.012427569	0.00813304
a7	0.02284257	0.024520058	0.10191546	0.06892065	0.12540525	0.26525718	0.26604104	0.03870577	0.010269123	0.020959761	0.024862906	0.030300185
a11	0.014896427	0.021481687	0.07146815	0.07139513	0.20440081	0.29479674	0.20986116	0.04127417	0.011297254	0.0130670555	0.017249633	0.028811762
a18	0.013866683	0.01840109	0.06040463	0.07030393	0.17887045	0.2636077	0.3058189	0.041676827	0.013772056	0.008725713	0.01013058	0.014421489
a27	0.024820073	0.032417387	0.085057616	0.0753977	0.16369973	0.29554126	0.22276308	0.032361787	0.01174501	0.013388736	0.01679785	0.026009774
a31	0.036785707	0.05099587	0.106454134	0.08646245	0.2010251	0.23952593	0.13132249	0.029551774	0.015448674	0.02260935	0.029494619	0.050323945
a39	0.019928059	0.028160268	0.063756414	0.06627393	0.23609895	0.2753514	0.19989704	0.04334115	0.018841255	0.013440143	0.014723375	0.020188017
a31	0.041235726	0.05305579	0.12765665	0.09612129	0.19817685	0.2167714	0.11937735	0.027497957	0.015365025	0.023864407	0.031295188	0.049582448
a24	0.047832895	0.061188426	0.10403441	0.08563156	0.27433264	0.14767556	0.086591385	0.041654754	0.031584155	0.03429487	0.037223462	0.047955856
a28	0.041772764	0.051386863	0.109018624	0.080479495	0.23637685	0.13237403	0.0723548	0.031998124	0.025316171	0.046840776	0.06423487	0.107846595
a21	0.0483264	0.06113307	0.09679379	0.079419896	0.25488833	0.12064486	0.07640854	0.043050576	0.035717007	0.04574317	0.054157596	0.08371677
a31	0.0465008	0.05536418	0.095755465	0.0758885	0.23867823	0.10543795	0.06653136	0.03949815	0.034593787	0.05461604	0.07092568	0.11620983
a39	0.059622657	0.0685299	0.10319905	0.08621633	0.26191798	0.09483742	0.06424063	0.049323063	0.0456303	0.050251953	0.05323521	0.062995456
</S>	0.04224188	0.046598934	0.07195693	0.059510406	0.16824314	0.064898156	0.046833456	0.036435552	0.037571132	0.08638983	0.12464029	0.21468037
