 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
o	0.00324812447895	0.00586954147559	0.00303616551383	0.0203479295639	0.226520117575	0.21570276384	0.429777123787	0.0532839054135	0.00464639002664	0.0375679597244
n	0.00315429925965	0.00621129045853	0.00359716670461	0.0122723924213	0.136884519692	0.161581150947	0.558730137929	0.0813517514712	0.00395208704221	0.0322651946748
t	0.0303186927532	0.00689708141951	0.0088428023682	0.0135576321404	0.104694739331	0.141633079649	0.59830785931	0.0581739844904	0.0049624606474	0.0326116622249
a	0.0379155335177	0.00365935067317	0.00854917222273	0.0104952907135	0.0435135692103	0.0554205632163	0.678708786437	0.137863434163	0.00635583364913	0.0175184737416
à	0.0131570564692	0.00194523462439	0.00338033096424	0.00496545737117	0.0216456791701	0.0280083440721	0.471175675479	0.432471554721	0.0103078962164	0.0129427919139
l	0.00565146065307	0.00492147900813	0.00250751997808	0.00444787992372	0.02164529749	0.0355097183574	0.22343140516	0.635936794907	0.0394429474055	0.0265055219713
a	0.00313854981769	0.00580242426938	0.00213979695936	0.00403983724124	0.0214820868967	0.0365155217858	0.117194386053	0.704720918302	0.0586903014685	0.0462762066571
t	0.0024591272059	0.00521326402313	0.00179779795312	0.00309766858041	0.0172640880322	0.0316386049286	0.077086681351	0.712820459434	0.0600418198228	0.0885805238857
ù	0.0024902574153	0.00540356594104	0.00190543761771	0.00280788239347	0.0156077670107	0.0267590859762	0.0553481544503	0.527594453145	0.189407698608	0.172675731295
c	0.0142742673518	0.0191386859137	0.00668378663924	0.0180289704312	0.0180173536702	0.0160671763254	0.0531444821501	0.331974311048	0.256819906203	0.265851093765
h	0.0616424624506	0.0244406874712	0.0122676555464	0.0272469786437	0.0193229787901	0.0136907814418	0.15551464905	0.247125163683	0.188229908734	0.250518774588
a	0.0645055111335	0.00983113525707	0.0086265451488	0.0142305615146	0.00857846803003	0.0093879434806	0.17450262635	0.215298334561	0.220204069578	0.274834814863
v	0.0224925350278	0.00551354268569	0.00420310908293	0.0072633480382	0.00645339887668	0.0071926662602	0.0741098907833	0.151039060187	0.267995756526	0.453736678288
à	0.00850568619927	0.00477913672856	0.00301004696098	0.0047254238794	0.00546759075889	0.00536421122007	0.0292893870944	0.0787467953957	0.390207605509	0.469904126096
l	0.00605660225642	0.00898878740952	0.00637779752033	0.0146010867598	0.0406537727196	0.01417183344	0.0195481921981	0.115861165132	0.45213144517	0.321609342032
o	0.00524365741881	0.00972484876984	0.00716737799678	0.0176179208033	0.0520854611732	0.0169599133133	0.0173617058994	0.124024232377	0.38716797839	0.362646914011
n	0.0048519781396	0.00970842522328	0.00572542115559	0.0104916354844	0.0219552029911	0.00772042370443	0.00948758353313	0.0540923017923	0.509654499463	0.366312528004
t	0.0629485983799	0.0107386827411	0.0102524517185	0.0146930831615	0.012983502497	0.00519506366814	0.016341073911	0.0292132519308	0.626022989821	0.211611326001
a	0.08074322046	0.00537857198037	0.0089364727395	0.0123211062205	0.00690837733233	0.00430100968938	0.0204160663037	0.0240097516436	0.460462416607	0.376523048667
</S>	0.04231954673	0.00333307959018	0.00503502361975	0.00722368986025	0.00504340466616	0.00358466254469	0.0152366786518	0.0237546608218	0.306541703304	0.587927594333
