 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
o	0.017242027	0.0373947	0.022816492	0.02139844	0.023371758	0.008416605	0.012649908	0.05621782	0.076512754	0.12319009	0.60078937
n	0.0013403972	0.0021745053	0.0016495769	0.0020465932	0.0038089473	0.003067581	0.00540364	0.013081712	0.025595931	0.0473855	0.89444566
t	0.01387221	0.036933243	0.033537295	0.034706663	0.035596617	0.0041408357	0.0059829457	0.0066718613	0.0155292535	0.25882035	0.5542087
a	0.028080545	0.037204307	0.029754816	0.031927496	0.06937002	0.027068242	0.034908563	0.036681097	0.055210974	0.17697342	0.47282055
s	0.0003173473	0.00023890418	0.00024388394	0.00040012453	0.0004127786	0.0002119998	0.0003583252	0.0010837395	0.003672397	0.06162894	0.9314316
t	0.00094412436	0.0026842866	0.0021694172	0.0017827576	0.0013303823	0.0004206989	0.00089261273	0.0052035237	0.09194895	0.7508787	0.1417446
i	0.0017972603	0.0025184301	0.0027783467	0.005022192	0.0036819333	0.014006802	0.020169135	0.031817537	0.056925017	0.3308126	0.5304708
n	0.00021650201	0.00019769455	0.00021570032	0.00027288185	0.00035406876	0.00014656413	0.00033073477	0.0011994664	0.008836829	0.17624085	0.8119887
a	8.24004e-05	0.00022669353	0.00023890965	0.00027635065	0.00022334611	0.00027277967	0.00060171785	0.0013388005	0.01847844	0.81881213	0.15944852
g	8.392432e-05	5.6373683e-05	0.00010242339	0.00021486757	0.00018694883	9.05913e-05	0.00016649535	0.0005164282	0.007020795	0.13312177	0.8584394
l	0.00027387493	0.0007657487	0.0007855303	0.00083899364	0.00097360846	0.00026157338	0.00050590676	0.0009806879	0.016161595	0.88384014	0.09461241
i	0.00018917832	0.0004087405	0.00026005498	0.00024417022	0.00040197154	0.0008077876	0.001862485	0.003672993	0.024360435	0.5396307	0.42816147
s	4.473575e-05	9.458184e-05	0.000109586974	9.757841e-05	5.4834236e-05	5.0463663e-05	0.00010976604	0.0008381948	0.024067534	0.5593031	0.4152296
ì	2.201094e-05	0.00012103766	0.00016903426	0.00025405316	8.9570654e-05	0.00010902208	0.00024694955	0.0068582417	0.024491606	0.05470445	0.912934
a	0.0010600834	0.0006897068	0.0006909392	0.0008358922	0.00091621256	0.00040442063	0.0005197543	0.0016469099	0.0061662374	0.4557439	0.531326
</S>	4.7727477e-05	4.148783e-05	8.884683e-05	0.00015481705	0.00014731722	3.874832e-05	0.000113762486	0.0004267941	0.008167499	0.6032836	0.38748947
