 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
u	0.03220293	0.034872547	0.03714679	0.035565097	0.055643797	0.045595746	0.08648183	0.054540493	0.10721769	0.18371154	0.07725035	0.24977121
l	0.014964336	0.015143167	0.015432159	0.015372438	0.019431591	0.0390617	0.05192243	0.056355283	0.14620349	0.377326	0.08659891	0.16218849
i	0.014962468	0.015693339	0.01700054	0.01696502	0.026942186	0.03276467	0.06651224	0.055702522	0.13772789	0.27650374	0.20162342	0.13760196
z	0.011039478	0.011117503	0.011289442	0.011237761	0.014664006	0.032534264	0.03794059	0.044823207	0.16496567	0.41041458	0.08086729	0.16910619
z	0.0066100266	0.0068129394	0.007309668	0.007353757	0.011661033	0.020803269	0.034493823	0.043335903	0.15231365	0.27349108	0.31242552	0.12338933
è	0.023830645	0.023921872	0.024134723	0.024107799	0.030819528	0.071131706	0.0777483	0.07538551	0.1091157	0.13538216	0.24538739	0.15903467
s	0.0075178347	0.0084773665	0.010164668	0.010092469	0.017208759	0.024719786	0.05307809	0.060108844	0.1987935	0.11366535	0.10785826	0.38831505
s	0.00956195	0.010206747	0.0128996335	0.017842978	0.056150887	0.054547887	0.1121695	0.06505075	0.09810752	0.11635021	0.11664252	0.33046943
i	0.031692393	0.03210271	0.032978185	0.033068035	0.042079177	0.041694734	0.091019645	0.07032858	0.11939478	0.05107649	0.06485827	0.38970703
è	0.0070349043	0.007122559	0.007211337	0.0059944913	0.009832169	0.018244078	0.024265809	0.05200209	0.14581598	0.09432683	0.0779339	0.55021584
n	0.005749322	0.011204337	0.013923057	0.0133447815	0.016775023	0.040240306	0.046834785	0.0285103	0.11332662	0.30250478	0.15569878	0.25188795
a	0.011092507	0.025661292	0.029608551	0.027512642	0.030291855	0.061420135	0.10253929	0.049468685	0.06818713	0.109752074	0.13016777	0.3542981
p	0.0012636601	0.0020340276	0.0024489614	0.0019380482	0.0047643282	0.0065011834	0.0069753937	0.011966895	0.045944057	0.12933818	0.14357682	0.64324844
u	0.004994314	0.011847105	0.013236705	0.009321431	0.008294328	0.018539319	0.026989084	0.02436611	0.08336177	0.13416918	0.32913408	0.33574656
l	0.000167515	0.00037377456	0.0003990188	0.00031065615	0.00065694196	0.0007774763	0.000927115	0.0053624995	0.025984785	0.06917039	0.512321	0.3835488
i	0.0008034852	0.0016387956	0.0019711023	0.0017218218	0.0026007497	0.0056107584	0.010668174	0.016784161	0.06948231	0.11496761	0.35108638	0.42266467
z	3.3644374e-05	7.9419275e-05	8.3466766e-05	5.313739e-05	8.5794294e-05	9.581429e-05	0.00012317544	0.0019365931	0.005419412	0.015658358	0.71374536	0.2626858
z	0.0001965762	0.00037490705	0.00046692925	0.0004462416	0.0011952921	0.0019222754	0.0068101473	0.015157914	0.069112435	0.17280556	0.29703268	0.43447906
è	0.00031745667	0.0006934209	0.00086847274	0.00068879046	0.0018996535	0.002046418	0.0036045634	0.007521961	0.027892232	0.17483766	0.17473008	0.6048993
s	0.0004992751	0.001241495	0.0013476468	0.0010090834	0.0007489769	0.0029961693	0.003543794	0.023132484	0.017830072	0.044731956	0.33151314	0.57140595
s	0.00039139632	0.0011358917	0.0030215273	0.0041212193	0.005302518	0.0130661065	0.016040891	0.0140111	0.06518687	0.25138637	0.32158655	0.30474958
i	0.00019797296	0.0004128041	0.0005005292	0.000514661	0.0013072029	0.0034281053	0.0066461987	0.009546563	0.035213247	0.043017413	0.4509687	0.44824657
o	3.8023998e-05	0.000108362125	0.000112807706	9.632837e-05	0.00010543794	0.00020976919	0.00048444798	0.00088346284	0.00086356513	0.014462702	0.6825274	0.30010763
s	2.3152306e-05	5.6013276e-05	5.5450368e-05	2.3891589e-05	1.4485579e-05	1.9443796e-05	3.7751746e-05	0.00056692545	0.0012579093	0.010224746	0.65991026	0.3278099
p	0.00034927213	0.0008675531	0.0009696685	0.00077660976	0.0024855195	0.0039516357	0.009048128	0.02108403	0.09594396	0.3286244	0.30741328	0.22848588
ì	0.00012035942	0.0003165338	0.00063270424	0.000323777	0.00019917137	0.00021969694	0.0003336361	0.0040785624	0.013599876	0.07415284	0.5734741	0.33254883
t	3.2541688e-05	9.0447735e-05	0.00010676066	8.497686e-05	4.93264e-05	8.289082e-05	0.0001822236	0.0012704836	0.0034878042	0.030704953	0.565912	0.39799562
i	0.00031539483	0.0009658719	0.0020878597	0.0029960421	0.0063754236	0.011415412	0.012343512	0.013983938	0.06295142	0.38419953	0.26207128	0.24029426
k	1.2387789e-05	3.772656e-05	5.6681718e-05	4.986888e-05	3.4641835e-05	7.871744e-05	0.00015405384	0.0005890348	0.0011998165	0.039856367	0.60942346	0.3485073
a	0.00020094201	0.0005257157	0.00055622053	0.00041254694	0.0008701972	0.001807729	0.0040425323	0.009583226	0.057540666	0.19704708	0.21449369	0.5129194
m	6.03601e-06	9.043332e-06	2.8428833e-05	3.1257914e-05	3.356804e-06	7.3046244e-06	1.9915768e-05	0.0006383897	0.0007949516	0.018640067	0.69577396	0.28404722
è	9.381196e-05	0.00017393556	0.0001937797	0.0001217723	0.00023229604	0.0002750746	0.0009225799	0.005044482	0.019856628	0.06371939	0.17196997	0.73739624
r	8.862651e-05	0.000103935046	0.00020610113	0.00017890587	4.863136e-05	7.356994e-05	0.00015728635	0.0030224824	0.018140076	0.0666699	0.5293166	0.38199386
i	1.3990041e-05	6.135001e-05	0.00010626221	0.00010117202	0.00025490372	0.00027411175	0.0003154016	0.0032689548	0.023621576	0.21369399	0.5641139	0.19417438
</S>	7.4563154e-06	1.47429355e-05	3.1157855e-05	3.6580055e-05	1.3374245e-05	4.605957e-05	5.9418733e-05	0.0004915083	0.001227085	0.035347693	0.56995386	0.39277104
