 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a20	0.048499852	0.03940912	0.028146924	0.054692652	0.05301853	0.094418995	0.19259197	0.17005487	0.059474513	0.037334017	0.113261305	0.090939656	0.018157601
a3	0.0577452	0.046472993	0.04020629	0.047274668	0.03299221	0.052973602	0.111997835	0.13047852	0.091442056	0.026737025	0.1519736	0.15570104	0.05400502
a31	0.06009747	0.04918822	0.04369262	0.050491445	0.030245027	0.054790385	0.10578219	0.118356146	0.09801651	0.020694077	0.15311341	0.15901822	0.056514308
a13	0.06444757	0.05928192	0.019735562	0.03715574	0.02106505	0.03543668	0.1264214	0.10455108	0.029959412	0.09430839	0.20372224	0.15022367	0.05369125
a31	0.14314127	0.08055898	0.039013777	0.040340364	0.022319194	0.038206387	0.05892438	0.06339486	0.051468432	0.04425075	0.1477772	0.17335661	0.09724777
a3	0.08449416	0.0850997	0.014547072	0.027160253	0.010407653	0.01846109	0.074994296	0.05732021	0.01900784	0.1440049	0.21743906	0.1437453	0.10331846
a20	0.22007993	0.15753862	0.041729413	0.047943126	0.020348737	0.03552808	0.047257848	0.039118096	0.02728192	0.038502157	0.10390468	0.14299938	0.077768035
a39	0.16998224	0.09314117	0.031084515	0.031157823	0.013292369	0.02809704	0.050402537	0.04997321	0.044796634	0.07074206	0.14329237	0.15493068	0.11910732
a20	0.15105957	0.08015264	0.028834894	0.032483265	0.024017489	0.030856775	0.059615076	0.072629735	0.048938327	0.06696774	0.13730408	0.15423915	0.112901255
a31	0.11404739	0.058471337	0.025080906	0.029229967	0.025836915	0.032831557	0.081496365	0.09956616	0.06911825	0.0783707	0.13809898	0.14358737	0.104264066
a24	0.12706642	0.06359028	0.021208458	0.027078316	0.023102542	0.03479658	0.09509813	0.0988321	0.058329683	0.09492343	0.12921669	0.12709332	0.09966407
a46	0.21661842	0.15141162	0.03694795	0.04741063	0.029244184	0.034088723	0.04983777	0.04750096	0.028121818	0.042451948	0.09914223	0.13859375	0.078630015
a31	0.17604272	0.11189785	0.028741473	0.034843978	0.02009592	0.028542073	0.056907192	0.061883852	0.03814765	0.06402997	0.13211119	0.14638056	0.100375585
a18	0.14044757	0.09680191	0.021810351	0.03191409	0.020463504	0.030369168	0.0963655	0.09105587	0.029274678	0.09311089	0.13337442	0.12712169	0.08789036
a31	0.17326972	0.10687734	0.027305711	0.03341803	0.021781059	0.027786653	0.05751826	0.06547302	0.037923027	0.06997379	0.12959123	0.1437879	0.10529424
a20	0.11874304	0.10167291	0.025766728	0.038912795	0.020024937	0.02865793	0.091554716	0.08564984	0.016432274	0.092091344	0.15245223	0.1449132	0.08312812
a24	0.16873631	0.12582205	0.031539354	0.04023893	0.019150356	0.028584715	0.057446662	0.05622583	0.028964667	0.06590816	0.1348304	0.14974178	0.092810765
a31	0.18812892	0.15487464	0.043317582	0.058043547	0.030058427	0.03750548	0.056504	0.0479696	0.023203751	0.04517566	0.103137866	0.14407133	0.06800918
a23	0.07476706	0.08014407	0.033342432	0.040816177	0.011357311	0.028742481	0.07897593	0.060491532	0.010913868	0.11417655	0.19863069	0.17883627	0.0888057
a20	0.16731921	0.14188312	0.03918234	0.050510343	0.021957554	0.033307258	0.054890294	0.04757813	0.024675064	0.05281276	0.1258358	0.15736873	0.08267938
</S>	0.13692059	0.10673479	0.028290214	0.038481183	0.019950414	0.028856002	0.07749519	0.07677839	0.033885825	0.08104049	0.1429185	0.1439227	0.084725685
