 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
i	0.0138745062223	0.00476029132216	0.00361204781026	0.00487244676408	0.0418678931122	0.113785720282	0.521242564985	0.242043240766	0.0470031164339	0.00693814119256
v	0.0144644267408	0.00477878664072	0.00355793527009	0.00347441102136	0.0289469422374	0.0688861577607	0.477386998328	0.342084833589	0.0508483431446	0.00557109056419
e	0.0146931529136	0.00489219608024	0.00414259009003	0.00296824010712	0.0206679112791	0.0492972769202	0.414959056109	0.410286431196	0.0737856353815	0.00430746745473
n	0.0102064178712	0.00460701589341	0.00416157022001	0.00203551860237	0.0159555062597	0.0298361953067	0.340437184036	0.500931710399	0.0865033141272	0.00532560441824
t	0.00537801235707	0.0021490414978	0.00185360386334	0.00150851020079	0.00882716525323	0.0229363094356	0.269770460012	0.576554913466	0.0900240170424	0.0209979888061
è	0.00220231701902	0.00148439559927	0.00110344035111	0.00163246120026	0.00624994081774	0.0230841021452	0.298025043337	0.478274104489	0.163332725681	0.0246114324354
s	0.000858466379673	0.000828095136423	0.00060482448037	0.00144828596675	0.00328385307258	0.0215041400484	0.248033421112	0.374387411496	0.33013163856	0.0189198429785
s	0.000791934666558	0.000559516582141	0.000468336410123	0.000685407288917	0.00349873542419	0.0152498965495	0.196851713704	0.211806943832	0.410572146187	0.159515376993
i	0.00121739592219	0.00690903722738	0.00223785848671	0.00777588482964	0.00704302747473	0.0141958780498	0.153782944568	0.251803267944	0.354387482062	0.200647246331
m	0.00406244927406	0.00899935704246	0.0028019352089	0.0105386337099	0.00728725729158	0.0136114681166	0.110797617189	0.302380379315	0.428740120687	0.110780842777
e	0.010995566258	0.0124164776475	0.0050173871163	0.00720083366997	0.0175600915639	0.0123739361389	0.0718452297297	0.204299471772	0.580450010229	0.0778410303923
s	0.013563590086	0.0135853305492	0.00572312701543	0.00597516228999	0.0205990236213	0.011466505213	0.0510730645766	0.289379359257	0.54615721341	0.0424776355974
s	0.00806888202867	0.00533686794973	0.00231903574848	0.00261713428	0.0077927373071	0.00484283573767	0.0342061861922	0.421665739752	0.46532959447	0.0478210111991
è	0.00292292017622	0.00271438961658	0.00129733390283	0.00169740047667	0.0036011078357	0.00369596251256	0.0318481377307	0.340767366584	0.575295714823	0.036159658733
r	0.00106347009374	0.00127976174953	0.00068236124761	0.00115336539489	0.00157906432523	0.00287247322419	0.0249561839102	0.200478067528	0.734321221608	0.031614023911
a	0.00371106989958	0.0194226399272	0.0105878788092	0.0140812707676	0.0186300940884	0.0188385303614	0.0793732953034	0.165964407843	0.636138840536	0.033251999637
</S>	0.00685425044979	0.0381855539636	0.0207995874046	0.0275672803838	0.0364094300442	0.0359972001807	0.137290782652	0.191871483921	0.480081420268	0.0249430383185
