 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a	0.00406307981841	0.00404498875825	0.00199864453029	0.0232057748305	0.333788825719	0.154304636554	0.293929698273	0.105545377909	0.0163693000715	0.0522154908641	0.0105341868628
i	0.0204934300061	0.00621222448608	0.00333909914343	0.0190196209102	0.191780115906	0.158585346851	0.292381669424	0.129272909303	0.0744817726905	0.0787451336214	0.0256886592876
n	0.034470120002	0.00523548766203	0.00210949848114	0.00811840903673	0.0784043876353	0.068685783617	0.358602523141	0.275853869768	0.0863909295635	0.0598740285405	0.0222549267959
ì	0.0211965766873	0.00384425898734	0.000937070467047	0.00450510627891	0.0331872565451	0.0255630768723	0.476842421047	0.345633163256	0.0339286965212	0.0458458421802	0.00851653859863
c	0.00723061272243	0.00331947609578	0.000491695405682	0.00311505329297	0.0346341411817	0.0181824179574	0.538384607016	0.334819177752	0.0205088928404	0.0345995460601	0.00471443426621
h	0.00249140525581	0.00168196529859	0.000251645555227	0.00222891506432	0.0614023570606	0.0381405226525	0.499652062339	0.291785339251	0.0439629069468	0.0324694526867	0.0259334771887
a	0.0013001370936	0.0016969560662	0.000714213795076	0.00406797128811	0.0554150628535	0.0398157522175	0.378545434113	0.35232036975	0.0793039856489	0.0528710148956	0.0339491510629
p	0.0030717107312	0.0015202844554	0.000838965857025	0.00403809393937	0.0252699384512	0.0210735757392	0.236174121371	0.492688389917	0.114402691883	0.0761026816319	0.024819592021
à	0.0032982518604	0.00209782738513	0.000530022111008	0.00223861348979	0.0135226964837	0.0127927212464	0.199448317124	0.465023543306	0.175305647294	0.104392510544	0.0213498816737
r	0.00121760025347	0.00256497716171	0.000446525070336	0.00177873447993	0.0105899148279	0.00945084158213	0.219105625708	0.399448561102	0.241229149098	0.0868058461813	0.0273622492246
o	0.00200225586782	0.0040051727539	0.00477408069011	0.00676526714331	0.0137534066093	0.032759230694	0.171061458569	0.270200083701	0.197810791699	0.259702011394	0.0371662440749
n	0.00324681868927	0.00416950877797	0.0061903096587	0.00827253330777	0.0124203621031	0.037994703298	0.073827168523	0.164663364567	0.301121822566	0.345578793798	0.042514592025
t	0.00223500318309	0.00234694445266	0.00223818946157	0.00415466079592	0.0098879622677	0.0157362848327	0.0386275985077	0.127263178189	0.422511940855	0.180221011266	0.194777193008
a	0.0036737911477	0.00821731381755	0.00459246430052	0.0139101493653	0.0323531947559	0.0348932702776	0.0507838911692	0.0977724947297	0.269111116952	0.239963827089	0.244728456669
s	0.0052541135159	0.00931020655585	0.00523985563484	0.0158543784618	0.034882465192	0.0391969045592	0.0474612829231	0.0731819689099	0.228239752317	0.294435205696	0.246943844556
t	0.00325864599197	0.00365235696862	0.00193215769628	0.00660196829393	0.0158774466707	0.0152325854531	0.019944678841	0.0399085533033	0.292590194106	0.194611018565	0.406390374852
i	0.00432289701732	0.00749913815621	0.00493838084876	0.010304199898	0.0281339968902	0.0398894146177	0.030328889947	0.0383354794344	0.229327730035	0.280478559522	0.326441299284
n	0.00494535967244	0.00827470200707	0.00576970318592	0.010244046667	0.0280604858251	0.0461112033792	0.0306246604157	0.0297912628115	0.183115995345	0.337205326507	0.315857244095
a	0.00254365509081	0.00313217735736	0.00227875336497	0.00382596522333	0.0102959859367	0.0180197912997	0.0116509146719	0.0124106062038	0.145624289448	0.489211638836	0.301006223432
g	0.0022335289636	0.00150772737579	0.00112763458732	0.00182928659778	0.00471510974557	0.00876507141657	0.00579156822397	0.00957681066793	0.128287827483	0.696507102945	0.139658336544
l	0.00289006878787	0.00176327878193	0.00075144686144	0.00331149232259	0.00932250288186	0.00472730432219	0.00769510330799	0.0159576312226	0.161929272494	0.589460247648	0.202191652181
i	0.00321281366262	0.00220250912731	0.00150948088715	0.0042995260742	0.0136028559606	0.0150166126407	0.00946451686933	0.0150782259742	0.164970644165	0.583126649216	0.187516189394
s	0.00317098855421	0.0013264650691	0.00141294132638	0.0028038960914	0.0087675171202	0.0169626261902	0.00713613925644	0.0219555042247	0.139785658055	0.722428849739	0.0742494511313
ì	0.00208340229474	0.00100817571637	0.000546297632793	0.00180800324047	0.0042068976234	0.0061232107734	0.00556057968548	0.0241185203082	0.0715360650183	0.827983099913	0.0550257597104
a	0.0328677262082	0.00566697797212	0.00284825037093	0.00864496929016	0.0294071906578	0.0403116869911	0.0295883906285	0.0358199210027	0.0809989540061	0.676938243304	0.0569076739035
</S>	0.0645923931041	0.0101856694861	0.00532464718547	0.0161691061451	0.0564790233289	0.0771348334956	0.0549271653143	0.0580547005013	0.121796497003	0.480940911652	0.0543950279517
