 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
a37	0.034704663	0.156788	0.22609372	0.1809562	0.050190177	0.0594861	0.1471903	0.08946865	0.055122204
a31	0.08046766	0.100023344	0.13357054	0.10772057	0.07396793	0.07473664	0.08844779	0.08097791	0.2600876
a30	0.064445585	0.11887949	0.18391807	0.13665217	0.06823778	0.073488675	0.12192647	0.08856281	0.14388892
a21	0.070987895	0.09031797	0.11936806	0.09717255	0.06858096	0.06827077	0.06519286	0.06241294	0.35769594
a10	0.045171697	0.1617747	0.24827063	0.1888672	0.057952486	0.048551142	0.060895722	0.050992716	0.13752371
a39	0.07588088	0.10296145	0.14149763	0.112920865	0.07385897	0.08042555	0.13308047	0.10106884	0.17830539
a38	0.07613193	0.08905103	0.111745335	0.09420906	0.07160254	0.07238288	0.0781746	0.07427167	0.33243096
a41	0.04988681	0.14165595	0.2250888	0.16606346	0.05932645	0.051181212	0.04956321	0.04669975	0.2105343
a18	0.04256161	0.18433875	0.27040738	0.21258457	0.06187684	0.045420207	0.043309696	0.03988493	0.09961603
a31	0.045759235	0.18424435	0.27144876	0.21161087	0.061322827	0.04654901	0.05151035	0.04452084	0.08303374
a21	0.050889492	0.14942302	0.23847736	0.17647628	0.060456216	0.061741613	0.117675625	0.07624482	0.068615586
a20	0.08287396	0.08719826	0.115982614	0.09142806	0.061828464	0.063766636	0.06735981	0.06301204	0.36655018
a31	0.039623402	0.16934249	0.25105736	0.19647378	0.057523184	0.04601702	0.056262385	0.04608254	0.13761784
a28	0.07991072	0.108560026	0.14648686	0.11832527	0.08059515	0.081439205	0.099762715	0.087487504	0.19743253
a31	0.089902125	0.09279119	0.100679144	0.09453602	0.08615755	0.087617286	0.09797659	0.093044765	0.25729537
a17	0.08413239	0.09011948	0.09946363	0.09244583	0.08304052	0.08426151	0.09218883	0.08763586	0.28671196
a20	0.06611355	0.066627175	0.07076953	0.06734137	0.063077815	0.06472881	0.065642536	0.06400785	0.47169134
a31	0.06519205	0.08052758	0.10081275	0.08565886	0.06585907	0.06591642	0.06740447	0.06498626	0.40364257
a37	0.08282884	0.087013975	0.09284667	0.088506304	0.082630776	0.08375313	0.089449376	0.08489799	0.30807292
</S>	0.072592564	0.07140834	0.07262195	0.071464464	0.070075	0.07146463	0.073250994	0.07129935	0.42582273
