 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
s	0.0005084191	0.0057244883	0.003239128	0.0024597168	0.036114596	0.2297036	0.5836929	0.11962808	0.016204061	0.0027250503
t	0.003836246	5.6808203e-05	0.003248903	0.020475194	0.092238925	0.53731716	0.06263208	0.16248871	0.10677347	0.010932453
u	0.0036807603	0.001378406	0.003314974	0.0016063773	0.03182947	0.6821582	0.15659046	0.10841078	0.009958613	0.0010720611
d	0.00067696406	0.004257627	0.005331335	0.0014442339	0.0050231256	0.09850148	0.6423187	0.20740256	0.021597741	0.01344612
i	0.010212092	0.00039244152	0.0044995053	0.011315915	0.06819208	0.33779332	0.010086641	0.076488964	0.45652378	0.024495209
è	0.0023211683	0.02378748	0.020724108	0.0037023425	0.0042799744	0.019521672	0.60715693	0.23376511	0.07153132	0.0132099185
t	0.002345509	0.003510833	0.0040620985	0.0028933948	0.0024780023	0.008885131	0.25188744	0.16410649	0.5406767	0.019154381
s	0.0032511663	6.24885e-05	0.00035293918	0.0013074328	0.014898061	0.27048224	0.017164104	0.15338373	0.5387668	0.00033094376
i	0.07646678	0.107515864	0.14548638	0.03794982	0.08541613	0.100593776	0.052923057	0.18018661	0.2072439	0.0062176134
j	0.0018104186	0.006915123	0.014252918	0.005018843	0.0033550563	0.007714528	0.18208098	0.23843506	0.20249958	0.3379175
a	0.004405536	7.941317e-05	0.00018342138	0.00010808031	0.0024388395	0.007542244	0.0065775365	0.06905227	0.871922	0.03769067
m	0.0033613483	0.014047977	0.038722917	0.007756554	0.003121082	0.0029028344	0.06690816	0.10323894	0.5565546	0.20338556
è	0.007797738	0.00021862728	0.000335429	0.00015260518	0.0022596517	0.0020961287	0.002839588	0.051875327	0.8560817	0.076343074
d	0.001148525	0.0032674843	0.010457874	0.0019102811	0.00071488065	0.0004770209	0.007959665	0.017568516	0.7968681	0.15962768
i	0.005976981	0.007956569	0.0005355711	0.00037703232	0.0074156485	0.0015071623	0.00044381604	0.006006211	0.77644473	0.1933363
k	0.002460315	0.0074910494	0.016080987	0.008843498	0.005039806	0.0020462188	0.0041683232	0.005390642	0.14906919	0.79941
o	0.25566107	0.05299639	0.024158165	0.003221134	0.017308433	0.0027731045	0.001208166	0.0067823767	0.4173326	0.21855855
</S>	0.0022544246	0.007985573	0.014084131	0.0035727797	0.0025156832	0.00063498487	0.0013980096	0.0027434656	0.5317115	0.43309945
