 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
s	0.0014004337	0.008938325	0.009847026	0.0024545703	0.0013027089	0.0041414336	0.009282398	0.22903073	0.67505646	0.058545865
s	0.0010283187	5.5389755e-05	9.491976e-05	8.441926e-05	0.0036953208	0.0011611836	0.037516207	0.03325797	0.92287797	0.00022831385
i	0.027474737	0.07051628	0.112676874	0.029904343	0.007579018	0.01981437	0.13317145	0.38954777	0.19782574	0.011489385
m	0.0025210886	0.008360542	0.0147454385	0.006922737	0.003010579	0.0016446486	0.0014474785	0.08622534	0.42335436	0.4517678
e	0.008159037	0.00034265983	0.00033535334	0.00012208555	0.0017702436	0.00031315238	0.008455739	0.027806245	0.91516984	0.037525557
s	0.0027523905	0.009420121	0.025183454	0.007674823	0.0022837254	0.0019338871	0.0014088919	0.036746126	0.70307887	0.20951773
s	0.0084746	0.0006046876	0.000804204	0.00034335634	0.0014994427	0.00039793333	0.0027997561	0.021433908	0.92136925	0.042272903
è	0.002910632	0.0032956882	0.0029483926	0.0006395649	0.002359821	0.00030459632	0.0007683592	0.024006644	0.9353376	0.027428681
r	0.0034157494	0.008669062	0.017107349	0.004636461	0.0014560542	0.0006474543	0.00039972182	0.0051816874	0.6219665	0.33652
a	0.0006234123	0.0003051026	0.00028681834	0.00011585812	0.0012712966	0.0005687749	0.002039452	0.0017574119	0.9917984	0.0012335498
</S>	0.0040453346	0.016220517	0.028599026	0.013520778	0.004414974	0.0019321687	0.00063783344	0.0062824935	0.27709302	0.6472539
