 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a8	0.0059119626	0.0058017187	0.007665666	0.00490778	0.0041333656	0.012077427	0.035075463	0.03259871	0.06508545	0.26479182	0.12281635	0.11247512	0.3266592
a39	0.0009064105	0.0012739763	0.0015265876	0.002539547	0.0035531109	0.011136365	0.02274673	0.039757103	0.11147221	0.25715232	0.17666712	0.17032216	0.20094635
a20	0.0011025992	0.0013422054	0.0018569251	0.0014552672	0.0036130482	0.015553898	0.028391961	0.053604797	0.14104694	0.23403776	0.12545466	0.12603664	0.26650327
a24	0.0013514042	0.0020420877	0.0017223791	0.0011051851	0.0060570817	0.009785015	0.01539957	0.029936614	0.09566792	0.28291	0.18299875	0.15344605	0.21757798
a18	0.001531775	0.0022153733	0.0015259823	0.0015705649	0.008362213	0.010531788	0.019261641	0.032151684	0.077570386	0.26720965	0.14381735	0.18605052	0.24820112
a23	0.001877783	0.0023924978	0.0014323146	0.0019240283	0.008441627	0.011533971	0.020818457	0.034649357	0.06673765	0.260235	0.15108287	0.20809296	0.23078148
a24	0.005694477	0.0069582355	0.0059780097	0.0075008823	0.014378807	0.018565176	0.06878798	0.05191885	0.051821165	0.14290205	0.086175136	0.23151326	0.30780596
a31	0.0037435289	0.003096513	0.0024251118	0.002106391	0.007058721	0.011326703	0.022015966	0.052485805	0.085271634	0.16235197	0.1285132	0.22902249	0.29058203
a20	0.009254699	0.011352074	0.013396259	0.0028844662	0.004315684	0.01279906	0.046583638	0.05543205	0.07416665	0.16516803	0.18741289	0.24905442	0.16818008
a3	0.0028188978	0.0034706402	0.003271754	0.0008853331	0.005127029	0.018323435	0.022984894	0.0386813	0.11162572	0.28622028	0.16515905	0.13125777	0.21017389
a31	0.0017025813	0.002115107	0.0018383353	0.0008206746	0.005480682	0.014233008	0.016144073	0.03247998	0.117868274	0.30136007	0.19353531	0.12407697	0.18834491
a13	0.02647593	0.051771834	0.041052263	0.007912877	0.016191559	0.023388129	0.052330937	0.026847366	0.036777418	0.07577331	0.16163002	0.21326551	0.26658282
a31	0.008365396	0.0169626	0.009898663	0.0022386976	0.006917575	0.034823805	0.047546137	0.050197974	0.11646642	0.19055931	0.1576833	0.15226422	0.20607582
a3	0.02703457	0.041646283	0.04136707	0.009112627	0.021974994	0.028769128	0.028191362	0.015520894	0.036439527	0.051533427	0.17462549	0.21263532	0.3111493
a20	0.027289221	0.022669973	0.021198744	0.0077953087	0.012081053	0.032947686	0.045201205	0.055622395	0.1193506	0.12865934	0.15699211	0.18281385	0.18737842
a39	0.009891923	0.0111661395	0.0055201263	0.003463134	0.021512292	0.040416174	0.039578024	0.04619334	0.111301415	0.22578691	0.14008428	0.13723214	0.20785402
a20	0.005891757	0.009962284	0.0043026004	0.0021685453	0.019734778	0.035999976	0.035049733	0.043350425	0.112656794	0.25244802	0.14840811	0.13381524	0.19621171
a31	0.0036318935	0.007417529	0.0038122856	0.0015771894	0.011798372	0.029323608	0.030900858	0.04290493	0.123589106	0.2830347	0.15607664	0.12587424	0.18005863
a24	0.025689993	0.04183856	0.035952244	0.007091297	0.016081395	0.02266092	0.042871155	0.020532383	0.039597094	0.078982666	0.17580868	0.24489291	0.24800068
a46	0.011142494	0.019679679	0.016190765	0.0031964185	0.010573891	0.042295493	0.051185045	0.049242668	0.12551981	0.13837062	0.16936493	0.158803	0.20443523
a31	0.006955657	0.014281313	0.009954012	0.003920738	0.029002173	0.04492177	0.038770087	0.04309311	0.10502943	0.17473869	0.15080239	0.13593741	0.24259329
a18	0.01698648	0.029032407	0.031664077	0.0077485787	0.018897042	0.026177345	0.036679152	0.013618199	0.045204643	0.0764393	0.18451627	0.2537117	0.25932488
a31	0.01168335	0.019270217	0.019329023	0.0037096515	0.012589566	0.04753913	0.048476048	0.046806097	0.12487715	0.13580216	0.17751032	0.15355091	0.19885637
a20	0.015453198	0.025494175	0.02798968	0.008804998	0.020363448	0.029710496	0.037878357	0.011407532	0.05828235	0.08274035	0.18401466	0.23980129	0.25805947
a24	0.016700206	0.021042148	0.018980214	0.0048778243	0.014400219	0.05409892	0.056403246	0.060608435	0.13487221	0.16553201	0.15965867	0.14295329	0.14987263
a31	0.007728221	0.014592754	0.010670565	0.0025334104	0.020912485	0.043397166	0.04554269	0.05133634	0.13957125	0.2539327	0.15214357	0.113500364	0.14413847
a23	0.010049649	0.017563447	0.022035696	0.009058981	0.018275479	0.027311416	0.042528797	0.011048114	0.06213087	0.084965706	0.174015	0.29250818	0.22850873
a20	0.010428708	0.017015861	0.021902697	0.005884903	0.024231713	0.036971554	0.037920296	0.053989172	0.089453824	0.09989393	0.15247184	0.15807903	0.2917564
</S>	0.008717571	0.014155642	0.013619234	0.00653405	0.043683264	0.05018517	0.04620838	0.06813448	0.1106396	0.16430502	0.13657482	0.12478731	0.21245547
