 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a20	0.025126318	0.022770293	0.03376085	0.037668683	0.036425114	0.03379947	0.032836597	0.04306317	0.07340624	0.11372958	0.16255057	0.26827052	0.11659256
a31	0.024899941	0.021598605	0.034761395	0.03706471	0.037565015	0.03398741	0.033112712	0.04294652	0.0685863	0.12125105	0.17324167	0.26286247	0.10812219
a24	0.028452944	0.026743427	0.041872513	0.046475694	0.04486038	0.041751616	0.035959147	0.043160196	0.060075074	0.121945895	0.15913068	0.2444042	0.10516823
a46	0.03398682	0.032673914	0.044431943	0.053911578	0.04623552	0.044663537	0.03720572	0.042942796	0.06799364	0.10994413	0.12932026	0.23479941	0.12189067
a31	0.032411188	0.030490043	0.047048323	0.049159378	0.049449705	0.04706816	0.041268006	0.048289377	0.06053457	0.124700695	0.15960899	0.21181569	0.098155856
a18	0.033870954	0.03226653	0.049159046	0.054560393	0.051047746	0.049523465	0.040674046	0.048379228	0.06459222	0.12115198	0.14308953	0.20711814	0.104566716
a31	0.03737913	0.03574666	0.05369377	0.059820402	0.055261094	0.05417693	0.043977994	0.05193615	0.06787643	0.11772509	0.13059679	0.18587007	0.105939515
a20	0.03761078	0.035650097	0.053484723	0.057405174	0.0553349	0.053650748	0.045432836	0.0523257	0.061901342	0.11781388	0.1396409	0.20156194	0.088186935
a24	0.03996552	0.038349107	0.057555757	0.06493698	0.059209142	0.058104727	0.046536766	0.054896403	0.07074241	0.11438697	0.12005009	0.1729287	0.10233748
a31	0.036119953	0.034563974	0.052105054	0.05952135	0.05383746	0.05253803	0.04195476	0.049879603	0.06740072	0.11713213	0.1312737	0.19951868	0.104154624
a23	0.04039053	0.03835689	0.054000236	0.056548297	0.055252165	0.054144677	0.047685295	0.053435102	0.060489114	0.12073027	0.14178841	0.19151966	0.08565936
a20	0.03962396	0.037896402	0.05684537	0.06305531	0.05850095	0.057298906	0.046643697	0.054605447	0.06837945	0.115580134	0.12464986	0.17838521	0.09853527
</S>	0.040164284	0.038236994	0.053674366	0.056921043	0.054628015	0.05404186	0.0468546	0.053409785	0.065962225	0.12224436	0.13660201	0.17417195	0.103088535
