 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
s	0.04241769	0.001117033	0.02203542	0.016428376	0.05825051	0.014053274	0.038685665	0.021100508	0.010264939	0.46063337	0.2521083	0.06290488
i	0.868567	0.0029798874	0.0074650487	0.022805544	0.00888084	0.0073035075	0.007769421	0.014169768	0.011004203	0.009802333	0.008220761	0.031031705
è	0.0031120284	0.0032476995	0.0037864947	0.023719799	0.0147538185	0.009588483	0.010588553	0.013587622	0.031154493	0.21881326	0.50632334	0.1613244
n	1.1387158e-06	0.00014737665	0.0012337472	0.03499306	0.01874482	0.014008248	0.013812084	0.03392729	0.049735878	0.28571716	0.25334415	0.29433507
a	0.0016633697	0.001307481	0.03102563	0.045094114	0.15261479	0.07344537	0.08091346	0.065271035	0.018868277	0.23072799	0.10551088	0.19355758
p	0.012048356	0.46530604	0.102891006	0.07153261	0.1137162	0.0659224	0.057417035	0.045156717	0.03568462	0.016299909	0.0020437697	0.011981383
u	0.0014286794	4.7452708e-05	0.0009732189	0.015200942	0.009060288	0.0018324298	0.0042174896	0.0038266385	0.004977649	0.28828114	0.61287093	0.057283156
l	0.0001407887	0.008483035	0.0045043477	0.22384033	0.06740969	0.041446377	0.027492227	0.054588284	0.08336187	0.08607797	0.20946613	0.193189
i	0.0002217706	1.2128106e-06	0.00048171388	0.0042153075	0.0027274648	0.0010844874	0.0009922031	0.00093968265	0.0005694549	0.14608037	0.6662452	0.17644104
z	3.917411e-06	0.00026380035	0.00088110415	0.07294617	0.017979925	0.014255033	0.009163755	0.029576238	0.04805649	0.1499957	0.48011348	0.17676434
z	0.00054236903	1.8569204e-06	0.00051161496	0.002935455	0.0012668999	0.00070836284	0.00057931594	0.0006756035	0.00044764718	0.12693931	0.5853016	0.28009
è	0.062341582	6.498775e-05	0.0018616745	0.02556641	0.0044867513	0.0062625995	0.0040300973	0.016558899	0.01084508	0.029764077	0.08012043	0.7580974
s	2.8280251e-06	3.7846894e-05	4.4253833e-05	0.00322608	0.0009635596	0.0012127622	0.0010789204	0.0040615257	0.009237517	0.079676814	0.5892816	0.3111763
s	0.015070086	0.0007280325	0.010437215	0.020350438	0.061959673	0.009909682	0.024608066	0.011475054	0.0063078497	0.3722056	0.36731204	0.09963621
i	0.65316516	0.008792295	0.009554546	0.07249778	0.02081672	0.014626013	0.015490799	0.027765382	0.033603642	0.02079162	0.030212391	0.09268358
o	0.00019151442	0.00039121995	0.0006608606	0.010210237	0.0046685166	0.0030032157	0.0032430955	0.0052600917	0.015015248	0.15237536	0.6071374	0.19784322
s	1.5061259e-07	1.0451764e-06	0.0010833978	0.0223198	0.04150566	0.016892144	0.0070306654	0.0062117456	0.001362648	0.1524995	0.23155628	0.519537
p	0.00057570473	3.122564e-05	0.010147175	0.0017085596	0.009655963	0.01727289	0.0100383395	0.013957184	0.0017985181	0.10694152	0.04034826	0.78752464
ì	0.08186719	0.002007664	0.015323209	0.27527788	0.059892178	0.06456525	0.038792	0.11431587	0.071861155	0.021519512	0.031091675	0.22348645
t	3.1893655e-05	0.0002396696	0.00011168612	0.0043815575	0.0011185022	0.0011014754	0.0012606669	0.0032254562	0.013162377	0.11091722	0.7280028	0.1364467
i	0.26336	0.031634256	0.0076021836	0.028071165	0.06821544	0.0068718484	0.044990834	0.032943163	0.023236006	0.22851042	0.21895197	0.045612734
k	0.020673389	0.027461426	0.0233664	0.081421725	0.06271974	0.0267869	0.024852395	0.022199612	0.031880945	0.15495117	0.25008768	0.27359858
a	0.0014646614	8.670775e-06	0.0033919434	0.014085317	0.03692592	0.0036002314	0.005705571	0.0025441588	0.0022305173	0.37876058	0.4751626	0.076119855
m	2.4691205e-06	0.00017091888	0.000117400545	0.038657043	0.0042441636	0.0043197493	0.0025603469	0.01151904	0.028195918	0.047835033	0.46003363	0.40234435
è	0.0030135284	3.2102143e-06	0.005596693	0.011258076	0.029721802	0.004957679	0.0055228216	0.00259298	0.001059527	0.48629788	0.40097257	0.049003176
r	6.5161584e-07	1.4889946e-05	3.11119e-05	0.0018780691	0.000616979	0.0008817279	0.0009281214	0.0034255567	0.011858368	0.116326615	0.69199574	0.17204219
i	0.041344423	0.014739473	0.004524593	0.041112147	0.0541433	0.008427234	0.039349183	0.04521377	0.04697544	0.2489325	0.3463587	0.10887918
</S>	0.00039941212	0.00046992645	0.00168111	0.013098037	0.009847202	0.0050631682	0.0052336743	0.006402093	0.012120782	0.18502073	0.531551	0.2291129
