 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
i	0.0053723282974	0.006091170598	0.00806708016	0.34092919086	0.516200866	0.0993583478	0.007916152076	0.0025611046069	0.00415880802548	0.00920918968722	0.00013577414968
k	0.016741854854	0.00798022422	0.0046897145	0.119970834	0.57539223	0.17872303	0.046912686504	0.01679235069	0.018255264722	0.0085400612944	0.00600170978263
i	0.019441697548	0.00776409388	0.0069304412	0.1018695108	0.576153578	0.112117006	0.0776550904	0.06208923774	0.00183401446	0.0256420572448	0.00850327360774
a	0.0836054363632	0.0094180537	0.001873536968	0.05747284212	0.544925296	0.2162716666	0.06226160968	0.00905523482	0.0034178613378	0.00861569911826	0.00308278281088
t	0.009068153052	0.00327097852	0.00108885114	0.00920035272	0.4729951232	0.283103329	0.10747831714	0.057442303192	0.0299910906502	0.0194529592318	0.00690853077616
è	0.0084912849128	0.0018663797566	0.0022586982352	0.0113811582	0.441378016	0.1637672118	0.19109480326	0.148103187	0.005767160248	0.012569144554	0.0133229679188
r	0.042886272312	0.002721783738	0.0010204407088	0.006683290798	0.355727678	0.2169677672	0.2829241792	0.07344011178	0.00586037697	0.0100512380932	0.00171685393601
a	0.0006507466634	0.0034456549632	0.001714921454	0.01935198138	0.471841894	0.194770508	0.1350455321	0.1558088704	0.00470078536	0.003975828894	0.00869328585982
i	0.002607353742	0.00859055892	0.0031671435526	0.00797565998	0.1148470622	0.335608792	0.304354182	0.1373101262	0.0540786308	0.023881609966	0.007578889196
n	0.01150516534	0.003790718796	0.0014575573306	0.001292128952	0.0202917022	0.0855580776	0.400153668	0.354474756	0.0663581588	0.03416279942	0.0209552466168
ì	0.0075351535356	0.00493433453288	0.00602919998972	0.00300135794	0.0315757881	0.07207732066	0.3031725556	0.485656806	0.0289810578	0.02007423304	0.036962193662
c	0.00585266792	0.002271094712	0.000961301002	0.0017061297188	0.00931578026	0.0303313878	0.5337577634	0.320189518	0.06544137	0.016080017	0.0140930037
h	0.00737560847336	0.010401895878	0.00486766497394	0.008338752278	0.0317819388	0.06839042902	0.235632221	0.55788458	0.0442702324	0.01282106316	0.018235643326
a	0.00251274513734	0.001189514925	0.000338014559	0.00105716353	0.025338255	0.0532304735	0.31345735	0.453029333	0.0789991572	0.033165659861	0.0376823348568
p	0.001430689142	0.001067896436	0.00077234050574	0.002521249852	0.01487302068	0.01252927344	0.089315736	0.495318925	0.3210890452	0.0309013641	0.0301804736
à	0.0034259494534	0.00471998772908	0.003881843168	0.0025053572834	0.014623922334	0.01468194584	0.07379129132	0.500061788	0.1658865912	0.074535631	0.14188570716
r	0.001712773034	0.001923137674	0.00071868991	0.001101312086	0.0042170489	0.00514874464	0.15975571174	0.29213312	0.263906768	0.1672264722	0.10215623246
o	0.00052536593	0.002749228308	0.0018257835568	0.0010974965228	0.00653631042	0.02543726872	0.0700796744	0.49916851	0.223987488	0.12000681114	0.0485860546
n	0.001973157766	0.006636163696	0.00406570564	0.00496903668	0.01144762882	0.02028423602	0.01671372048	0.07613755434	0.4076699172	0.273941832672	0.1761610276
t	0.0033411827464	0.00963515000196	0.00526620133548	0.00221045020726	0.007076390871	0.010820451902	0.01069286844	0.282857217	0.35728965	0.23383715946	0.0769732652
a	0.0068712984154	0.00144706815248	0.000422864954678	0.00260078075326	0.006675890415	0.005327825628	0.13970834	0.1250855124	0.379380476	0.17256376362	0.1599162163
s	0.0025857418388	0.004681411956	0.0029885911524	0.008846809146	0.0314467127512	0.0215270138072	0.027586785144	0.0662987427	0.280530106	0.29380874644	0.2596993414
t	0.00404128754208	0.0124345185262	0.0043910663986	0.00192561391812	0.0009867038928	0.00168663131	0.0034283193	0.078373861	0.35524184	0.3243685072	0.2131216254
i	0.00795380020542	0.00096946269554	0.00122085459626	0.00314668704294	0.0060474542138	0.002712589922	0.0134534002	0.03618030372	0.476759106	0.276620385106	0.17493595632
n	0.002422717825	0.0053449076992	0.00330156312688	0.00620628566756	0.016231164746	0.0221611343586	0.015564537216	0.0325131061	0.1425795316	0.3394187846	0.4142562566
a	0.005322183744	0.0218556296734	0.00819020603489	0.00527234030631	0.0035795063786	0.0055406921016	0.001964461012	0.03333874246	0.252284586	0.371364794	0.291286883
g	0.0031008720976	0.006103291858	0.002053428848	0.0035036236884	0.0058793762208	0.004571353068	0.006162955162	0.0098777672	0.1448504946	0.6307255324	0.18317130324
l	0.0027678262554	0.0077565391723	0.00223098443456	0.00788826334518	0.0041623998898	0.0064346463484	0.001416194326	0.01846291254	0.1110118288	0.5231218164	0.314746608
i	0.00475787043236	0.00631844650432	0.00424435938082	0.00769399004604	0.0112099133822	0.004449550731	0.0074156231016	0.04509865386	0.2126723858	0.47182955848	0.22430963744
s	0.00355098248116	0.00679862664414	0.00181795091468	0.00380548871593	0.0154544170428	0.0105770902958	0.0057986166906	0.019835745842	0.146611172	0.3954655898	0.3902842952
ì	0.0027835077611	0.0201964545414	0.00482985764849	0.00268751654922	0.0016257368832	0.0009616235232	0.001974678734	0.03123308866	0.1367262852	0.583335608	0.2136456706
a	0.0025046087783	0.0040001907418	0.00129950758074	0.0076221290662	0.0191929294577	0.0151788095134	0.0040826995264	0.038144273046	0.13971489432	0.49944091414	0.268819018
</S>	0.024745226485	0.012604070804	0.002260742931	0.00832852561474	0.020586298478	0.0291815924848	0.0194445374474	0.034042845183	0.06447083012	0.1793530788	0.6049822304
