 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
ì	0.0015830618575	0.00538570246114	0.04296742114	0.0784680176	0.52644518	0.291449453	0.01827840826	0.01249547322	0.022927311226
c	0.0088110259806	0.001752392212	0.00642864548	0.0258993144	0.735836066	0.192226072	0.0200985918	0.00683793264	0.002109968768
h	0.00808016907054	0.0103725606784	0.019110338628	0.06700062852	0.364114362	0.482473936	0.0264372816	0.01175389032	0.010656845061
a	0.00466337838708	0.0038949196032	0.02149253228	0.0457004495	0.3000570486	0.507211324	0.0754251316	0.02109797155	0.020457269184
p	0.001903751508	0.001593439928	0.008339811686	0.01113305346	0.2197422632	0.484575954	0.2344658146	0.025651811728	0.0125941386
à	0.00149537592608	0.0025875588718	0.012889205349	0.015141236528	0.146544306	0.607106886	0.1303480852	0.048516470154	0.03537090368
r	0.010424706749	0.001067583422	0.0016060208	0.00239509704	0.2532988	0.405136768	0.1439658568	0.1292498166	0.052855322288
o	0.0004870565084	0.002769695157	0.005054996448	0.01033130038	0.23098542206	0.470420942	0.147180147	0.1022301966	0.030540249644
n	0.004925342048	0.00546997431	0.008703105808	0.0194871897	0.04024179478	0.15426915514	0.436769962	0.20587802064	0.124255468
t	0.0013479150042	0.0046401285621	0.0049626342014	0.012791284848	0.03474394353	0.3773918322	0.27225615	0.2399147558	0.0519513668
a	0.00199591908848	0.00160966779286	0.0123686379982	0.006363060024	0.021572324996	0.182442197	0.455293882	0.19721338886	0.12114092102
s	0.002765539272	0.003377083482	0.016748286218	0.011428065954	0.043637391592	0.08145006837	0.3966036474	0.259249474314	0.184740414
t	0.0018649335918	0.00389447152556	0.0015538301518	0.004328652856	0.00696217068	0.09170185332	0.384052564	0.3138005594	0.191840972
i	0.00328435443912	0.00280653436953	0.00731174465466	0.002500276198	0.005038450862	0.0632054553	0.476694748	0.2920274464	0.1471310011
n	0.0052383380008	0.00445189131226	0.0120553654593	0.014203284992	0.0400528501372	0.043665679254	0.2014080966	0.34110826948	0.337816233
a	0.00628762529532	0.00869759269286	0.0037932546039	0.0119885214878	0.00544598583	0.028143472474	0.2699998088	0.398077974	0.26756575
g	0.00765291684	0.003605939313	0.0051914007486	0.004109160648	0.012883433353	0.015031094779	0.1565933652	0.641110308	0.15382237772
l	0.0056186323198	0.00411577964008	0.00325072512894	0.0089819964392	0.003510336084	0.01491201648	0.11953827	0.530307804	0.309764453
i	0.00520134045592	0.0090329057844	0.0112852269261	0.0063675307436	0.0202592616476	0.0642926349	0.1652637894	0.48954603632	0.22875127592
s	0.0122094196186	0.00379724439336	0.0098174176711	0.0112952531787	0.0231731914247	0.027765035874	0.14361470288	0.4012470183	0.3670807424
ì	0.00345084016251	0.00659964360612	0.00266008902384	0.0015790611356	0.006723334385	0.02538224778	0.1107389908	0.610906556	0.231959248
a	0.0127189774866	0.0069205700704	0.0047025667312	0.0045768637936	0.0207347358618	0.015318954867	0.1504101964	0.5115715832	0.27304557
</S>	0.02093288874	0.0087935014664	0.019290714856	0.0305381207834	0.0255149095362	0.0192559243436	0.096372204102	0.1902813206	0.589020378
