 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
e	0.000543212425759	4.10452727883e-05	0.00016598908175	0.0069521510778	0.171318942943	0.542700688925	0.200768659994	0.0542452091717	0.0174140289019	0.00318488743361	0.000913162756973	0.000518471444368	0.00123357597774
f	0.000551581905253	4.19376242628e-05	8.95084499167e-05	0.0038612896026	0.127185823314	0.580728762975	0.212100243331	0.0510431293906	0.017692637634	0.00321158924454	0.00118390231466	0.000965321489823	0.00134428260025
f	0.000205260457641	2.72432787543e-05	7.43581313056e-05	0.00301301878087	0.107616117771	0.582622497658	0.198973977777	0.0683261227969	0.023936771878	0.00706081261485	0.00311309410489	0.00225210169661	0.00277862696675
ì	0.0010474925451	0.00280324506025	0.000463190220435	0.00162555670696	0.0500989365903	0.692637765886	0.149974309259	0.0699372099323	0.0176012361593	0.00668442319162	0.0028991273823	0.0018904392302	0.00233704649458
m	0.0013285597102	0.00374814761008	0.000658337906812	0.00216278856899	0.105254582863	0.638518861962	0.14656180642	0.0546871156441	0.0262457102531	0.0105410793839	0.00413920167477	0.0042551961414	0.00189858703719
m	0.000444070049733	0.00128091174103	0.000306610260937	0.00205405877966	0.118202615021	0.478527833987	0.25526777214	0.0613166452147	0.0527176310844	0.0149882297946	0.00595860412492	0.00612477094713	0.00281025424573
u	0.00105993096774	0.000535572794677	0.000115786010646	0.00072912028322	0.0405716415737	0.332877907996	0.37591229738	0.149488191738	0.0758228103615	0.0138349025982	0.00371854936164	0.00313972776571	0.00219356536524
è	0.00158790752258	0.000439377218226	5.70163802153e-05	0.000269041183073	0.0138410082912	0.133979080665	0.33920698246	0.361495220579	0.117945923454	0.0248382315327	0.00298954730721	0.00125085905524	0.00209976143841
n	0.00085293693697	0.000305573938509	3.30011275051e-05	0.000127158193024	0.00714972289707	0.0591353922217	0.289597324153	0.408689490193	0.131738384485	0.0517222998442	0.0166682382024	0.0221101012684	0.0118703201461
a	0.000324840653433	0.000156031891936	2.12483206017e-05	8.6063512008e-05	0.00490618367236	0.0324943145739	0.259090098051	0.409070013398	0.165691254828	0.0625691842814	0.0214370980675	0.0291077713561	0.015045873982
è	0.000169596727811	0.000171370823979	2.52974652006e-05	5.40228250027e-05	0.00170166019412	0.0124164994913	0.14939045935	0.491535687799	0.239528991609	0.0700978470938	0.0137728350225	0.011231788152	0.00990395842733
n	7.7841124537e-05	0.00012598060086	1.95822070669e-05	3.67378253342e-05	0.00079837250804	0.00621400973043	0.144882689783	0.4321226126	0.23150803387	0.0976337103646	0.0317492823408	0.0339263081507	0.0209048579758
a	5.62856384457e-05	0.000158898666487	3.6036721689e-05	6.66357654447e-05	0.000533357646013	0.00439370844348	0.133327055594	0.3373613942	0.29306576129	0.121087316788	0.0410596421136	0.0418687896169	0.0269851109919
s	6.06092994819e-05	0.000171846745162	4.13212940297e-05	7.10114316816e-05	0.000269913257004	0.00291111014783	0.130932757531	0.270339504733	0.36774662043	0.120332672263	0.0401929473712	0.0330656851056	0.0338639903306
t	3.23880700273e-05	6.1927770554e-05	1.51353458766e-05	2.64541134605e-05	0.000122150138668	0.00192662186594	0.127436785844	0.185159223244	0.33447644681	0.136814314088	0.0753764857904	0.0612114767019	0.0773405951102
u	2.67208342091e-05	0.000119333149351	4.47624930255e-05	0.000114481294187	0.000222382600889	0.00173363220531	0.0627365472813	0.155931209415	0.380616655603	0.179179011363	0.0825142905968	0.0554024639006	0.0813585260367
d	4.3335123403e-05	0.000142756376784	5.56620522752e-05	0.000147725813396	0.000281656988963	0.00170698958844	0.0428422530938	0.125313255472	0.401710475201	0.183808410454	0.0868671055323	0.0683241963002	0.0887561730122
i	0.000178595695801	0.000527904692595	0.000159528572025	0.000187408273132	0.000224600738321	0.00218883204948	0.0253202208313	0.0758871674907	0.287030715067	0.287031193485	0.135346731844	0.0802747881001	0.105642304337
è	0.000234083605267	0.000926889697532	0.000269040314008	0.000270230721044	0.000244533572774	0.00268181808316	0.0125420494104	0.118704292497	0.268176778356	0.356210871162	0.126680823948	0.0427163633667	0.0703422281123
t	0.000108185781856	0.000587892627511	0.000167090535569	0.000164839073548	0.000152638883258	0.00139322729105	0.00937176180347	0.130041057499	0.254427276119	0.273423403721	0.121915334649	0.126032135789	0.0822151660374
s	3.7961907952e-05	0.000200556966304	5.7570541623e-05	5.6283960216e-05	5.51836183193e-05	0.000508377765683	0.00545649451449	0.0619761179997	0.14378770204	0.212211527907	0.18579716155	0.228265108596	0.161589972012
i	0.000169306563217	0.0013963594509	0.000381211122741	0.000396673592572	0.000356679997673	0.00104041132723	0.00459874691816	0.0401517981666	0.20616609068	0.211902982636	0.190100190517	0.168547733532	0.174791808671
m	0.000422823897739	0.00189852833697	0.000520238800914	0.000556007840857	0.000576986705891	0.00146423657574	0.00806992580605	0.0330743407222	0.255848440227	0.194233044212	0.155463336839	0.143608688511	0.204263367557
e	0.00088300833258	0.00359093963232	0.00143976562697	0.00132676065695	0.00092459450863	0.00280043105858	0.00690984720202	0.0141185392407	0.139644869076	0.125506033071	0.209337128946	0.18587157617	0.307646455852
d	0.00087555512086	0.00406573031411	0.00171865722232	0.00154936309565	0.00094707125621	0.00307233726619	0.00384154550067	0.00707234431357	0.0774551573587	0.0972765080237	0.237436242982	0.215225002057	0.349464475284
i	0.00093691298362	0.00455360454137	0.00203533455411	0.00189835087522	0.00115264357207	0.00284903490206	0.00295048783356	0.00564814967119	0.0600118507862	0.0784723360079	0.220913770994	0.222839144019	0.395738405095
c	0.000993372977873	0.00472885875046	0.00214347861037	0.00201649342307	0.00122568699069	0.00276486690735	0.00244423277785	0.0049048257904	0.0416217732621	0.062012058336	0.207755646998	0.22441686134	0.442971868365
ì	0.00141774650929	0.00969661582015	0.00427994116246	0.00850188470569	0.00709534633023	0.00283312534245	0.00502024192595	0.00628340416347	0.0428079864207	0.045350391112	0.146750468999	0.225228347113	0.494734489455
n	0.00147564486286	0.0113262676067	0.00498593207099	0.0106520710452	0.00902488227941	0.00278555540082	0.00498586478532	0.00637730855449	0.0341835714736	0.0291928903707	0.134902743	0.300859052371	0.449248186485
a	0.000960793214053	0.0115688565356	0.00635172287383	0.0083814851584	0.0054231695958	0.00321948518694	0.00232544897177	0.00594402501816	0.0211192408245	0.0243588624569	0.128730494333	0.328272667457	0.453343735495
</S>	0.00118034680703	0.0174724597678	0.0102096681869	0.0114331550792	0.0063269437979	0.00502074274347	0.00203268083588	0.00859573650908	0.0169012399122	0.0165001647284	0.0980490771665	0.258370128729	0.547907642748
