 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
i	0.0104858646061	0.0160493784348	0.0269197883941	0.418073525954	0.387603006177	0.117464891226	0.0168465328328	0.00601388329838	0.00034014179378	5.32085223993e-05	0.000149781415391
k	0.00891903170203	0.0102144751449	0.0140867523314	0.321476295318	0.457294745392	0.146719757075	0.0299948212776	0.00906728793279	0.000943539247927	0.000800053375133	0.000483246648464
i	0.140882144901	0.0149572770483	0.0095371775338	0.231604301773	0.454721181797	0.111688368025	0.0278348192259	0.00618371571093	0.000989108072642	0.00104634873024	0.000555559757155
a	0.184887467834	0.0165021783494	0.00348019926793	0.135466199591	0.417762703932	0.174313221675	0.0459616568753	0.0197710924703	0.00111043688088	0.000376956769947	0.000367885460052
t	0.0633147677913	0.0066167334408	0.00129809922798	0.058082894197	0.481815144644	0.245093397225	0.104422928958	0.0325765238234	0.00386136772696	0.00147988571132	0.00143825845335
è	0.0913229649104	0.00274629967127	0.000454646095327	0.023769926199	0.459338314881	0.218741032408	0.161281249653	0.0332067652745	0.00524761350899	0.00197248983044	0.00191870123778
r	0.100449368389	0.00147347289709	0.000295757165776	0.030147723533	0.43704310496	0.215588020803	0.170082999884	0.0342408400915	0.00497371086966	0.00367782987015	0.00202720279926
a	0.0345423007487	0.00105577917236	0.000234836862925	0.031155330011	0.35830483832	0.364552180268	0.141625463295	0.0567388640305	0.00529740038989	0.00420142748005	0.00229162026642
i	0.0129635587162	0.00104042571745	9.65233796417e-05	0.010842212897	0.15905478844	0.407477010089	0.220866967765	0.17059594801	0.0115376124633	0.00185324705002	0.00367169675547
n	0.00473607013707	0.000497234385283	4.36012970806e-05	0.00370348541233	0.07394531748	0.252631613363	0.373100565922	0.22621232267	0.0388067434878	0.0134658743833	0.0128571597185
ì	0.00996906834402	0.000363660367894	1.91987518935e-05	0.00132145873078	0.04221818416	0.161008769121	0.467915088641	0.22162234089	0.0565754778293	0.0192480888944	0.0197386615728
c	0.0116974549536	0.000322025826631	1.25737611978e-05	0.000847739616927	0.0330475040533	0.172467494374	0.437819996214	0.24012693363	0.0619833376098	0.0221737123981	0.0195012148576
h	0.00390121930403	0.000123842434544	8.38051796593e-06	0.000647242405642	0.0289857848511	0.204942404791	0.295713088738	0.253793654543	0.105711264203	0.0563298241327	0.0498433086192
a	0.00137038869858	0.000101028353181	7.10786588864e-06	0.000293759678547	0.0128647316504	0.13366188593	0.153579692913	0.443837268181	0.126847746734	0.0569584367109	0.0704779688731
p	0.00173778511619	0.000312190084394	2.31678731962e-05	0.000220645252849	0.0110873717501	0.06431423731	0.104833537638	0.50651675606	0.125355524245	0.0802430075703	0.105355788958
à	0.00415126313873	0.000696574494798	3.85188727321e-05	0.000271211067616	0.0102036150167	0.03337915177	0.0804855598793	0.445878585353	0.179960841415	0.0974984781901	0.147436232986
r	0.00375731836624	0.000955039364933	6.57490455774e-05	0.000335380715872	0.00683022830557	0.0481153922567	0.0478141756264	0.442378741784	0.187254413805	0.130598368397	0.131895194329
o	0.00145948625208	0.00118106952164	0.000166180986526	0.000739167431957	0.00577300756852	0.0519986855522	0.0363544857088	0.340479397261	0.206716814602	0.168052109466	0.187079564776
n	0.000689131978027	0.000896783303147	0.000159732759642	0.000766705949419	0.00297572021617	0.0191440669741	0.0155781558029	0.21290806742	0.285113648201	0.227075343155	0.234692618259
t	0.000241074432342	0.000301632542782	5.38547678107e-05	0.000256374633706	0.00107513644706	0.00650938755137	0.00893859716763	0.0988823008067	0.314306426067	0.337723647718	0.231711572753
a	0.000114946767781	0.000180562560061	3.37067197336e-05	0.000328534123035	0.00155983409735	0.00462138542046	0.00556460128921	0.0827447736022	0.319430645356	0.290397442573	0.295023590918
s	7.8579822927e-05	0.00014136670302	2.72749912779e-05	0.000352652007712	0.00172598748912	0.00397214817682	0.00381959376307	0.0761181558674	0.300051268452	0.302471207524	0.311241753639
t	3.5227653109e-05	4.893802024e-05	9.50500086263e-06	0.000118138916704	0.000605910387373	0.00137998648227	0.00222243695436	0.0301357881558	0.251161382817	0.430834402508	0.283448251213
i	3.80278508363e-05	9.90202263133e-05	1.89346700242e-05	0.000290242969668	0.00117998416346	0.00255425854742	0.00202171588479	0.0238269925853	0.203462504272	0.387365334169	0.379142967071
n	4.11243592788e-05	0.000116130441804	2.21687670314e-05	0.000347579079899	0.00137298584549	0.00293968255181	0.0018747069816	0.0217027352951	0.174484294757	0.384657478056	0.412441122357
a	0.00012545146876	0.000237146743635	3.63277453671e-05	0.000653739499976	0.000896322706163	0.00255582511994	0.00169092541387	0.0094893160317	0.133141018252	0.497785492685	0.353388440786
g	0.000174101396253	0.000281405252545	4.17544219224e-05	0.000756152252625	0.000765268668721	0.00243991228831	0.00152804986796	0.00576910041057	0.0892682577507	0.538628564228	0.360347413595
l	8.28808876843e-05	9.88820343817e-05	1.48748148075e-05	0.000256475781842	0.00030985244724	0.000871932974437	0.000600380088653	0.00381411013686	0.0554594739169	0.512529388076	0.425961717865
i	0.000473013704828	0.000431399836994	3.22061206358e-05	0.000380215838947	0.00193600494008	0.00245912552148	0.000611772765551	0.00965974914562	0.033036027639	0.364008846025	0.586971619288
s	0.000603341607476	0.000542460328731	3.79424899986e-05	0.000419819234982	0.00252939604669	0.00309639208383	0.000629529245184	0.0117890031485	0.0266872668797	0.310727372008	0.642937473096
ì	0.00180776450836	0.00342255215931	0.000287224581453	0.0100788704003	0.0287864756489	0.0246282886046	0.00337626693839	0.0613619051495	0.0444092916266	0.287227837336	0.534613524365
a	0.00256147123612	0.00563111071977	0.000551909607151	0.0157393798001	0.043152035883	0.0420661528682	0.00906800814613	0.102597506383	0.0735055122089	0.182025892445	0.523101041455
</S>	0.00181034771806	0.00468932235988	0.000548428123575	0.0115342564	0.0300976914415	0.0366330739341	0.0117397893231	0.0895074351915	0.0803024661044	0.157609856223	0.575527370727
