 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
è	0.005127913	0.029693868	0.017482473	0.0036679623	0.013653946	0.13803144	0.06740492	0.12939394	0.046728645	0.034157492	0.03894847	0.47570896
s	0.00051056937	0.0006052355	0.00072047807	0.0018350277	0.0058376794	0.08242019	0.1868992	0.21799631	0.2566417	0.17531838	0.044045497	0.027169732
s	0.016973574	0.016564347	0.016880067	0.019175759	0.03431864	0.044839434	0.3315923	0.20939876	0.11455901	0.0750713	0.1073628	0.013264039
i	0.007872791	0.020389847	0.013722426	0.008233589	0.016371293	0.11643307	0.0978241	0.20816861	0.27043167	0.09944726	0.027594302	0.11351105
o	3.626153e-05	0.00018689563	0.00013036441	3.4504905e-05	0.00027122188	0.022812322	0.03491462	0.21297933	0.49498454	0.024402732	0.04564081	0.16360635
s	6.2442676e-05	4.990005e-05	1.1302601e-05	6.718427e-06	6.815808e-05	0.00043556507	0.008204563	0.035907246	0.4836129	0.15653338	0.24180703	0.073300816
p	0.00025556947	0.00014135304	0.00014901493	0.0001843491	0.0019461744	0.004270013	0.05240166	0.1248389	0.24910448	0.35077843	0.17512305	0.040807027
ì	7.802724e-05	0.00018981	0.0001359391	5.8930465e-05	0.0001433652	0.0014360386	0.0027356474	0.011643689	0.015341378	0.017429976	0.27144894	0.6793583
t	0.0013821716	0.0011317653	0.0010750556	0.001087294	0.0016340102	0.009012741	0.022514176	0.036442682	0.10285975	0.51050746	0.13999642	0.17235644
i	0.0045535187	0.0045104926	0.004530034	0.004642271	0.0063136076	0.009351362	0.032791972	0.03331748	0.048702825	0.14335854	0.56853884	0.13938904
k	6.144196e-05	9.960421e-05	8.203438e-05	4.226704e-05	0.00010396417	0.0012690384	0.003505555	0.016694047	0.075907215	0.10499209	0.18655597	0.61068684
a	0.0016942254	0.0015399823	0.0015833394	0.002026113	0.005535151	0.007869782	0.104194805	0.089857265	0.069975935	0.14917156	0.43920144	0.12735042
m	0.00022713422	0.0002017862	0.00024202916	8.1013044e-05	0.00015405643	0.0011106681	0.0036406189	0.014186734	0.05652487	0.5601665	0.11909618	0.24436833
è	0.002272386	0.0021583436	0.0022599269	0.00245856	0.004553466	0.0060473247	0.056553703	0.045448873	0.033149753	0.0998414	0.5265426	0.2187137
r	0.003655263	0.0031726372	0.0031305086	0.0027811157	0.0029624607	0.009943956	0.014845952	0.019339604	0.04966578	0.3983552	0.19260213	0.2995454
i	0.0018284305	0.0019011036	0.0018775042	0.0018439637	0.002159136	0.0034351228	0.006003105	0.007826271	0.013932097	0.10595989	0.4767402	0.37649322
</S>	2.9351484e-05	6.206579e-05	4.362832e-05	1.5254138e-05	2.6934205e-05	0.00020042957	0.00027837054	0.0011781905	0.0071300897	0.020213991	0.07244344	0.89837825
