 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
m	0.00021094056	0.0005458189	0.0018595592	0.016109813	0.5437148	0.115447804	0.2729999	0.0014431642	0.0032522208	7.652806e-05	0.04433946
è	0.002597296	0.0029975139	0.01327633	0.021157999	0.6312639	0.10948088	0.20379391	0.0053125136	0.004108465	0.0020886562	0.003922544
n	0.003884732	0.0030564482	0.012971386	0.042656433	0.24809739	0.5358832	0.06573883	0.063923374	0.005481896	0.003966839	0.014339426
i	0.013330265	0.013374355	0.020896515	0.02168776	0.73229635	0.13951547	0.04382338	0.0063081277	0.003419896	0.0005427237	0.004805107
à	0.00010800054	0.00041963925	0.00041456244	0.0019351402	0.08783544	0.41534725	0.27541098	0.10154477	0.021257726	0.00024494622	0.09548159
t	0.0007139462	0.0007188633	0.0018711643	0.0066239787	0.041028813	0.8051901	0.08357825	0.049151726	0.007939505	0.00016752051	0.0030161818
t	0.0027624483	0.0027137895	0.0037921753	0.005378487	0.29434475	0.059878916	0.25931984	0.08998861	0.07705477	0.06895094	0.13581526
o	0.0010348642	0.0022606368	0.0015499687	0.0029200797	0.022360839	0.02985255	0.057515908	0.11408183	0.019521214	0.06460301	0.6842991
n	1.5918851e-05	0.0001184755	4.6040106e-05	0.00021515244	0.00505038	0.09458433	0.11440307	0.60632104	0.054426175	0.00036152187	0.12445783
c	0.004171808	0.004107118	0.005790178	0.0074978406	0.39138034	0.082520895	0.29683775	0.13934761	0.03182367	0.022085939	0.014436813
i	0.0013038804	0.0028588513	0.0019013621	0.0025463717	0.07339743	0.5551187	0.051480774	0.052677386	0.0015407475	0.0098934	0.2472811
ù	0.00032850206	0.0010545166	0.00048653284	0.001065692	0.012345067	0.45341054	0.047728587	0.26287577	0.053844575	0.019666726	0.14719342
r	0.0010778301	0.0010291614	0.0015578726	0.0036751514	0.02576211	0.28987336	0.05944172	0.28674498	0.22463277	0.007111567	0.09909348
i	0.0016705489	0.0016091388	0.0017910122	0.002131368	0.056002483	0.014471732	0.060537994	0.2560574	0.061133716	0.5055515	0.03904303
c	3.4595974e-05	5.916002e-05	2.544664e-05	5.9515394e-05	0.00047181957	0.012749825	0.021819942	0.49183467	0.34455058	0.0017224957	0.12667187
e	0.00012421064	0.000112932335	0.0001568571	0.00021205246	0.013706912	0.010812046	0.01658334	0.09330861	0.034627	0.80660474	0.023751298
à	0.00021122953	0.00021643614	6.7011904e-05	0.00013287124	0.0013776603	0.009626396	0.027672233	0.12472479	0.7274498	0.029179575	0.07934199
t	0.001309951	0.0009934442	0.0008457461	0.0011649245	0.0032963331	0.005948641	0.009493561	0.035859197	0.7923572	0.015554191	0.1331768
t	0.00019888354	0.00019296835	0.00018639209	0.00020911825	0.0018960028	0.0009487507	0.0024389706	0.027963202	0.039256297	0.88040197	0.046307527
i	0.00015708298	0.00023912395	0.00016750219	0.00019104684	0.0003614828	0.008416249	0.0008262154	0.013454188	0.0067617204	0.75978774	0.20963761
m	6.9737864e-05	9.521288e-05	4.1037223e-05	5.588108e-05	0.0001648948	0.0026702809	0.001483558	0.021356197	0.1765203	0.0039211884	0.79362166
à	0.0011969989	0.0011441576	0.0011657181	0.0012552465	0.013982349	0.004809051	0.009865786	0.057070892	0.06129757	0.76286674	0.08534545
n	0.005261487	0.004194073	0.0035248403	0.0039342334	0.0045037544	0.007760823	0.006696104	0.012524652	0.36425433	0.058406297	0.5289394
a	0.009250464	0.008618463	0.008175332	0.0081086485	0.012255558	0.013352885	0.0067407275	0.014403804	0.27334452	0.37950853	0.26624104
</S>	6.5614906e-05	0.00011201705	3.9467453e-05	4.971656e-05	7.588204e-05	0.00056149263	0.0006005996	0.0016686092	0.15093459	0.026132524	0.8197595
