 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a	0.0001477	7.75709e-05	0.000262465	7.63889e-05	0.000449762	0.00536395	0.0178716	0.0380702	0.0333113	0.752199	0.0467532	0.105417
m	0.000274172	0.000437437	0.000749129	0.00011121	0.000327566	0.000666046	0.00210812	0.002742	0.00725317	0.249406	0.530182	0.205743
a	0.000403788	0.00110014	0.00469198	0.000446016	0.000936442	0.0110429	0.0747059	0.138881	0.10996	0.235434	0.222442	0.199956
t	0.000324556	0.000173664	0.000907657	0.00011657	0.000475975	0.00194296	0.00866166	0.0157364	0.00916792	0.620795	0.111326	0.230371
e	4.64087e-05	0.000245669	0.000451219	4.30311e-05	0.000165547	0.000498766	0.00234501	0.00269669	0.00269599	0.113307	0.455138	0.422367
s	0.000243552	0.000152697	0.000769359	9.13523e-05	0.000365685	0.00150156	0.00652381	0.0102635	0.00572674	0.477445	0.103655	0.393261
m	0.00010911	0.000264764	0.000981311	9.443e-05	0.000202861	0.000699895	0.00357069	0.00493034	0.00306543	0.0939852	0.270687	0.621409
à	0.000618112	0.000660688	0.00399894	0.000591758	0.00106271	0.00756079	0.0392016	0.109797	0.0328007	0.277306	0.0384203	0.487981
n	0.000515816	0.00448068	0.000643462	0.000219052	0.000409999	3.06908e-05	1.99179e-05	8.48086e-05	0.00140716	0.000744904	0.935229	0.0562144
e	0.000743498	0.00573455	0.00213472	0.000251887	0.00215225	0.00142408	0.00153587	0.00077016	0.00436193	0.0941877	0.821892	0.0648118
</S>	7.53155e-05	7.04485e-05	0.000257519	4.57577e-05	9.74015e-05	0.00013633	0.000270569	0.00100364	0.000665953	0.058835	0.0798761	0.858666
