 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
s	0.000740048	0.00258247	0.00067577	0.000667538	0.00106481	0.00194286	0.00414354	0.0936101	0.0197351	0.40906	0.231755	0.215398	0.0186249
t	0.000366237	0.00100096	0.000478227	0.000346327	0.00104915	0.00179326	0.00209498	0.142329	0.00790134	0.426494	0.247055	0.0543089	0.114782
è	0.000503465	0.00212796	0.000756865	0.000463492	0.00202031	0.00411814	0.00896383	0.255336	0.0232367	0.135644	0.173643	0.0142926	0.378894
c	0.000383375	0.00114196	0.000351824	0.000445496	0.000537485	0.000585546	0.00351713	0.00584783	0.0319968	0.523913	0.11085	0.174652	0.145777
e	0.00142051	0.00213254	0.00137912	0.00137412	0.00259555	0.0016138	0.00340456	0.0328824	0.0293715	0.476767	0.242012	0.170455	0.0345925
p	0.0001645	0.000418118	0.000170996	0.000162628	0.000260561	0.000483875	0.0097574	0.0245186	0.0204451	0.0697218	0.487449	0.0865624	0.299885
l	0.000277726	0.00061046	0.000302536	0.000256387	0.000621278	0.000503582	0.00105303	0.0239389	0.00399933	0.155003	0.328036	0.172773	0.312625
ò	0.000339223	0.00179916	0.000530868	0.000320169	0.00107104	0.00151369	0.00324254	0.0903995	0.00808859	0.117398	0.149631	0.0248221	0.600844
n	0.000385045	0.000912969	0.000313511	0.00040747	0.000392722	0.000254003	0.00132475	0.00158185	0.00619093	0.137337	0.127922	0.482178	0.2408
n	0.000827812	0.00091451	0.000657009	0.000715166	0.00107965	0.00061922	0.00140144	0.0104428	0.0080708	0.125408	0.33069	0.479554	0.0396208
i	3.1328e-05	0.000381516	0.000112308	4.36165e-05	0.000255465	0.00030338	0.000182506	0.00637708	0.00185892	0.143486	0.0480934	0.110167	0.688707
</S>	8.76031e-05	0.000303746	8.95938e-05	8.53656e-05	0.000109532	0.000154463	0.00135776	0.0050633	0.00239926	0.0160493	0.135719	0.129315	0.709267
