 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.000101961	9.95744e-05	0.000972165	0.00142115	0.00045184	0.134269	0.0982832	0.237486	0.0980756	0.129262	0.299577
s	9.70259e-05	2.38077e-05	0.000174689	0.000196528	0.000183331	0.0122369	0.0074329	0.181825	0.259691	0.225175	0.312964
t	3.72476e-05	9.85408e-05	0.000196001	0.000423464	8.44881e-05	0.0126014	0.0521889	0.367188	0.218439	0.142675	0.206068
i	0.000111314	9.41043e-05	0.00108707	0.00150337	0.000432934	0.12696	0.0461934	0.226881	0.139839	0.121727	0.33517
n	8.29416e-05	2.33669e-05	0.000145057	0.000171132	0.00014046	0.00712045	0.00323736	0.0775531	0.267737	0.262837	0.380952
a	9.68437e-05	0.000257831	0.000513379	0.00100246	0.000167051	0.013332	0.0281878	0.221636	0.31643	0.266321	0.152056
g	0.000249261	8.30555e-05	0.000355066	0.000428393	0.000378174	0.0175098	0.00263975	0.0495153	0.23176	0.218383	0.478699
l	0.000236894	0.00116812	0.00129721	0.00252683	0.000336368	0.0109312	0.0171792	0.0917028	0.297814	0.43396	0.142848
i	0.000452449	0.000420412	0.0015468	0.00166555	0.00116863	0.2043	0.0456578	0.0711856	0.0364838	0.0743668	0.562752
s	7.77094e-05	3.62578e-05	0.000206541	0.000235431	0.000102178	0.00233619	0.00154086	0.0123141	0.116763	0.253263	0.613124
ì	9.66993e-05	0.000157382	0.000954766	0.000625887	0.000150771	0.00937198	0.00970426	0.0698914	0.193521	0.580219	0.135307
a	9.74949e-05	0.00358083	0.000185391	0.000481985	6.46051e-05	8.27423e-05	0.00215995	0.0144185	0.0272735	0.759423	0.192232
</S>	0.000507686	0.000235295	0.00180527	0.000988913	0.000474345	0.00121883	0.000211144	0.00468818	0.0843874	0.510259	0.395224
