 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a3	1.1219561e-13	1.6194526e-12	2.886877e-06	0.00010159641	0.0022679865	0.0027422388	0.002999881	0.0019931556	9.427273e-06	0.019343866	0.011812464	0.037793774	0.92093265
a31	9.3934605e-14	1.5028534e-12	1.5565302e-06	2.798642e-05	0.0015746108	0.005363775	0.010148667	0.004194604	1.8801247e-06	0.008619919	0.0052921525	0.02097581	0.94379896
a13	5.4599553e-15	5.5410124e-14	3.9338335e-07	0.00038344352	0.018635748	0.05702182	0.054307673	0.0007257196	3.466291e-06	0.0006321725	0.0012250514	0.010828433	0.85623616
a31	1.2076446e-13	1.6916473e-12	4.829573e-06	0.00016322093	0.0036274293	0.013180404	0.023503827	0.01508815	6.00989e-05	0.015981046	0.009413903	0.03388112	0.885096
a3	5.572343e-15	5.1633573e-14	1.3530857e-07	8.6085616e-05	0.005091127	0.02293807	0.02421449	0.00064146594	1.0542376e-05	0.00092644495	0.0038584666	0.036565423	0.9056677
a20	1.4185285e-13	2.4331218e-12	4.3945734e-06	8.0474194e-05	0.0023790202	0.004435265	0.0057483087	0.0019499306	2.6369967e-06	0.009029635	0.007343608	0.034032423	0.9349943
a39	1.0843231e-13	1.894457e-12	1.0012999e-06	4.5244735e-05	0.0016076618	0.0021247687	0.0025135567	0.005555131	2.444451e-05	0.021451324	0.015396133	0.047318824	0.90396196
a20	5.095043e-14	7.6939285e-13	1.7611933e-06	0.000120392746	0.0033225925	0.00778131	0.010542706	0.013781434	5.4308337e-05	0.017326077	0.0135111585	0.047247034	0.88631123
a31	7.4949774e-13	5.8727988e-12	3.0749345e-06	0.00010888379	0.0029922947	0.0052137696	0.00666309	0.026202844	0.0014760741	0.043069478	0.033011865	0.09767241	0.78358626
a24	1.2335181e-14	1.531381e-13	2.4922474e-07	0.000113922106	0.0075821783	0.03078384	0.03215761	0.0015229887	2.6724834e-05	0.0011890654	0.0073765507	0.12582411	0.79342276
a46	1.9038089e-14	9.9784615e-14	3.9292948e-07	1.3432819e-05	0.0003702928	0.0034451701	0.012633808	0.0023169671	2.7450542e-06	0.0015469629	0.0018849801	0.008509468	0.9692758
a31	1.3611416e-14	1.5113647e-13	3.3070768e-07	8.429211e-05	0.003550775	0.018232873	0.02488745	0.0017072409	3.588576e-05	0.0018262352	0.010932121	0.09939363	0.83934915
a18	6.9494738e-15	1.3517251e-13	2.8477754e-07	0.00017938795	0.022216193	0.061389886	0.028238056	0.0037282356	2.7217315e-05	0.001204476	0.0034329335	0.07184533	0.80773795
a31	9.8551145e-14	1.0937478e-12	1.1562587e-06	8.2745675e-05	0.005489933	0.017957546	0.019873498	0.016187103	0.00022168232	0.023184175	0.014156325	0.054018173	0.8488277
a20	2.148944e-15	4.1100986e-14	7.2251474e-08	6.236023e-05	0.01856128	0.0790619	0.023649784	0.0040081507	2.0822468e-05	0.0016839632	0.004334692	0.049899302	0.8187177
a24	1.8772946e-13	8.24718e-13	2.3997026e-07	2.7729651e-05	0.004170808	0.0061627473	0.0034449524	0.012391407	0.00044889422	0.02929796	0.00804995	0.025651742	0.9103535
a31	2.494146e-14	1.7567942e-13	1.7803923e-07	7.93741e-06	0.0008238047	0.005420841	0.013506293	0.0033864526	1.0390311e-06	0.0030385638	0.003055425	0.018816274	0.95194316
a23	1.1175422e-15	9.416471e-15	9.524119e-09	7.183402e-06	0.0010818845	0.009838414	0.007465352	0.00089643185	6.925117e-06	0.00043864318	0.0019064952	0.023009973	0.9553487
a20	7.757024e-15	1.4443221e-13	1.3566405e-07	5.275917e-05	0.02303242	0.08137722	0.0209961	0.008814442	0.00010816841	0.0106786555	0.013219684	0.053246625	0.7884738
</S>	8.6145575e-14	3.6925405e-13	1.8302202e-07	3.2540604e-05	0.0064940066	0.00840356	0.0028999636	0.01351274	0.0002403196	0.020945275	0.004071115	0.013339089	0.9300612
