 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
ì	0.000221689105055	0.000822251838052	0.0121334681023	0.00318067626555	0.0588242869942	0.140584248381	0.51144040787	0.199958131396	0.0537877070182	0.0126586668367	0.00474580727401	0.000414309458656	0.00122836282514
m	0.000271731701685	0.000475837732684	0.00824829730077	0.00180792554185	0.0301293196647	0.11348225946	0.52353010929	0.223430143799	0.0737720326727	0.0175687032789	0.00557953880467	0.000498236172885	0.00120587407838
m	0.00519303110056	0.0111771186376	0.00868841700026	0.00316055403395	0.0269376458882	0.211339513153	0.52307548643	0.143922776266	0.0533631732242	0.0104949417263	0.00197386357056	0.000256383418962	0.000417066727793
u	0.00665603684352	0.0148345664625	0.00493844034675	0.00368135061132	0.0172327913961	0.226304496718	0.414714095477	0.229295603755	0.0636568514081	0.0100544798754	0.00403348911252	0.000194587987654	0.0044031907076
è	0.00225957741784	0.00541896480417	0.00199605256892	0.00211688633711	0.00673373383203	0.109838621239	0.345026598492	0.338256694585	0.125996847136	0.0362954676251	0.0159026540375	0.00206561645255	0.0080923135692
n	0.00416469346595	0.00337918620139	0.0181645565296	0.010585219179	0.00867455087734	0.0902079770797	0.332146846164	0.294964411528	0.149128095712	0.062728967875	0.0165827954958	0.00351710148418	0.00575558702307
a	0.00478951263398	0.00253359171046	0.0237422490099	0.0134599345263	0.00907815689245	0.0516698619932	0.245074093388	0.319917983843	0.204314588571	0.0896702712917	0.0258929989819	0.00305926682806	0.00679747750769
è	0.00164759798666	0.00121898423682	0.00843621076997	0.00561425147543	0.00353565706415	0.0185799765311	0.105816823796	0.353291261281	0.28049811619	0.137109553764	0.0657929573273	0.00542820894269	0.0130304241692
n	0.0151472449589	0.00351313030227	0.0121640825233	0.00814207232514	0.00629249385472	0.013483200077	0.111354492599	0.288424960427	0.298976692063	0.164194477921	0.0591199584758	0.0065010169809	0.0126861915564
a	0.019636930003	0.00424842223409	0.0135700488744	0.00931010417505	0.00735779691824	0.0111932051257	0.102570023866	0.211096523476	0.329443844021	0.193161845974	0.0745885955253	0.00563151319363	0.0181911283521
s	0.00821381501767	0.00238503127803	0.00596180509147	0.00406963361835	0.00362400203941	0.0040691478419	0.0604681309553	0.146581312825	0.43247556134	0.193031805325	0.113050903508	0.00587772493121	0.020191064384
t	0.00445415235589	0.00179066932601	0.00394157423049	0.00166587619945	0.00283158744647	0.00148888499063	0.0596397546518	0.147706595942	0.525142487113	0.149657068442	0.087488803836	0.00490047227707	0.009292008928
u	0.00162529106863	0.00103969740867	0.00272423897683	0.00200253213315	0.00245672988216	0.000875625093543	0.0362806068839	0.140427224647	0.432818389038	0.193683966147	0.135143292279	0.00938836639236	0.041534019176
d	0.00327205428954	0.00127539293622	0.00346814179228	0.00225416701105	0.00338695069405	0.000770313484514	0.0284348599613	0.0773068542157	0.415648289679	0.225777182049	0.159637307426	0.0116618353308	0.0671066597253
i	0.00387234356318	0.00142805257874	0.00343423898743	0.00347025040368	0.00333421216468	0.00116987279484	0.0252449461538	0.0438540834052	0.353361559893	0.32303129735	0.098711429142	0.0940610583103	0.0450266642418
è	0.00181657378773	0.00136257742625	0.00160938644248	0.00494867326789	0.00159558685489	0.00160446386495	0.00891514885127	0.0220430123684	0.145964916631	0.43834353245	0.0612969170473	0.276787749437	0.0337114554139
t	0.00119458023924	0.00110871650208	0.00170655460416	0.00311427051263	0.00090227825163	0.00106542307165	0.00803889491709	0.0232858823561	0.23340307221	0.411219897483	0.0349587130158	0.257114527812	0.0228871535946
s	0.0109341825897	0.037116484894	0.0190613679347	0.0429164524609	0.0308338661839	0.00854478747388	0.028478399639	0.0509324531187	0.330831307403	0.300582909161	0.0273750343386	0.102270715604	0.0101219864549
i	0.0141091951399	0.049490515598	0.0246698661782	0.0585560122536	0.041845387728	0.011464607558	0.0306992587797	0.0480081301062	0.196446786801	0.164790293054	0.134376808113	0.0601201502013	0.165422923952
m	0.0066712695233	0.017560614766	0.0140066355927	0.0221671926679	0.0158284434427	0.004343510696	0.0127756136932	0.0213165721021	0.190355763267	0.135248324351	0.253326669371	0.0442265957338	0.262172737984
e	0.00424783838777	0.007076611422	0.0107665503309	0.0108561943726	0.00800796934757	0.002450057542	0.00688068409773	0.0122647525674	0.186732020089	0.128328038117	0.257915253124	0.0871621575779	0.277311842661
d	0.0109449301426	0.00732960070733	0.0156262872436	0.00923840955753	0.0104256921159	0.00210751460067	0.0121413323659	0.0164527487225	0.107294133696	0.0964907593723	0.263496674375	0.127309295859	0.321142620887
i	0.0132550017475	0.00737123170244	0.0165130947479	0.0109000689525	0.0099139651053	0.00321854075356	0.013732523922	0.0170399711742	0.0776882307987	0.0772716664574	0.191651094792	0.334048855286	0.227395750296
c	0.0104588429492	0.00688030836748	0.0191666705826	0.0134623289842	0.0132536857684	0.00372252025119	0.012470766774	0.0190988296581	0.0598957104996	0.0679107381525	0.165057294931	0.425725151762	0.182897126765
ì	0.00956993294973	0.00663487322249	0.0199083770275	0.0127857666614	0.0140131199228	0.00269199188373	0.0119004231047	0.0194068380527	0.0533253805232	0.0487620397175	0.15127113631	0.468271460587	0.181458662255
n	0.00369936854991	0.00291828297416	0.0100349385092	0.0103117418205	0.00757384814093	0.00217561065124	0.00524823994823	0.0148220895176	0.0274233395311	0.0461388609058	0.0786535501033	0.679719053529	0.111281088418
a	0.00177669913997	0.00252227665805	0.0087436653364	0.0139920338735	0.00925603321364	0.00355646194041	0.00350426291608	0.0137831989392	0.0192268321437	0.0430798859686	0.0689029200344	0.514075619843	0.297580117139
</S>	0.00137541710499	0.00325214112902	0.0077207974182	0.0196434149368	0.0110747886068	0.0056145072202	0.00262836525804	0.0080061701196	0.0105222280218	0.0263291914843	0.0601441250172	0.308912562921	0.534776308569
