 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
o	0.00662009271106	0.0111534804053	0.0265861725016	0.542363187516	0.372082660262	0.0362281708332	0.00143894318077	0.00316973796924	0.000237608484517	9.51908174625e-06	0.000110352895416
n	0.00864133506469	0.00490778651843	0.0191526425005	0.380122789172	0.527138110087	0.0459255962777	0.00268262842692	0.0109041758097	0.000332757591506	1.52457775821e-05	0.000176897275139
t	0.00987300978823	0.00330221023948	0.0143047641668	0.362868663057	0.565350760029	0.0269922174259	0.00234861920897	0.0146520597699	0.000188590137169	1.05847590274e-05	0.00010846467238
a	0.00386154962508	0.00166491529316	0.00975202178893	0.184751645786	0.685008786676	0.099755825142	0.00726459966966	0.00707679485663	0.000680349655723	2.23227541758e-05	0.000161137718127
i	0.00140291042736	0.00118496327772	0.00429576486298	0.067961973362	0.571586028892	0.259253148381	0.0674663265566	0.0227070140522	0.00354757978524	0.000226478173059	0.000367772552709
k	0.00149539286579	0.00134234479257	0.00374289838766	0.0408222477873	0.529683676297	0.26068105946	0.0876954135189	0.0682495060174	0.00511777372841	0.000317397204353	0.000852251484236
i	0.00144168989393	0.000961668530857	0.00351629451922	0.0280441421291	0.527114238766	0.279661643153	0.082938809173	0.0701592243391	0.00505550537614	0.000216590718118	0.000890182281412
a	0.000677127869977	0.000794408410286	0.00141904349641	0.0101358786764	0.310787874922	0.369178614384	0.202739403058	0.0934897924464	0.00938990812538	0.000832608496039	0.000555329247137
t	0.00116353365666	0.000684220190095	0.00289643913214	0.00715459499213	0.245085506974	0.279504044795	0.210730857686	0.235714787482	0.0142377970418	0.00111242581201	0.00171579551571
è	0.00117161713222	0.000405813130032	0.00346877798405	0.00595937611738	0.226556808991	0.259176561598	0.240662609229	0.243511490494	0.0159226996806	0.00110687195067	0.0020573649719
r	0.000579788624073	0.000236897122011	0.00263286896802	0.00359848932579	0.14006965633	0.280229597199	0.261665364743	0.294967168165	0.0139286382269	0.00124408223689	0.0008474093553
a	0.000389675244691	0.00025794925267	0.00239967928934	0.00285419747526	0.0906753124433	0.2917445024	0.219987559914	0.313042187722	0.072909912409	0.00254340376563	0.00319560324977
i	0.000256734051564	0.00074087393089	0.000959897626447	0.00117097590842	0.0348344688144	0.243821467467	0.424348096638	0.170926527574	0.112637530803	0.00468930925521	0.00561412341659
n	0.00272600915052	0.0010600118103	0.00725228227215	0.00307039051947	0.0340693539381	0.114620514822	0.409648732213	0.349574079191	0.0676236652677	0.00388919195174	0.0064657514722
ì	0.00347542334017	0.000760695503433	0.00936496316072	0.00369307930649	0.0336330794127	0.0603045486073	0.420862290738	0.42417515973	0.0347029907559	0.00371347935058	0.00531429987073
c	0.00202344810339	0.000596826201144	0.00435863425691	0.00470228856883	0.0179101842376	0.0354222442024	0.422651290246	0.464208803243	0.033525323252	0.00702488761686	0.00757612733691
h	0.00227811890113	0.00201617920038	0.0031055489523	0.00591747058961	0.0150277584125	0.0229822837341	0.164117724749	0.739164167748	0.031199483084	0.00606647444062	0.0081248366303
a	0.00157239818704	0.00249998574679	0.0016743826841	0.00321645612987	0.00812683757083	0.0138614867447	0.087498341583	0.584715927583	0.261402217361	0.0173395897152	0.0180923757281
p	0.00220770401568	0.00141815742893	0.00523744052803	0.00373584870996	0.0186655742903	0.0169857344149	0.068434056861	0.487168380861	0.34604996112	0.0244937885717	0.0256033249094
à	0.00242732583856	0.000999664742977	0.00636730654268	0.00374760880332	0.0220157789634	0.017108491805	0.215004609954	0.502672326954	0.17863475904	0.0357571165239	0.0152650050698
r	0.00100302252619	0.000568922970992	0.00260595741423	0.00179626170111	0.0090759577878	0.010522557935	0.259244422651	0.527943842318	0.130072986347	0.049362035508	0.00780404012327
o	0.000580362855397	0.000811240746997	0.00160255170474	0.00174851500037	0.00512325229593	0.007801955145	0.095970400217	0.475625252439	0.260976645449	0.101859078503	0.0479007420411
n	0.00279299281847	0.00126203101567	0.00262199160158	0.00335857310012	0.012756245532	0.0201698438817	0.044899076739	0.388998375813	0.312698581816	0.138620106168	0.0718221606804
t	0.00374129125616	0.00216977587189	0.00299631170053	0.00535789336671	0.0161868296107	0.0277180372939	0.0233414503463	0.484386568604	0.306413860605	0.0927266987227	0.0349612693935
a	0.00181774758872	0.00290019439063	0.00196444466684	0.0049668067889	0.00807987447023	0.0141583194313	0.0133618005488	0.295601239035	0.335290100202	0.187194932908	0.134664558964
s	0.00406020131624	0.00255815423021	0.00177477312228	0.00417798566297	0.00488291405674	0.00769752094377	0.00993366761627	0.178489759178	0.302909520067	0.288159627636	0.195355884988
t	0.00465726533875	0.0020321737434	0.00142872537409	0.00421725258766	0.00356520295225	0.00617367291459	0.00525729837209	0.147636088393	0.482154300022	0.245898599212	0.096979418996
i	0.00226029107958	0.00340222041447	0.00121719355803	0.00363875249589	0.00301734951742	0.00367619717153	0.00443494875736	0.0612109899643	0.417943518674	0.277876633071	0.221321898332
n	0.00581743409319	0.00547320670482	0.00234621771934	0.0089722851653	0.00743108250581	0.0104558857905	0.00451317405245	0.0511068884881	0.169839611558	0.332043904357	0.402000289444
a	0.00836355859773	0.0117569053016	0.00299228583978	0.0111867218551	0.00940308150194	0.0138521429302	0.00777098791748	0.0498626258294	0.079534859186	0.477632268119	0.327644546481
g	0.00766388009924	0.0145652647672	0.00309525094659	0.016539436085	0.010735814834	0.0164608213101	0.00861035947249	0.0348956616098	0.0397270933953	0.58643406604	0.26127235216
l	0.00560843835308	0.0081073737224	0.00285406531553	0.0182719871617	0.010912098678	0.01774148667	0.00464974882416	0.0282860785366	0.0517134427984	0.610782432013	0.24107286072
i	0.00437738717103	0.0127211220408	0.00199640780518	0.0088382949539	0.00599502405933	0.00849001335667	0.00456349357472	0.0120690555122	0.0452851870328	0.638446990671	0.257217013573
s	0.00469024779034	0.0145803764803	0.00158833196839	0.00607765651797	0.00373762695311	0.00429900285222	0.00378297135824	0.00906344817073	0.0331205541109	0.639143230224	0.279916531191
ì	0.00291537413011	0.0078852181601	0.00126415098946	0.00467956313932	0.00261862748437	0.00251484008407	0.00245435525275	0.00765251972358	0.029103906337	0.628213863408	0.310697537064
a	0.0101669532434	0.0186441922534	0.00126398556315	0.00524591424644	0.00222150989479	0.00123168559469	0.00241482295092	0.00379690724119	0.010910839979	0.512937707803	0.431165422355
</S>	0.0181437411217	0.0300320186267	0.00132451483157	0.00679953512322	0.00199074004739	0.000819305697345	0.00221243962546	0.0032776816206	0.0062660028395	0.443940733902	0.485193236177
