 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
t	0.00287956429388	0.000413201319108	0.00332779950891	0.0372505040166	0.125790914959	0.0807761847073	0.685527455168	0.0634581138463	0.000542047365021	3.42343975957e-05
è	0.00101413090796	0.000161003244036	0.00119068119964	0.0228146565722	0.0552197843197	0.0362310815691	0.786099061723	0.0965782012821	0.000662188371674	2.92315508652e-05
l	0.000641409495987	9.09130513453e-05	0.000603327143213	0.00944008642407	0.0253745907732	0.0221272341897	0.784067307241	0.155944157094	0.00165918227389	5.18074519551e-05
i	0.00332130145533	0.000773440367115	0.000977305381071	0.00564643547469	0.0178224372577	0.0187364330632	0.535900232414	0.407270845698	0.00929834742463	0.000253233553985
n	0.00402829109511	0.000990855935038	0.000955690938024	0.00302112915823	0.0110458839526	0.0149265251211	0.292993470805	0.647847651899	0.0238016958082	0.000388833661328
a	0.00168996767504	0.000458977617679	0.000451662873675	0.00122171068608	0.0052173769842	0.00849253614037	0.195712220268	0.731216800633	0.0539050839361	0.00163366174378
d	0.000874223375013	0.000288710605893	0.000271330631725	0.00056560911536	0.00271704040807	0.00949897171346	0.140112776756	0.762855200211	0.0750679179787	0.00774819518126
i	0.000347386658338	0.000119968012631	0.000104611076742	0.000259442121787	0.00138256560602	0.00730623265115	0.098725233252	0.752968866737	0.12588990266	0.0128957943938
v	0.000206016852779	7.24175215437e-05	5.34767372473e-05	0.000135673242262	0.000788636898673	0.00375249746372	0.0574636304173	0.702512108912	0.207468297553	0.0275472444646
e	0.000156615129926	5.42868858479e-05	3.20194667491e-05	8.8715503754e-05	0.000425328402891	0.00249161088124	0.0303412604724	0.550970612971	0.352999992518	0.0624395671549
n	0.000131058985642	3.6212320616e-05	2.3704749583e-05	7.73400825847e-05	0.000250150330964	0.00116768937041	0.0147486870241	0.368570834324	0.543624420839	0.0713699280516
t	0.000122898173881	2.59423854387e-05	1.59306225777e-05	7.62184845282e-05	0.000140538206321	0.000612714237637	0.00799843534137	0.237319881441	0.68667912028	0.0670083030172
è	5.51599552937e-05	1.00094762796e-05	6.58845470923e-06	3.41487263094e-05	5.79383674403e-05	0.000225267784712	0.00475269334712	0.11975463848	0.824222453427	0.0508810533391
s	3.08510887646e-05	5.20891765987e-06	3.96379650308e-06	1.62074375698e-05	3.59173051468e-05	0.000144290602904	0.00280698314904	0.07813133416	0.894240897809	0.0245842984464
s	0.000314604754588	1.022436622e-05	6.06757713436e-06	1.85683001899e-05	2.61549030489e-05	0.000102466492968	0.00197678854968	0.0589711680533	0.913453315936	0.0251205848155
i	0.000475164884863	2.22167394067e-05	1.68448445448e-05	2.84416523966e-05	1.4983581683e-05	4.9515519656e-05	0.00119195505989	0.0248941744278	0.751541031979	0.221765610605
m	0.000233823335221	1.89077347022e-05	1.64763668316e-05	2.16139792989e-05	1.01337570943e-05	4.71363342187e-05	0.000587815563297	0.0190211572193	0.691768753993	0.288274136202
e	8.17661003403e-05	7.33888130073e-06	6.2511839272e-06	8.11942537963e-06	5.29537873143e-06	4.05124367396e-05	0.000346265832099	0.0170741728398	0.732078034664	0.250352234734
s	3.11682998801e-05	3.39171319358e-06	2.8348019224e-06	4.11129843988e-06	2.85857281048e-06	2.72492832465e-05	0.000214483715033	0.0102763873799	0.755188908221	0.234248601578
s	1.41006408934e-05	1.43703712453e-06	1.0645502808e-06	4.32278467996e-06	2.11062287016e-06	1.66205108155e-05	0.000221988931678	0.0105746617933	0.877199116074	0.111964537193
è	9.6630166978e-06	1.29058830818e-06	1.13835952027e-06	3.89495612665e-06	1.83420895672e-06	1.02098966718e-05	0.000145713075893	0.00666803316443	0.903195272025	0.0899628890643
r	6.79639826593e-06	1.24355120273e-06	1.18730147342e-06	2.39285814222e-06	1.75557835224e-06	1.04953632239e-05	7.83623439643e-05	0.00544153628814	0.921556757342	0.0728994196881
a	5.57700418886e-05	7.60243003424e-06	5.95723505781e-06	1.13599555807e-05	3.03512525075e-06	1.24080260746e-05	5.48698326548e-05	0.00480520376805	0.646825105781	0.348218633229
</S>	0.000105452695944	1.42613935171e-05	1.11792800289e-05	2.08024827904e-05	4.38308847537e-06	1.53202540373e-05	4.35526633274e-05	0.00242893139203	0.361341532891	0.636014516615
