 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
t	0.000859110156717	0.000523568725285	0.000266786482711	0.00262835361224	0.0484745811337	0.700865556569	0.206048621455	0.0391064193326	0.00112684528834	8.10737954842e-05	1.3927921089e-05	5.11192051738e-06
è	0.000344217050572	0.000211250266762	0.000130421983904	0.00113847507741	0.0351365386779	0.65204623219	0.246895097152	0.0624007787775	0.00156979346278	0.000105061501828	1.59804388897e-05	6.12444425579e-06
r	0.000177444396857	0.000107873645587	6.5445682968e-05	0.000453278835803	0.0244065881926	0.673704857397	0.233620559051	0.0611021439258	0.00624562728759	0.000105619900609	8.1510264899e-06	2.40153301526e-06
a	0.00191426419562	0.00296950865186	0.000686056716323	0.0023615200386	0.0211968316975	0.481166719132	0.29821755635	0.167006486642	0.0202903880959	0.00370588192687	0.000428679555497	5.61217875184e-05
i	0.00291081933187	0.00427931275062	0.000936771455441	0.0031409267462	0.0077728975725	0.232650806377	0.305170168783	0.341215448881	0.0893018043653	0.011734913309	0.000798216795166	8.79232291728e-05
n	0.00142714508496	0.00181529342087	0.000375035463147	0.0012673757874	0.00284507191417	0.102806896459	0.255907482928	0.45737376296	0.161209258122	0.0142492107697	0.000652528651722	7.09601383909e-05
ì	0.000566346222653	0.000708121187623	0.000168837352382	0.0004783975978	0.00114098697472	0.0537440878197	0.190747820976	0.580660807653	0.152733132707	0.0184799272566	0.000508548807241	6.30239694636e-05
c	0.000319973224218	0.000343835487874	0.000101899943461	0.000212162091267	0.000485696201573	0.0315306142732	0.0956978063253	0.551651369218	0.295847514236	0.0228869364189	0.000846866582414	7.53556078212e-05
h	0.000282074551406	0.000219178171291	5.4253901487e-05	0.000104931422422	0.000272912437191	0.0219622790911	0.0459212467751	0.321169049739	0.560256184745	0.0479229641396	0.0015452289608	0.00028973582594
a	0.00124191233047	0.000293630883764	5.51334781623e-05	0.000129384004141	0.000157529642397	0.0241575130304	0.0258369862584	0.194381643246	0.606798291582	0.131532842713	0.00749714598693	0.00791801985198
p	0.00144337281769	0.000232942435021	4.53665889208e-05	0.000119604945714	8.0479889799e-05	0.0158068097001	0.0141790907528	0.142215608415	0.559826380527	0.228458984238	0.0268386046623	0.010752795884
à	0.000526019976763	0.000114043400107	5.77484058403e-05	5.68118895713e-05	9.9521508933e-05	0.00994328892337	0.0094865999176	0.094333756805	0.448419650176	0.250916081413	0.176035941554	0.0100105805613
r	0.000446061835588	0.000234726591369	0.000101479578613	6.39211515238e-05	0.000130574311644	0.0103542219745	0.00724848757253	0.0636631726017	0.345834273392	0.279487590471	0.268710613851	0.0237249255204
o	0.00120418335853	0.00211351960712	0.000468725542871	0.00143378287551	0.000283511125881	0.0074503940915	0.00466713312418	0.0265261712006	0.245613937631	0.332165990157	0.258335591284	0.11973709584
n	0.00129773288618	0.00258751635904	0.000559311491957	0.00186611050517	0.000311836539294	0.00411640041717	0.00302994318806	0.0132805590669	0.18578102571	0.315060140052	0.329508523761	0.142600909613
t	0.000514099160393	0.00087802287968	0.000197071656986	0.00062863795589	0.000114360221598	0.00145400530239	0.00134698327602	0.0093479010223	0.20778846857	0.367199656684	0.346087081254	0.0644437485377
a	0.000207182601798	0.000338217585227	7.27993889953e-05	0.00022854353413	4.23322916993e-05	0.000578650270797	0.000682940952007	0.00520511610743	0.11840175219	0.354521802228	0.353801930418	0.165918760513
s	9.36113609327e-05	0.000154399077742	3.13203508318e-05	9.44000202433e-05	1.83658357664e-05	0.000247322155599	0.000539971777336	0.00638025913581	0.0648743433967	0.264912260743	0.465339280139	0.197314470171
t	3.52210769776e-05	5.4025290814e-05	1.16782170439e-05	3.26864848478e-05	8.37220312213e-06	0.000100646221866	0.000557616509112	0.00809623684527	0.0713447644656	0.295591796914	0.537541140046	0.086625785057
i	1.98028703259e-05	2.5893668838e-05	5.2109582813e-06	1.33591618493e-05	4.07726487404e-06	5.11005872887e-05	0.000309778548704	0.00427140074842	0.0545040699885	0.248705273638	0.527174280015	0.164915696686
n	1.36246362753e-05	1.74784170793e-05	3.89847419377e-06	7.4624679831e-06	3.76570112468e-06	3.77997810962e-05	0.000279512811901	0.00418644641614	0.0344645918295	0.196682145879	0.573420950005	0.190882300229
a	1.49225039251e-05	2.71937531598e-05	8.18349649792e-06	2.3924658361e-05	6.11470854156e-06	3.70969996987e-05	0.000277587693967	0.00412190184538	0.0249090887432	0.17013803696	0.694252753335	0.10618321641
g	1.77714321417e-05	3.07915015533e-05	1.01353794993e-05	2.98482311203e-05	6.77368314719e-06	2.89000688996e-05	0.000138857644656	0.00270900295513	0.0137100867144	0.11209576732	0.785701697778	0.0855203838033
l	1.36771855472e-05	1.41399111178e-05	5.4162762331e-06	1.16398693734e-05	4.34309404906e-06	2.25951402999e-05	9.42066082187e-05	0.00237933290171	0.0173403432381	0.13399214244	0.780673085926	0.0654490746011
i	9.18779364907e-06	7.52388580593e-06	2.4531871777e-06	4.5852035578e-06	1.99544232635e-06	1.82670036e-05	5.34512003062e-05	0.00100432492057	0.0138181818294	0.110711069147	0.680637481975	0.193731491534
s	4.74801081636e-06	5.05839520198e-06	1.62383349257e-06	2.44580441927e-06	1.57847645212e-06	9.31878453333e-06	5.69119276687e-05	0.000784014043523	0.00721079902647	0.0811818467157	0.674533270658	0.236208382845
ì	4.14897540545e-06	4.96787680066e-06	2.51227689752e-06	2.72843960642e-06	1.98402585071e-06	9.16650334444e-06	6.16607692229e-05	0.000724677354508	0.00489603198549	0.0717934645719	0.802920586886	0.119578063282
a	3.10822578018e-05	4.21432050669e-05	6.22197696584e-06	1.63463832021e-05	2.92230425024e-06	4.22013854481e-05	3.30075070743e-05	0.000265707908503	0.00169957654916	0.0282046894906	0.594202235629	0.375453884427
</S>	5.70460739009e-05	7.83976025335e-05	8.93703848292e-06	2.9142261601e-05	3.84025087512e-06	7.3413372724e-05	2.74190895372e-05	0.000138023479752	0.00086864814058	0.0143534861953	0.328242297814	0.656119372214
