 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
t	0.000811467150907	0.000914055988707	0.00141907572274	0.0139092571859	0.550951329822	0.341822880566	0.0874576755413	0.00255785603343	0.000131697109608	1.81292749808e-05	6.58361750659e-06
è	0.000338182751636	0.000515715629569	0.000571851958247	0.00891231813863	0.466223559941	0.364277876855	0.155112688514	0.00383221097781	0.000186872259869	2.06925635769e-05	8.0175438522e-06
r	0.000202195173879	0.000364157926523	0.000237717110082	0.00586329878954	0.45589296998	0.351478758952	0.171580579505	0.0141169909593	0.000246484836623	1.34307197756e-05	3.44805633407e-06
a	0.00208817340796	0.0116885172422	0.00317718628003	0.00539757519651	0.31116790666	0.324556959651	0.299646423168	0.0346853989864	0.00688984917887	0.000629186776592	7.2860060478e-05
i	0.00317745876932	0.0161239310807	0.00441097317668	0.00253203500884	0.142052327553	0.236893803217	0.437901601056	0.130935538329	0.024613116393	0.0012392660922	0.000119971021493
n	0.00156899068411	0.0061052584289	0.00176588715889	0.00098464142628	0.0575682016843	0.173387237739	0.483743580352	0.243796572776	0.0299451217977	0.00103303023073	0.000101514305164
ì	0.00059740531237	0.0023555049783	0.000640820676297	0.00039949404676	0.0271494463948	0.12414323658	0.557587493451	0.253034870925	0.0330902295992	0.00090700567691	9.4529658388e-05
c	0.000307832837457	0.00109902713877	0.000266894554766	0.000188385770253	0.0145920887983	0.0598642941933	0.509047404484	0.375528190308	0.0375327698664	0.0014603954923	0.000112729482796
h	0.000224295429152	0.000445079308923	0.000118446044255	0.000108183013418	0.00945079893277	0.0277077858978	0.288472060161	0.612935730103	0.0581003886221	0.00212364923077	0.000313573180932
a	0.00113059334972	0.000702533352974	0.000130405708085	7.52132411393e-05	0.0106656783109	0.0141084590326	0.14770359872	0.634374496701	0.169577962874	0.0106388856103	0.0108922009703
p	0.00135573367224	0.000727441499458	0.000119166482362	4.94730693798e-05	0.00743044689363	0.0072504687442	0.0956803315733	0.527853252234	0.304964820958	0.0396045575368	0.0149643759234
à	0.000484486186413	0.000273684071619	5.41328837873e-05	4.68864121266e-05	0.00488028692121	0.0053892030814	0.0594702915244	0.385965980745	0.301654003653	0.229475225846	0.0123058369078
r	0.000371942968804	0.00020583357054	6.62266512624e-05	6.96500087089e-05	0.0053690860404	0.00468363082713	0.0354705928415	0.264009893582	0.301374861218	0.358311121949	0.0300671453026
o	0.0010116238896	0.00725693251351	0.00129386687375	0.00028237579757	0.00443479658013	0.00323831914238	0.0150717569138	0.171876329427	0.316222127073	0.33431821065	0.144993666434
n	0.00110662585653	0.00953108208517	0.00167368079092	0.000333836445857	0.00279078058504	0.00207026759413	0.00717357993793	0.113410274709	0.269410619024	0.42100619355	0.171493067145
t	0.000441217378843	0.00319596085072	0.00056526131064	0.000120487405586	0.000981047563347	0.00087538135471	0.00472231337931	0.132173322903	0.336901369675	0.441817524517	0.0782061453817
a	0.000176988336281	0.00118042735191	0.00020872862488	4.46862888287e-05	0.000384809249782	0.000410638806903	0.00263083969977	0.0862272566343	0.320004303225	0.409584711506	0.179146619794
s	7.9308593227e-05	0.000500256321303	8.89368405933e-05	1.91529297762e-05	0.000164160826594	0.000267371170968	0.00339678757326	0.0480356048781	0.227520167742	0.510702660502	0.209225566931
t	2.98050114423e-05	0.000172142907434	3.08082165311e-05	7.8737242254e-06	6.40816555313e-05	0.000238127563656	0.00437742719109	0.0546233249594	0.262525245914	0.585607286834	0.092323897977
i	1.66118013808e-05	7.04960741447e-05	1.29119910104e-05	3.83079480847e-06	3.15865838438e-05	0.000133030002219	0.00228455255703	0.0405323733198	0.219333307305	0.562986832278	0.174594504659
n	1.13351064603e-05	3.66877577149e-05	7.47928660347e-06	3.25099703616e-06	2.27915496146e-05	0.000116429725073	0.00217538567901	0.0249962927733	0.167418337768	0.603169714093	0.202042316553
a	1.37086558201e-05	5.74941202383e-05	2.79708410012e-05	6.82781584539e-06	2.49558962049e-05	0.000119252415024	0.002133868363	0.0184758224911	0.141558913923	0.723933591364	0.113647587184
g	1.67910002734e-05	6.40101625794e-05	3.53695788004e-05	8.27405194846e-06	2.1846849735e-05	6.85461673413e-05	0.001313976691	0.0106093587304	0.087230110641	0.809671410455	0.0909603023947
l	1.25385374245e-05	2.80651083598e-05	1.36313454001e-05	4.62884838282e-06	1.63310455783e-05	4.91836931138e-05	0.00109735923033	0.0126733215768	0.10737970488	0.808028116818	0.0706971474649
i	8.2796727415e-06	1.44521246866e-05	5.43545860003e-06	2.08110775094e-06	1.28144325928e-05	2.96197457046e-05	0.000457273594443	0.00926532602893	0.0899641355267	0.697647638939	0.202592939155
s	4.2413554805e-06	8.5274744622e-06	2.88624436668e-06	1.47592250698e-06	6.61412093093e-06	2.69017935682e-05	0.000414060115814	0.00498786417964	0.0650865477422	0.68453161298	0.244929264718
ì	3.89930162683e-06	1.23661538207e-05	3.10885472223e-06	1.93163453566e-06	7.15395847698e-06	2.89069388561e-05	0.000407437549271	0.00352482523655	0.0569006384807	0.812331324327	0.126778423239
a	3.01002060423e-05	0.000160806727607	1.90848644741e-05	3.75573641189e-06	4.21315789923e-05	2.11683366187e-05	0.00014905128609	0.00122675222718	0.0216844116936	0.592002279442	0.384660437746
</S>	5.52539305212e-05	0.000304031523803	3.4096189737e-05	5.29540505595e-06	7.51449594961e-05	2.18101203093e-05	7.8631731545e-05	0.00063036207109	0.0110221682968	0.320691266721	0.667081898873
