 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
n	0.0179174067624	0.0116734206416	0.202914057729	0.652859212299	0.107856168205	0.00477174810709	0.00171756926007	3.16658227914e-06	0.000265392021607	1.15221301335e-05	8.31722799427e-07	2.04878729118e-06	3.29275905108e-07	1.57683400063e-06	1.47719413752e-06	6.421966474e-07	4.32780533509e-08	1.54931212491e-06	5.1821598288e-08	8.7658982839e-07	9.56344162327e-07
a	0.0063978861208	0.00497930298053	0.147225144576	0.515880230766	0.307867032735	0.0157419907024	0.00173658665336	2.39857705971e-06	0.000158001870536	6.19807481117e-06	4.47144716476e-07	1.10412477706e-06	1.74378955036e-07	9.1067337021e-07	6.7606261884e-07	4.262071558e-07	2.0248114117e-08	7.04497308503e-07	2.3971142096e-08	3.97297252797e-07	3.80185959109e-07
s	0.0025350560236	0.00241891392684	0.0761721768587	0.356427636922	0.489574897578	0.0699888192341	0.00270132101779	3.81210552199e-05	0.000131208755179	7.02834527039e-06	6.90323038825e-07	1.12829835902e-06	1.99079041679e-07	1.09356557007e-06	4.49853082947e-07	3.883970586e-07	1.5164516039e-08	4.23530841001e-07	1.82056973653e-08	2.33475814266e-07	1.87142002703e-07
t	0.0009146250912	0.00128976321561	0.0615820946196	0.292227095641	0.480762885859	0.160047223078	0.00265614420593	0.000444936948407	6.30988342263e-05	6.96244442346e-06	1.46997634627e-06	1.09003177301e-06	3.39384353893e-07	1.03057171336e-06	2.57783797649e-07	5.20940042867e-07	2.03754413463e-08	1.649803385e-07	3.75050874551e-08	1.89425081422e-07	7.19645262343e-08
e	0.0004754385304	0.000576760935203	0.0321117912732	0.189964088547	0.617857361953	0.155136381026	0.00329535096864	0.000548067352469	2.70001242421e-05	4.21642550782e-06	1.32241499876e-06	6.36685794337e-07	2.90289940298e-07	4.88875357787e-07	1.7085242255e-07	3.46454783422e-07	1.80996274154e-08	9.40582688333e-08	3.68161711184e-08	1.40072235474e-07	2.97980254114e-08
s	0.0002963274568	0.000542288351734	0.0253247564911	0.168548869516	0.621156430651	0.176751767009	0.00673903265621	0.00057193622049	5.12603167474e-05	1.02503375359e-05	1.91436888292e-06	1.68822238145e-06	4.50518235766e-07	1.72647951593e-06	3.17993537517e-07	6.82951740274e-07	3.01043767718e-08	5.77910889444e-08	4.06181890061e-08	1.78486130158e-07	3.41182341371e-08
t	0.000127018242933	0.000531552013911	0.0261335821637	0.153706266505	0.510326210217	0.297457922336	0.00886946455207	0.00275828200683	6.12299309158e-05	1.7013602512e-05	4.15802169431e-06	2.38051219382e-06	7.81584165255e-07	2.25775072198e-06	4.02555819172e-07	1.01038974676e-06	5.32506822573e-08	5.36990529815e-08	7.1947593002e-08	2.54705946719e-07	3.68103170457e-08
u	0.000135602588311	0.00023466908297	0.0128109816946	0.0962190255017	0.598083493406	0.274162544112	0.0151501788507	0.00314757800894	3.68414889719e-05	1.1733957904e-05	3.51076978477e-06	1.23616584794e-06	5.51019249752e-07	9.27373291993e-07	2.26272443057e-07	5.57406707587e-07	3.75302300858e-08	5.70466576605e-08	5.47216834007e-08	1.59028113906e-07	1.64324391819e-08
d	0.000143239962104	0.000142873492657	0.0068952704382	0.0727547498339	0.586465297802	0.310584161371	0.0188236166169	0.00404193567631	8.0478416324e-05	3.6370335368e-05	1.04787664149e-05	7.01931276598e-06	2.99527912458e-06	4.95933036533e-06	1.28525347769e-06	2.55679199453e-06	3.38468999362e-07	1.2396186922e-07	4.08853503534e-07	1.58137438297e-06	2.80913258894e-07
i	0.000117792723368	0.000120628116219	0.00483246132607	0.0576175829446	0.497443665934	0.36732432379	0.0672637698723	0.00474698082544	0.000425756622108	6.56466751227e-05	1.3442501205e-05	9.25520025533e-06	3.84776905819e-06	6.40631922178e-06	1.6690568559e-06	3.22720972118e-06	4.38978306021e-07	1.57059083073e-07	5.26901685545e-07	2.06153548832e-06	3.71065619298e-07
è	0.00564466980779	0.000445133224073	0.00185203158869	0.0279870629815	0.458421978645	0.333235001263	0.168054476624	0.00322073834181	0.0010154002407	8.70257517076e-05	9.190950135e-06	7.89059175178e-06	2.41693550273e-06	4.03148907393e-06	4.73857778197e-06	1.57442189673e-06	2.8078399824e-07	1.59839053436e-06	2.77735122882e-07	2.65583485677e-06	1.8329893561e-06
o	0.00854651006926	0.000578045028024	0.00084679555523	0.0123085711272	0.285366642882	0.289214443754	0.396737752208	0.00431407091394	0.00184929658023	0.000190948017236	9.85483037833e-06	1.25818649173e-05	2.19043403424e-06	5.86780659131e-06	6.91097726066e-06	1.33307524891e-06	2.3588147208e-07	2.46403391145e-06	1.99389527627e-07	2.95883659226e-06	2.35210516537e-06
t	0.00398736803309	0.000240805708908	0.000327098590743	0.00504390817573	0.136013813294	0.310938634585	0.502797084069	0.035708723638	0.00341361236008	0.00132248833908	0.000124633765459	4.17553019724e-05	8.34472141141e-06	1.80965991971e-05	5.80605175355e-06	3.41643809964e-06	2.6884067336e-07	1.27572629715e-06	2.50968252542e-07	1.75795447075e-06	8.4693342179e-07
s	0.00137635566103	8.2663983136e-05	0.000149364000248	0.00316727232524	0.107298590098	0.395080388195	0.405164501356	0.0800552608793	0.00431682158669	0.00276478467969	0.00042667364182	6.29080296575e-05	1.93762924705e-05	2.09451269324e-05	4.92231481785e-06	6.06918903321e-06	4.59706824453e-07	5.53415785717e-07	3.39439777514e-07	1.34194095025e-06	3.2611826393e-07
e	0.000653337393677	3.5214692312e-05	6.76709587493e-05	0.00192092395175	0.0873517156993	0.304128509398	0.514624207119	0.0818563449598	0.00569962986223	0.0031079935599	0.00044886266394	6.11780605525e-05	1.80436206902e-05	1.31469285108e-05	5.24546150595e-06	4.8405652444e-06	3.81823858151e-07	1.39949692191e-06	2.09208519171e-07	9.34777043417e-07	1.3491947731e-07
m	0.000412050301226	2.4388473104e-05	6.29913532498e-05	0.00108298536058	0.0500091632331	0.218526723133	0.536611725706	0.178417681653	0.00837093362074	0.0052727018533	0.00083593193798	0.000174466251851	6.77293114301e-05	5.37193298369e-05	2.17323528353e-05	1.68773779815e-05	9.94210490272e-06	6.92173297397e-06	5.75266640639e-06	1.33561782478e-05	2.19184907844e-06
a	0.000219906770409	2.48557127013e-05	6.16949396166e-05	0.00080610208686	0.029798404411	0.169748019378	0.381390538569	0.225546377218	0.149940938874	0.0389922722844	0.00257387801266	0.00054693964395	0.000131323167143	0.000108035429946	3.95758389451e-05	2.14849150605e-05	1.32213262076e-05	8.53225342466e-06	7.5977264208e-06	1.73562601493e-05	2.90668005281e-06
è	0.0078538931568	0.00118620051423	0.000299353436739	0.00138689852895	0.014744299137	0.0834446444593	0.318316519523	0.255417229073	0.247261706291	0.0648426640948	0.00387270623755	0.000832543091317	0.000174243752381	0.000169877063315	8.60279196484e-05	3.25469974202e-05	8.6897713092e-06	2.59086935749e-05	3.40847709227e-06	1.45341014498e-05	2.60606433776e-05
s	0.0105399703623	0.00156568641741	0.000387780722246	0.00164502977632	0.010352024379	0.0488047024864	0.351932646508	0.259356769691	0.244861728764	0.0607147846983	0.00823078064585	0.000853560973772	0.00033736911746	0.000166182407772	0.000108768614883	4.42243231401e-05	1.22921761031e-05	3.09845749916e-05	4.27499203076e-06	1.57412976833e-05	3.46577396925e-05
t	0.00861195909743	0.00053924384747	0.000157810014082	0.000777927508773	0.0108883044597	0.0333014834955	0.489322822169	0.12513613923	0.235890952921	0.0805496048994	0.012638042882	0.00133647509126	0.000501926199153	0.000121056909257	0.000118373203294	5.08548100467e-05	1.0646237701e-05	1.15108862639e-05	4.44314667692e-06	1.00189026278e-05	2.03461364642e-05
r	0.00839133993248	0.000195449486157	8.10801390273e-05	0.000467139052924	0.0124508764866	0.0234908218318	0.644398790723	0.07260141241	0.142403576974	0.0827445349665	0.010518389294	0.00149279383042	0.000435551763051	0.000112812623086	0.000111729342098	6.71698016822e-05	5.22075210033e-06	4.99188383463e-06	2.71354259231e-06	7.5465407426e-06	1.60077856547e-05
a	0.00466746841083	0.000120707660052	5.06988446758e-05	0.000317240177641	0.00825271962887	0.0168861873773	0.486135182241	0.08629997747	0.0801862749913	0.242425091655	0.0475074904313	0.0179746158101	0.00399138820435	0.00261907818103	0.00163623115837	0.000590835123894	6.02233579001e-05	0.000119160015558	9.52305923077e-06	0.000133711813248	1.61831620516e-05
m	0.00280841630894	9.5685945684e-05	3.70860988919e-05	0.000182633152547	0.00316845543629	0.00786231229243	0.183299982747	0.14615480249	0.0560420029971	0.433660213885	0.117079240144	0.0310985336034	0.00963730440145	0.00433192092701	0.00261690128612	0.000975600407965	0.0003166897093	0.000203115618519	0.000135699289744	0.000270462361083	2.29597533505e-05
a	0.000950567467647	3.50729236613e-05	2.08972568306e-05	7.90580241823e-05	0.0012175201401	0.00469584932748	0.0751249779157	0.133552370497	0.112127235666	0.474941217962	0.142668803381	0.0336309228678	0.0121576558005	0.004379391409	0.00291241686204	0.000605183409322	0.000381520176433	0.000141779869506	0.000170917621448	0.000190110747028	1.65310551835e-05
è	0.00628539554855	0.000526028980654	0.000328367536144	0.000776592781394	0.0014710747147	0.00253747303916	0.0403010439719	0.0648295278323	0.183838675222	0.467940495987	0.170976287794	0.0349710352893	0.0140128512668	0.00614548413633	0.00335557682068	0.000975734276441	0.000261901392144	0.000146411423169	6.68871086827e-05	9.38891610093e-05	0.000159208856461
c	0.00828763343952	0.000692483096218	0.000436043284381	0.00101744085246	0.00159378207157	0.00186361896972	0.0304450501573	0.0378272042774	0.145666231741	0.447217855329	0.265369219265	0.0293230927631	0.0184405847556	0.00579636571211	0.00406806714023	0.00115298437881	0.000297939234048	0.000142773231056	7.89834562276e-05	7.18963090031e-05	0.000210709317154
h	0.00445044473651	0.000242795379073	0.000159494937127	0.000398276429487	0.00125976242386	0.00104399714657	0.0313937178858	0.0188989103591	0.10167470058	0.468391218443	0.275316989755	0.0560962822544	0.0249704762519	0.0072401090707	0.00640491671341	0.00142713564627	0.000231543109016	8.0103790352e-05	8.18371400759e-05	8.05960196677e-05	0.000156723430718
o	0.0032308849655	0.000100697848024	6.5755105709e-05	0.000198838634829	0.00114740833129	0.000677231228857	0.0284804296286	0.0080062084197	0.07300748366	0.396988392814	0.254099323252	0.133701498751	0.057952510084	0.0217491128569	0.0153980232378	0.00399414798209	0.000574392690672	0.000172980133451	7.20091730253e-05	0.000229739893223	0.000152988788573
m	0.00137910945517	4.68194228413e-05	3.03185135697e-05	8.83012036097e-05	0.000441746797097	0.000270657692952	0.0101660005595	0.0061969933399	0.0277361415533	0.286133010938	0.359443767751	0.15322005625	0.0984554766947	0.0267574509523	0.0196167067459	0.00550055899403	0.00244363573022	0.000291120444484	0.00101052015601	0.000685694097741	8.59707358577e-05
i	0.000477047286723	1.81721542804e-05	1.52192826232e-05	3.54836793032e-05	0.000156884134866	0.000117403885317	0.00363273374983	0.00546685377997	0.0132048437178	0.220668386979	0.401593922584	0.138815695417	0.131163318898	0.0389117499841	0.030507842582	0.00617950366468	0.00599282961007	0.000667499701495	0.001475767172	0.000813634859247	8.52765632859e-05
a	0.000523043783908	1.96374235935e-05	7.80429740773e-06	2.24252175344e-05	8.2763994122e-05	5.30425241057e-05	0.00140203555661	0.00234725869332	0.0082571619726	0.141579530993	0.291330340861	0.192120425139	0.164901562966	0.0681475979947	0.110576406527	0.00681150432156	0.00833876137002	0.00154568233383	0.000882534210667	0.000907464779749	0.000143058711095
a	0.000827472327969	2.66688561978e-05	6.56979903591e-06	2.21067741781e-05	8.94853197073e-05	3.59613947019e-05	0.000913620312203	0.00124327280777	0.0059447479242	0.108630315664	0.17722992362	0.284371141713	0.150718975989	0.0768676426649	0.176537982176	0.00552583270719	0.00717006779001	0.00230522261128	0.000570699070222	0.000836825289916	0.000125476650698
d	0.00057826447999	1.79603572326e-05	6.17063581197e-06	1.44849986594e-05	6.69124619024e-05	2.5080971234e-05	0.000689604286734	0.00084724151259	0.00462079010807	0.101301039888	0.16804753454	0.304271787238	0.168606486996	0.0823173942216	0.136725155059	0.0097639544024	0.01573994293	0.00232401220376	0.00323975762341	0.000493593146639	0.000302870397233
e	0.000205046710997	8.22296591087e-06	4.58888983732e-06	7.28526735313e-06	2.66689766341e-05	1.34439767447e-05	0.000255399616245	0.00045134742753	0.00197358438602	0.0644388599627	0.168653741513	0.238764495746	0.213533745665	0.147076124741	0.0904014560197	0.0363937398008	0.0249147649767	0.00633551356792	0.00563675547447	0.000508760235546	0.000396495981078
r	8.18684993323e-05	4.24494120362e-06	2.94984684577e-06	4.25136618438e-06	1.20528972447e-05	7.5176109149e-06	0.000109513649082	0.000215982380843	0.000926875808673	0.0360813389876	0.129220822171	0.198695401915	0.225831415222	0.195230814914	0.0991337920066	0.0561465919336	0.0377408623256	0.00831346052264	0.0108854119248	0.000820432411849	0.000534426242359
f	0.000537505148444	4.34978496787e-06	5.84644928192e-06	1.35252879281e-05	4.78373917816e-05	1.61484959716e-05	0.000495325622027	0.000160569468614	0.000424578212891	0.0193012478959	0.093347739057	0.158815390638	0.243246915074	0.153862664971	0.0946649573355	0.158658265978	0.0369371144419	0.00407062813421	0.0155629186416	0.0125858984706	0.00724059021412
ì	0.000910587772815	4.1038648656e-05	9.2000398094e-05	9.38989203094e-05	0.000122279943927	8.25443009905e-05	0.000972147374009	0.000490858882871	0.000836672484297	0.023266831532	0.0978165296857	0.116303240213	0.250561855025	0.15217626499	0.0806619124452	0.199791181993	0.0252082111473	0.00327938393807	0.0148732412139	0.0174667086235	0.0149526044047
a	0.00113522618094	7.27733178853e-05	0.000126797842365	0.000147527910103	0.000184695267976	0.000123438563664	0.00081140184467	0.00054603116429	0.00114807544143	0.0238286716773	0.0902057262286	0.0951228467377	0.237053935008	0.20149471833	0.154020054148	0.109670520664	0.0433081263824	0.00536358271269	0.013138439738	0.0100719186745	0.0124255138016
d	0.00098844480898	4.71104261951e-05	5.4177282655e-05	8.8958959701e-05	0.000143602447559	7.4171367988e-05	0.00040049910689	0.00020924085043	0.000649584145477	0.0104132849258	0.0578001704095	0.0943028642459	0.262571908336	0.194265449443	0.184955951383	0.0760444485547	0.0710056654608	0.00517956003756	0.0260602585793	0.00806669012483	0.00667799550053
e	0.000341995897327	1.75626286317e-05	2.05431729183e-05	3.2333844367e-05	5.12843604197e-05	2.7847296996e-05	0.000140517360963	8.91256301433e-05	0.000270057091492	0.00592329004193	0.0512660654698	0.0933592167486	0.275425882779	0.216087689814	0.130489633794	0.0996889111849	0.0731626468203	0.00798614167919	0.0358864661931	0.00606660294161	0.00366620776684
r	0.000122828194442	7.19017281057e-06	8.24424747277e-06	1.24633732557e-05	1.93906941399e-05	1.12265308987e-05	5.45364629877e-05	4.20234280478e-05	0.000128521759831	0.00403327368064	0.0394509304899	0.0870598172495	0.233170017593	0.248529589938	0.122623941265	0.120321357062	0.0759960619401	0.0106707912264	0.0477512443977	0.00671585631387	0.00327071715561
f	0.000477732447814	5.00551710352e-06	6.85153182426e-06	1.49628180852e-05	4.15394190466e-05	1.18747816329e-05	0.000199732653663	4.08320863493e-05	6.83793379437e-05	0.00279454959355	0.02833511983	0.0723683457498	0.187761789198	0.178174918313	0.101820908755	0.214443012354	0.06202289698	0.0063777792688	0.0564262057992	0.054618448438	0.0339891559185
ì	0.000739053519271	2.50226299345e-05	6.60583199414e-05	7.06701460284e-05	8.37280730155e-05	4.54731875443e-05	0.000391578017888	0.00016538821545	0.000223021812648	0.00663354643118	0.03561604761	0.0600415935833	0.174117969733	0.152694511104	0.0910363912517	0.240403444118	0.0372722793267	0.0056863249496	0.0512500085997	0.077794604146	0.0656433239728
m	0.00055832784309	3.22786569782e-05	8.57886663138e-05	8.42426926761e-05	7.57785390052e-05	5.25729058481e-05	0.000320203262629	0.000196505140817	0.000295034142216	0.00815285104373	0.0481485912033	0.0570477645278	0.205059796578	0.159830353701	0.206220957084	0.117113588706	0.0347965171089	0.00698290041653	0.0497086401999	0.0498471770487	0.0553901133243
m	0.0014825381477	2.89873693261e-05	4.67922941046e-05	8.66801282254e-05	0.000224493501002	4.98306619494e-05	0.000410332720876	9.5471114939e-05	0.000236926285405	0.00527049451458	0.0385006457344	0.0708953615093	0.219288672193	0.1880567979	0.235990379028	0.0930488202353	0.020831571503	0.00414034136218	0.0313365357333	0.0473190643496	0.0426592461081
u	0.00247303098257	7.74550831087e-05	7.29455437015e-05	0.000175125209408	0.000414147553667	0.000128276967316	0.000617855186959	9.31334306463e-05	0.000394442548468	0.00418389627153	0.0247862755781	0.0748805485031	0.210864547398	0.240823315967	0.157385459676	0.137042156745	0.038626144301	0.00321419381073	0.0235881425778	0.0384908701165	0.0416680527027
s	0.00167767035852	7.85181828829e-05	6.79022577672e-05	0.000152174530403	0.000291349794256	0.000126284697205	0.000429139979986	8.03553712154e-05	0.000347837065156	0.00235892772384	0.020725569526	0.0578767898344	0.224529955799	0.218959141989	0.149403579892	0.138337937582	0.0734434914337	0.00351078903691	0.0528322208593	0.0257051403722	0.0290652231342
t	0.000596170787173	2.6494313681e-05	2.42293511891e-05	5.22188381343e-05	9.9469234452e-05	4.3499532235e-05	0.000153896624329	3.62744980718e-05	0.000129356794052	0.00161480164128	0.0200354186753	0.0624358376115	0.194691291933	0.173955113996	0.110439805964	0.270982027861	0.0558780658112	0.00202947722564	0.0561485682864	0.0348844254574	0.0157435632781
u	0.000329019832391	1.17443301003e-05	9.1485010297e-06	2.12998794448e-05	4.6300137484e-05	1.76452989783e-05	7.49379687763e-05	1.76332980239e-05	7.77633680173e-05	0.00119251278043	0.0126507610584	0.0610154588705	0.152702780644	0.167179967999	0.163373234655	0.30673934462	0.0383069956037	0.00218804842188	0.0317859390955	0.0407298904858	0.0215295767594
d	0.000212478164797	7.2726137001e-06	6.0166110099e-06	1.18771721483e-05	2.79727410947e-05	9.4561349261e-06	4.25614830254e-05	1.3777424008e-05	6.57807776724e-05	0.00131747046014	0.0146018230195	0.0609710572902	0.170883110215	0.187805069333	0.208987784885	0.16584164354	0.0651302922012	0.00424347860729	0.0585667246985	0.0377347434953	0.0235196122531
i	7.60884732657e-05	3.37862010003e-06	4.52293914997e-06	5.83801524943e-06	1.08993189649e-05	4.64798487537e-06	1.78853009418e-05	1.2348082336e-05	4.39004355575e-05	0.00150802458671	0.0177058470065	0.0573001574301	0.170411750072	0.201204849778	0.157652124962	0.126234344513	0.0814391727337	0.0102819440024	0.0855598515662	0.0669929084984	0.0235295240844
è	0.000166712538755	1.84806432333e-05	1.765135143e-05	3.09022352831e-05	4.1365595655e-05	2.40473160918e-05	7.51164641473e-05	2.0198033112e-05	0.000118405313186	0.00130783879557	0.0132398450022	0.0445839474767	0.153877240024	0.260115093259	0.156468441654	0.118801718171	0.0669420449112	0.0146409236675	0.0657932085221	0.0698130611661	0.0339037756948
i	0.000692765662918	3.59225134111e-05	2.68822854767e-05	6.20698650944e-05	0.000117326625218	4.79573003639e-05	0.000216794991382	2.5358950704e-05	0.000250310847729	0.00110506776519	0.00803299503407	0.0346055474922	0.121821263341	0.271939867753	0.206433020551	0.118337532724	0.0626800489704	0.0160075435558	0.0518248875074	0.0594290553887	0.0463078328983
f	0.000745720227639	2.52011499704e-05	1.50501409589e-05	4.50234681981e-05	0.000107025809939	3.47123143546e-05	0.000198824601994	1.4563133668e-05	0.00020069035111	0.000648814155063	0.00527384944469	0.0235339538307	0.108418954447	0.179050709251	0.20356059485	0.105759774241	0.0813825396568	0.0128107193519	0.117488732502	0.104545201796	0.0561393762994
è	0.00030664656588	1.14333261568e-05	1.45249971196e-05	2.5088625566e-05	4.78141768463e-05	1.99052540182e-05	9.5060422198e-05	1.13796299893e-05	9.11492489033e-05	0.000358951685021	0.00388622874823	0.0170909909436	0.0971098854823	0.142808323084	0.11795166895	0.165500951414	0.0760391552189	0.00572967098397	0.160661588834	0.158228773932	0.0540108040998
t	0.000193078395293	7.2539891856e-06	1.45072071065e-05	1.9349516022e-05	3.15939832821e-05	1.53659686061e-05	7.01467187327e-05	1.10928466631e-05	5.86131563011e-05	0.000400721371674	0.00576653228274	0.0179560863145	0.0910806524941	0.137559821028	0.122532558983	0.165497488805	0.0439478964063	0.00300900389466	0.111088740278	0.227293241311	0.0734462530333
o	0.0011513159551	4.02145038619e-05	4.67883961022e-05	9.07125885073e-05	0.000160234830094	8.59535934687e-05	0.000220331014244	3.23513778877e-05	0.0001445001321	0.000506748283891	0.00639858586091	0.0158040917048	0.0801793798314	0.0934387680093	0.124042742328	0.093963337935	0.0434874714688	0.00376221396489	0.103320459426	0.23032311377	0.202800672678
p	0.00142861756437	5.06951971306e-05	5.73430072007e-05	0.000113355510636	0.000198933888265	0.000108789873323	0.000259538894615	3.77553059626e-05	0.000168119633433	0.000378915147964	0.00335547855364	0.00983031816827	0.0570771722771	0.0638966513364	0.077393256776	0.0807169793117	0.0684510938229	0.00494745645496	0.172640899809	0.221589737923	0.237298880893
ò	0.00049783329079	1.86774396535e-05	2.33617679002e-05	4.2304549012e-05	7.0689901655e-05	3.94522476077e-05	9.6026895405e-05	1.62715883209e-05	6.58856368777e-05	0.000214196479321	0.00232324728455	0.00876618505609	0.0556118774257	0.0780771481121	0.0628704399253	0.101116503104	0.065739257941	0.00444268881832	0.18860817327	0.298185239308	0.133174516964
r	0.00021319045693	8.4482613845e-06	1.19751135667e-05	1.9260612004e-05	3.06079732183e-05	1.66562244359e-05	4.6919308135e-05	9.55716677363e-06	3.29830854259e-05	0.000203629779774	0.00292446606152	0.00966806568536	0.0593989191419	0.085194502704	0.0868085809751	0.0924550310347	0.0399002229803	0.00383636633944	0.12620049109	0.383142066436	0.109878018988
k	0.00036560942231	8.27356369483e-06	1.01678407889e-05	2.46372403347e-05	5.81985464061e-05	1.3144275712e-05	5.8337385045e-05	7.49848259121e-06	2.0127016942e-05	0.000265647296591	0.00338176398717	0.0124330048951	0.062170351714	0.0754411642347	0.0862194636584	0.0615156803449	0.0182357344268	0.00230963527981	0.06730625303	0.494516348812	0.115638959663
e	0.000531507177437	1.09713200649e-05	1.07534840296e-05	3.28306234449e-05	8.1177142802e-05	1.64884185707e-05	8.1796143015e-05	6.74368846374e-06	2.9748433314e-05	0.000253992838864	0.00203648536239	0.011178191965	0.0430804019047	0.0657293590782	0.0552579938861	0.0569672447816	0.0138396012423	0.00188078499327	0.03639532201	0.443606139604	0.268972473221
